# Number of nodes=5863; Number of edges=33322; Number of node features=5; Model: hgcn.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.3213        915        225         15         18      0.074      0.545      0.795      0.674      0.808 
Train:          1     1.3213       3707        851         45         87      0.093      0.659      0.809      0.736      0.801 
All:          1     1.3213       4629       1069         61        104      0.089      0.630      0.807      0.721      0.802 
Test:          2     1.2753        920        220         15         18      0.076      0.545      0.800      0.676      0.823 
Train:          2     1.2753       3708        850         44         88      0.094      0.667      0.809      0.740      0.808 
All:          2     1.2753       4630       1068         60        105      0.090      0.636      0.808      0.724      0.811 
Test:          3     1.2589        926        214         14         19      0.082      0.576      0.806      0.694      0.832 
Train:          3     1.2589       3708        850         44         88      0.094      0.667      0.809      0.740      0.808 
All:          3     1.2589       4632       1066         58        107      0.091      0.648      0.808      0.731      0.813 
Test:          4     1.2225        926        214         12         21      0.089      0.636      0.807      0.724      0.832 
Train:          4     1.2225       3708        850         44         88      0.094      0.667      0.809      0.740      0.802 
All:          4     1.2225       4634       1064         56        109      0.093      0.661      0.809      0.737      0.808 
Test:          5     1.2128        933        207         11         22      0.096      0.667      0.814      0.743      0.833 
Train:          5     1.2128       3708        850         44         88      0.094      0.667      0.809      0.740      0.796 
All:          5     1.2128       4635       1063         55        110      0.094      0.667      0.809      0.740      0.803 
Test:          6     1.1748        938        202         11         22      0.098      0.667      0.818      0.745      0.835 
Train:          6     1.1748       3708        850         44         88      0.094      0.667      0.809      0.740      0.796 
All:          6     1.1748       4635       1063         55        110      0.094      0.667      0.809      0.740      0.804 
Test:          7     1.1395        938        202         11         22      0.098      0.667      0.818      0.745      0.841 
Train:          7     1.1395       3708        850         44         88      0.094      0.667      0.809      0.740      0.799 
All:          7     1.1395       4635       1063         55        110      0.094      0.667      0.809      0.740      0.807 
Test:          8     1.1316        933        207         11         22      0.096      0.667      0.814      0.743      0.846 
Train:          8     1.1316       3708        850         44         88      0.094      0.667      0.809      0.740      0.803 
All:          8     1.1316       4635       1063         55        110      0.094      0.667      0.809      0.740      0.811 
Test:          9     1.0982        931        209         11         22      0.095      0.667      0.812      0.742      0.849 
Train:          9     1.0982       3707        851         45         87      0.093      0.659      0.809      0.736      0.806 
All:          9     1.0982       4634       1064         56        109      0.093      0.661      0.809      0.737      0.815 
Test:         10     1.0861        938        202         12         21      0.094      0.636      0.818      0.730      0.851 
Train:         10     1.0861       3708        850         44         88      0.094      0.667      0.809      0.740      0.809 
All:         10     1.0861       4634       1064         56        109      0.093      0.661      0.809      0.737      0.817 
Test:         11     1.0791        938        202         11         22      0.098      0.667      0.818      0.745      0.851 
Train:         11     1.0791       3708        850         44         88      0.094      0.667      0.809      0.740      0.812 
All:         11     1.0791       4635       1063         55        110      0.094      0.667      0.809      0.740      0.820 
Test:         12     1.0333        935        205         11         22      0.097      0.667      0.816      0.743      0.854 
Train:         12     1.0333       3708        850         44         88      0.094      0.667      0.809      0.740      0.818 
All:         12     1.0333       4635       1063         55        110      0.094      0.667      0.809      0.740      0.826 
Test:         13      1.081        931        209         11         22      0.095      0.667      0.812      0.742      0.858 
Train:         13      1.081       3709        849         43         89      0.095      0.674      0.810      0.744      0.826 
All:         13      1.081       4637       1061         53        112      0.095      0.679      0.810      0.746      0.833 
Test:         14     1.0295        931        209         11         22      0.095      0.667      0.812      0.742      0.859 
Train:         14     1.0295       3710        848         42         90      0.096      0.682      0.810      0.748      0.831 
All:         14     1.0295       4637       1061         53        112      0.095      0.679      0.810      0.746      0.837 
Test:         15     1.0313        930        210         11         22      0.095      0.667      0.812      0.741      0.858 
Train:         15     1.0313       3713        845         39         93      0.099      0.705      0.812      0.760      0.835 
All:         15     1.0313       4640       1058         50        115      0.098      0.697      0.811      0.756      0.840 
