# Number of nodes=5863; Number of edges=33322; Number of node features=5; Model: gcn.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.3052        905        235         19         14      0.056      0.424      0.783      0.609      0.620 
Train:          1     1.3052       3679        879         73         59      0.063      0.447      0.797      0.627      0.683 
All:          1     1.3052       4598       1100         92         73      0.062      0.442      0.797      0.625      0.670 
Test:          2     1.2801        906        234         15         18      0.071      0.545      0.788      0.670      0.642 
Train:          2     1.2801       3681        877         70         62      0.066      0.470      0.798      0.639      0.706 
All:          2     1.2801       4604       1094         86         79      0.067      0.479      0.799      0.643      0.693 
Test:          3     1.2746        906        234         15         18      0.071      0.545      0.788      0.670      0.667 
Train:          3     1.2746       3685        873         67         65      0.069      0.492      0.800      0.650      0.726 
All:          3     1.2746       4608       1090         82         83      0.071      0.503      0.800      0.656      0.714 
Test:          4      1.248        908        232         15         18      0.072      0.545      0.789      0.671      0.672 
Train:          4      1.248       3687        871         65         67      0.071      0.508      0.800      0.658      0.734 
All:          4      1.248       4610       1088         80         85      0.072      0.515      0.801      0.662      0.721 
Test:          5     1.2475        906        234         16         17      0.068      0.515      0.787      0.655      0.668 
Train:          5     1.2475       3686        872         66         66      0.070      0.500      0.800      0.654      0.735 
All:          5     1.2475       4608       1090         82         83      0.071      0.503      0.800      0.656      0.721 
Test:          6     1.2262        907        233         16         17      0.068      0.515      0.788      0.655      0.666 
Train:          6     1.2262       3689        869         63         69      0.074      0.523      0.801      0.666      0.738 
All:          6     1.2262       4611       1087         79         86      0.073      0.521      0.801      0.665      0.723 
Test:          7     1.2284        914        226         16         17      0.070      0.515      0.794      0.658      0.683 
Train:          7     1.2284       3694        864         58         74      0.079      0.561      0.803      0.686      0.749 
All:          7     1.2284       4615       1083         75         90      0.077      0.545      0.802      0.678      0.736 
Test:          8     1.2145        917        223         16         17      0.071      0.515      0.796      0.660      0.702 
Train:          8     1.2145       3698        860         54         78      0.083      0.591      0.805      0.701      0.762 
All:          8     1.2145       4620       1078         70         95      0.081      0.576      0.804      0.693      0.750 
Test:          9       1.19        914        226         16         17      0.070      0.515      0.794      0.658      0.715 
Train:          9       1.19       3699        859         53         79      0.084      0.598      0.806      0.705      0.771 
All:          9       1.19       4621       1077         69         96      0.082      0.582      0.805      0.696      0.760 
Test:         10     1.1753        922        218         16         17      0.072      0.515      0.801      0.662      0.722 
Train:         10     1.1753       3702        856         50         82      0.087      0.621      0.807      0.717      0.776 
All:         10     1.1753       4624       1074         66         99      0.084      0.600      0.806      0.706      0.765 
Test:         11     1.1745        923        217         16         17      0.073      0.515      0.801      0.662      0.722 
Train:         11     1.1745       3703        855         49         83      0.088      0.629      0.807      0.721      0.777 
All:         11     1.1745       4625       1073         65        100      0.085      0.606      0.806      0.709      0.766 
Test:         12     1.1561        920        220         16         17      0.072      0.515      0.799      0.661      0.721 
Train:         12     1.1561       3701        857         51         81      0.086      0.614      0.806      0.713      0.778 
All:         12     1.1561       4623       1075         67         98      0.084      0.594      0.805      0.703      0.767 
Test:         13     1.1628        923        217         16         17      0.073      0.515      0.801      0.662      0.727 
Train:         13     1.1628       3701        857         51         81      0.086      0.614      0.806      0.713      0.782 
All:         13     1.1628       4623       1075         67         98      0.084      0.594      0.805      0.703      0.771 
Test:         14     1.1478        924        216         16         17      0.073      0.515      0.802      0.663      0.739 
Train:         14     1.1478       3701        857         51         81      0.086      0.614      0.806      0.713      0.788 
All:         14     1.1478       4624       1074         66         99      0.084      0.600      0.806      0.706      0.778 
Test:         15     1.1671        934        206         15         18      0.080      0.545      0.812      0.682      0.754 
Train:         15     1.1671       3705        853         47         85      0.091      0.644      0.808      0.728      0.794 
All:         15     1.1671       4629       1069         61        104      0.089      0.630      0.807      0.721      0.786 
Test:         16     1.1576        935        205         14         19      0.085      0.576      0.813      0.698      0.765 
Train:         16     1.1576       3710        848         42         90      0.096      0.682      0.810      0.748      0.799 
All:         16     1.1576       4635       1063         55        110      0.094      0.667      0.809      0.740      0.793 
Test:         17     1.1344        932        208         15         18      0.080      0.545      0.810      0.681      0.770 
Train:         17     1.1344       3711        847         41         91      0.097      0.689      0.811      0.752      0.801 
All:         17     1.1344       4634       1064         56        109      0.093      0.661      0.809      0.737      0.795 
Test:         18     1.1455        930        210         15         18      0.079      0.545      0.808      0.681      0.770 
Train:         18     1.1455       3710        848         42         90      0.096      0.682      0.810      0.748      0.801 
All:         18     1.1455       4633       1065         57        108      0.092      0.655      0.809      0.734      0.795 
Test:         19     1.1296        927        213         15         18      0.078      0.545      0.806      0.679      0.769 
Train:         19     1.1296       3709        849         43         89      0.095      0.674      0.810      0.744      0.801 
All:         19     1.1296       4632       1066         58        107      0.091      0.648      0.808      0.731      0.795 
Test:         20     1.1202        929        211         15         18      0.079      0.545      0.807      0.680      0.773 
Train:         20     1.1202       3709        849         43         89      0.095      0.674      0.810      0.744      0.802 
All:         20     1.1202       4632       1066         58        107      0.091      0.648      0.808      0.731      0.796 
Test:         21     1.1073        931        209         15         18      0.079      0.545      0.809      0.681      0.781 
Train:         21     1.1073       3711        847         41         91      0.097      0.689      0.811      0.752      0.805 
All:         21     1.1073       4634       1064         56        109      0.093      0.661      0.809      0.737      0.800 
Test:         22     1.1062        935        205         15         18      0.081      0.545      0.812      0.683      0.791 
Train:         22     1.1062       3713        845         39         93      0.099      0.705      0.812      0.760      0.809 
All:         22     1.1062       4636       1062         54        111      0.095      0.673      0.810      0.743      0.805 
Test:         23      1.101        935        205         15         18      0.081      0.545      0.812      0.683      0.802 
Train:         23      1.101       3713        845         39         93      0.099      0.705      0.812      0.760      0.813 
All:         23      1.101       4637       1061         53        112      0.095      0.679      0.810      0.746      0.811 
Test:         24      1.109        931        209         14         19      0.083      0.576      0.810      0.696      0.809 
Train:         24      1.109       3715        843         37         95      0.101      0.720      0.812      0.767      0.815 
All:         24      1.109       4639       1059         51        114      0.097      0.691      0.811      0.753      0.814 
Test:         25     1.0944        930        210         14         19      0.083      0.576      0.809      0.696      0.807 
Train:         25     1.0944       3713        845         39         93      0.099      0.705      0.812      0.760      0.814 
All:         25     1.0944       4638       1060         52        113      0.096      0.685      0.810      0.749      0.813 
Test:         26      1.102        936        204         14         19      0.085      0.576      0.814      0.698      0.803 
Train:         26      1.102       3712        846         40         92      0.098      0.697      0.811      0.756      0.813 
All:         26      1.102       4637       1061         53        112      0.095      0.679      0.810      0.746      0.811 
Test:         27     1.0925        936        204         14         19      0.085      0.576      0.814      0.698      0.802 
Train:         27     1.0925       3712        846         40         92      0.098      0.697      0.811      0.756      0.812 
All:         27     1.0925       4637       1061         53        112      0.095      0.679      0.810      0.746      0.810 
Test:         28     1.1069        935        205         14         19      0.085      0.576      0.813      0.698      0.807 
Train:         28     1.1069       3712        846         40         92      0.098      0.697      0.811      0.756      0.814 
All:         28     1.1069       4639       1059         51        114      0.097      0.691      0.811      0.753      0.812 
Test:         29     1.0894        937        203         12         21      0.094      0.636      0.817      0.729      0.813 
Train:         29     1.0894       3713        845         38         94      0.100      0.712      0.812      0.763      0.816 
All:         29     1.0894       4641       1057         49        116      0.099      0.703      0.811      0.759      0.815 
Test:         30     1.0869        938        202         12         21      0.094      0.636      0.818      0.730      0.817 
Train:         30     1.0869       3714        844         38         94      0.100      0.712      0.812      0.763      0.817 
All:         30     1.0869       4640       1058         50        115      0.098      0.697      0.811      0.756      0.817 
Test:         31     1.0779        939        201         11         22      0.099      0.667      0.819      0.745      0.821 
Train:         31     1.0779       3714        844         38         94      0.100      0.712      0.812      0.763      0.819 
All:         31     1.0779       4640       1058         49        116      0.099      0.703      0.811      0.759      0.819 
Test:         32     1.0764        938        202         11         22      0.098      0.667      0.818      0.745      0.822 
Train:         32     1.0764       3713        845         39         93      0.099      0.705      0.812      0.760      0.820 
All:         32     1.0764       4641       1057         49        116      0.099      0.703      0.811      0.759      0.820 
Test:         33     1.0807        938        202         11         22      0.098      0.667      0.818      0.745      0.823 
Train:         33     1.0807       3715        843         37         95      0.101      0.720      0.812      0.767      0.821 
All:         33     1.0807       4643       1055         47        118      0.101      0.715      0.812      0.765      0.821 
Test:         34     1.0886        939        201         11         22      0.099      0.667      0.819      0.745      0.824 
Train:         34     1.0886       3714        844         38         94      0.100      0.712      0.812      0.763      0.821 
All:         34     1.0886       4643       1055         47        118      0.101      0.715      0.812      0.765      0.821 
Test:         35     1.0678        935        205         11         22      0.097      0.667      0.816      0.743      0.823 
Train:         35     1.0678       3715        843         37         95      0.101      0.720      0.812      0.767      0.821 
All:         35     1.0678       4642       1056         48        117      0.100      0.709      0.812      0.762      0.821 
Test:         36     1.0835        933        207         11         22      0.096      0.667      0.814      0.743      0.822 
Train:         36     1.0835       3714        844         38         94      0.100      0.712      0.812      0.763      0.820 
All:         36     1.0835       4640       1058         49        116      0.099      0.703      0.811      0.759      0.820 
Test:         37     1.0819        932        208         11         22      0.096      0.667      0.813      0.742      0.821 
Train:         37     1.0819       3714        844         38         94      0.100      0.712      0.812      0.763      0.820 
All:         37     1.0819       4641       1057         49        116      0.099      0.703      0.811      0.759      0.820 
Test:         38     1.0665        930        210         11         22      0.095      0.667      0.812      0.741      0.824 
Train:         38     1.0665       3715        843         37         95      0.101      0.720      0.812      0.767      0.821 
All:         38     1.0665       4642       1056         48        117      0.100      0.709      0.812      0.762      0.822 
Test:         39     1.0616        933        207         11         22      0.096      0.667      0.814      0.743      0.828 
Train:         39     1.0616       3715        843         37         95      0.101      0.720      0.812      0.767      0.823 
All:         39     1.0616       4642       1056         48        117      0.100      0.709      0.812      0.762      0.824 
Test:         40     1.0508        931        209         11         22      0.095      0.667      0.812      0.742      0.828 
Train:         40     1.0508       3715        843         37         95      0.101      0.720      0.812      0.767      0.823 
All:         40     1.0508       4642       1056         48        117      0.100      0.709      0.812      0.762      0.824 
Test:         41     1.0466        930        210         11         22      0.095      0.667      0.812      0.741      0.828 
Train:         41     1.0466       3715        843         37         95      0.101      0.720      0.812      0.767      0.823 
All:         41     1.0466       4642       1056         48        117      0.100      0.709      0.812      0.762      0.824 
Test:         42     1.0605        929        211         11         22      0.094      0.667      0.811      0.741      0.825 
Train:         42     1.0605       3715        843         37         95      0.101      0.720      0.812      0.767      0.822 
All:         42     1.0605       4642       1056         48        117      0.100      0.709      0.812      0.762      0.823 
Test:         43     1.0499        929        211         11         22      0.094      0.667      0.811      0.741      0.826 
Train:         43     1.0499       3715        843         37         95      0.101      0.720      0.812      0.767      0.822 
All:         43     1.0499       4643       1055         47        118      0.101      0.715      0.812      0.765      0.823 
Test:         44     1.0676        932        208         11         22      0.096      0.667      0.813      0.742      0.831 
Train:         44     1.0676       3715        843         37         95      0.101      0.720      0.812      0.767      0.825 
All:         44     1.0676       4642       1056         48        117      0.100      0.709      0.812      0.762      0.826 
Test:         45     1.0617        933        207         11         22      0.096      0.667      0.814      0.743      0.836 
Train:         45     1.0617       3715        843         37         95      0.101      0.720      0.812      0.767      0.827 
All:         45     1.0617       4643       1055         47        118      0.101      0.715      0.812      0.765      0.828 
Test:         46      1.063        935        205         11         22      0.097      0.667      0.816      0.743      0.837 
Train:         46      1.063       3716        842         36         96      0.102      0.727      0.813      0.771      0.827 
All:         46      1.063       4644       1054         46        119      0.101      0.721      0.812      0.768      0.829 
Test:         47     1.0874        935        205         11         22      0.097      0.667      0.816      0.743      0.835 
Train:         47     1.0874       3717        841         35         97      0.103      0.735      0.813      0.775      0.827 
All:         47     1.0874       4644       1054         46        119      0.101      0.721      0.812      0.768      0.828 
Test:         48     1.0615        931        209         11         22      0.095      0.667      0.812      0.742      0.828 
Train:         48     1.0615       3716        842         36         96      0.102      0.727      0.813      0.771      0.823 
All:         48     1.0615       4643       1055         47        118      0.101      0.715      0.812      0.765      0.824 
Test:         49     1.0484        929        211         11         22      0.094      0.667      0.811      0.741      0.825 
Train:         49     1.0484       3716        842         36         96      0.102      0.727      0.813      0.771      0.822 
All:         49     1.0484       4643       1055         47        118      0.101      0.715      0.812      0.765      0.822 
Test:         50     1.0627        931        209         11         22      0.095      0.667      0.812      0.742      0.829 
Train:         50     1.0627       3716        842         36         96      0.102      0.727      0.813      0.771      0.825 
All:         50     1.0627       4643       1055         47        118      0.101      0.715      0.812      0.765      0.825 
Test:         51     1.0578        938        202         11         22      0.098      0.667      0.818      0.745      0.839 
Train:         51     1.0578       3716        842         36         96      0.102      0.727      0.813      0.771      0.829 
All:         51     1.0578       4644       1054         46        119      0.101      0.721      0.812      0.768      0.831 
Test:         52     1.0501        939        201         11         22      0.099      0.667      0.819      0.745      0.844 
Train:         52     1.0501       3716        842         36         96      0.102      0.727      0.813      0.771      0.831 
All:         52     1.0501       4643       1055         47        118      0.101      0.715      0.812      0.765      0.833 
Test:         53     1.0511        938        202         11         22      0.098      0.667      0.818      0.745      0.843 
Train:         53     1.0511       3715        843         37         95      0.101      0.720      0.812      0.767      0.831 
All:         53     1.0511       4642       1056         48        117      0.100      0.709      0.812      0.762      0.833 
