# Number of nodes=5863; Number of edges=33322; Number of node features=5; Model: gat.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.7101        900        240         30          3      0.012      0.091      0.770      0.440      0.305 
Train:          1     1.7101       3629        929        123          9      0.010      0.068      0.776      0.432      0.313 
All:          1     1.7101       4537       1161        153         12      0.010      0.073      0.776      0.434      0.312 
Test:          2     1.5906        905        235         30          3      0.013      0.091      0.774      0.442      0.303 
Train:          2     1.5906       3628        930        124          8      0.009      0.061      0.775      0.428      0.312 
All:          2     1.5906       4536       1162        154         11      0.009      0.067      0.776      0.431      0.311 
Test:          3     1.5439        906        234         31          2      0.008      0.061      0.774      0.428      0.315 
Train:          3     1.5439       3627        931        125          7      0.007      0.053      0.775      0.424      0.319 
All:          3     1.5439       4534       1164        156          9      0.008      0.055      0.775      0.425      0.318 
Test:          4     1.4584        905        235         31          2      0.008      0.061      0.773      0.427      0.342 
Train:          4     1.4584       3629        929        123          9      0.010      0.068      0.776      0.432      0.334 
All:          4     1.4584       4536       1162        154         11      0.009      0.067      0.776      0.431      0.336 
Test:          5     1.3788        905        235         31          2      0.008      0.061      0.773      0.427      0.382 
Train:          5     1.3788       3629        929        122         10      0.011      0.076      0.776      0.436      0.363 
All:          5     1.3788       4537       1161        153         12      0.010      0.073      0.776      0.434      0.367 
Test:          6     1.3088        885        255         27          6      0.023      0.182      0.760      0.479      0.449 
Train:          6     1.3088       3632        926        120         12      0.013      0.091      0.777      0.444      0.418 
All:          6     1.3088       4542       1156        148         17      0.014      0.103      0.778      0.450      0.424 
Test:          7      1.315        895        245         26          7      0.028      0.212      0.769      0.499      0.534 
Train:          7      1.315       3639        919        113         19      0.020      0.144      0.780      0.471      0.508 
All:          7      1.315       4551       1147        139         26      0.022      0.158      0.781      0.478      0.514 
Test:          8     1.2931        905        235         24          9      0.037      0.273      0.779      0.533      0.625 
Train:          8     1.2931       3651        907        101         31      0.033      0.235      0.785      0.518      0.611 
All:          8     1.2931       4565       1133        125         40      0.034      0.242      0.785      0.522      0.613 
Test:          9     1.2914        900        240         24          9      0.036      0.273      0.775      0.531      0.678 
Train:          9     1.2914       3665        893         87         45      0.048      0.341      0.791      0.572      0.685 
All:          9     1.2914       4577       1121        113         52      0.044      0.315      0.790      0.559      0.684 
Test:         10     1.2593        908        232         22         11      0.045      0.333      0.783      0.565      0.706 
Train:         10     1.2593       3674        884         78         54      0.058      0.409      0.795      0.608      0.728 
All:         10     1.2593       4590       1108        100         65      0.055      0.394      0.794      0.600      0.724 
Test:         11     1.2937        915        225         20         13      0.055      0.394      0.791      0.598      0.718 
Train:         11     1.2937       3678        880         74         58      0.062      0.439      0.797      0.623      0.745 
All:         11     1.2937       4596       1102         94         71      0.061      0.430      0.796      0.618      0.740 
Test:         12     1.2215        913        227         20         13      0.054      0.394      0.789      0.597      0.725 
Train:         12     1.2215       3679        879         73         59      0.063      0.447      0.797      0.627      0.751 
All:         12     1.2215       4597       1101         93         72      0.061      0.436      0.796      0.622      0.746 
Test:         13      1.271        910        230         17         16      0.065      0.485      0.789      0.642      0.730 
Train:         13      1.271       3683        875         69         63      0.067      0.477      0.799      0.643      0.750 
All:         13      1.271       4600       1098         90         75      0.064      0.455      0.797      0.631      0.746 
Test:         14     1.1842        905        235         18         15      0.060      0.455      0.784      0.624      0.731 
Train:         14     1.1842       3682        876         70         62      0.066      0.470      0.798      0.639      0.744 
All:         14     1.1842       4599       1099         91         74      0.063      0.448      0.797      0.628      0.742 
Test:         15      1.311        914        226         18         15      0.062      0.455      0.792      0.628      0.728 
Train:         15      1.311       3678        880         74         58      0.062      0.439      0.797      0.623      0.733 
All:         15      1.311       4597       1101         93         72      0.061      0.436      0.796      0.622      0.732 
Test:         16     1.1389        905        235         18         15      0.060      0.455      0.784      0.624      0.722 
Train:         16     1.1389       3677        881         75         57      0.061      0.432      0.796      0.619      0.722 
All:         16     1.1389       4595       1103         95         70      0.060      0.424      0.796      0.615      0.722 
Test:         17     1.1895        904        236         18         15      0.060      0.455      0.783      0.624      0.716 
Train:         17     1.1895       3670        888         82         50      0.053      0.379      0.793      0.592      0.710 
All:         17     1.1895       4589       1109        101         64      0.055      0.388      0.794      0.597      0.711 
Test:         18      1.172        907        233         20         13      0.053      0.394      0.784      0.595      0.708 
Train:         18      1.172       3671        887         81         51      0.054      0.386      0.794      0.596      0.702 
All:         18      1.172       4588       1110        102         63      0.054      0.382      0.793      0.594      0.703 
Test:         19     1.1796        905        235         19         14      0.056      0.424      0.783      0.609      0.703 
Train:         19     1.1796       3673        885         79         53      0.057      0.402      0.794      0.604      0.698 
All:         19     1.1796       4589       1109        101         64      0.055      0.388      0.794      0.597      0.699 
Test:         20     1.1346        900        240         19         14      0.055      0.424      0.779      0.607      0.702 
Train:         20     1.1346       3672        886         80         52      0.055      0.394      0.794      0.600      0.700 
All:         20     1.1346       4590       1108        100         65      0.055      0.394      0.794      0.600      0.700 
Test:         21     1.1984        902        238         19         14      0.056      0.424      0.781      0.608      0.701 
Train:         21     1.1984       3670        888         82         50      0.053      0.379      0.793      0.592      0.703 
All:         21     1.1984       4589       1109        101         64      0.055      0.388      0.794      0.597      0.703 
Test:         22     1.1803        899        241         18         15      0.059      0.455      0.779      0.622      0.702 
Train:         22     1.1803       3671        887         81         51      0.054      0.386      0.794      0.596      0.708 
All:         22     1.1803       4589       1109        101         64      0.055      0.388      0.794      0.597      0.706 
Test:         23     1.1623        900        240         17         16      0.062      0.485      0.781      0.637      0.704 
Train:         23     1.1623       3672        886         80         52      0.055      0.394      0.794      0.600      0.717 
All:         23     1.1623       4591       1107         99         66      0.056      0.400      0.794      0.603      0.714 
Test:         24     1.1113        899        241         17         16      0.062      0.485      0.780      0.637      0.708 
Train:         24     1.1113       3672        886         80         52      0.055      0.394      0.794      0.600      0.727 
All:         24     1.1113       4591       1107         99         66      0.056      0.400      0.794      0.603      0.723 
Test:         25     1.1617        904        236         17         16      0.063      0.485      0.784      0.639      0.711 
Train:         25     1.1617       3673        885         79         53      0.057      0.402      0.794      0.604      0.737 
All:         25     1.1617       4592       1106         98         67      0.057      0.406      0.795      0.606      0.731 
Test:         26     1.1735        909        231         17         16      0.065      0.485      0.789      0.641      0.714 
Train:         26     1.1735       3677        881         75         57      0.061      0.432      0.796      0.619      0.744 
All:         26     1.1735       4594       1104         96         69      0.059      0.418      0.795      0.612      0.738 
Test:         27     1.1873        915        225         18         15      0.062      0.455      0.793      0.629      0.718 
Train:         27     1.1873       3681        877         71         61      0.065      0.462      0.798      0.635      0.749 
All:         27     1.1873       4600       1098         90         75      0.064      0.455      0.797      0.631      0.743 
Test:         28     1.1498        922        218         18         15      0.064      0.455      0.799      0.632      0.719 
Train:         28     1.1498       3682        876         70         62      0.066      0.470      0.798      0.639      0.755 
All:         28     1.1498       4602       1096         88         77      0.066      0.467      0.798      0.637      0.747 
Test:         29      1.234        918        222         18         15      0.063      0.455      0.795      0.630      0.719 
Train:         29      1.234       3682        876         70         62      0.066      0.470      0.798      0.639      0.760 
All:         29      1.234       4602       1096         88         77      0.066      0.467      0.798      0.637      0.752 
Test:         30      1.226        913        227         18         15      0.062      0.455      0.791      0.628      0.720 
Train:         30      1.226       3685        873         67         65      0.069      0.492      0.800      0.650      0.763 
All:         30      1.226       4604       1094         86         79      0.067      0.479      0.799      0.643      0.754 
Test:         31     1.1421        914        226         18         15      0.062      0.455      0.792      0.628      0.721 
Train:         31     1.1421       3687        871         65         67      0.071      0.508      0.800      0.658      0.765 
All:         31     1.1421       4607       1091         83         82      0.070      0.497      0.800      0.653      0.756 
Test:         32     1.1695        913        227         17         16      0.066      0.485      0.792      0.643      0.722 
Train:         32     1.1695       3687        871         65         67      0.071      0.508      0.800      0.658      0.767 
All:         32     1.1695       4608       1090         82         83      0.071      0.503      0.800      0.656      0.757 
Test:         33     1.1423        916        224         17         16      0.067      0.485      0.795      0.644      0.721 
Train:         33     1.1423       3687        871         65         67      0.071      0.508      0.800      0.658      0.768 
All:         33     1.1423       4608       1090         82         83      0.071      0.503      0.800      0.656      0.758 
Test:         34     1.1107        915        225         17         16      0.066      0.485      0.794      0.644      0.721 
Train:         34     1.1107       3688        870         64         68      0.072      0.515      0.801      0.662      0.769 
All:         34     1.1107       4609       1089         81         84      0.072      0.509      0.800      0.659      0.759 
Test:         35     1.1353        918        222         18         15      0.063      0.455      0.795      0.630      0.720 
Train:         35     1.1353       3689        869         63         69      0.074      0.523      0.801      0.666      0.768 
All:         35     1.1353       4608       1090         82         83      0.071      0.503      0.800      0.656      0.758 
Test:         36     1.1172        916        224         18         15      0.063      0.455      0.794      0.629      0.717 
Train:         36     1.1172       3688        870         64         68      0.072      0.515      0.801      0.662      0.768 
All:         36     1.1172       4608       1090         82         83      0.071      0.503      0.800      0.656      0.758 
Test:         37     1.1157        915        225         18         15      0.062      0.455      0.793      0.629      0.717 
Train:         37     1.1157       3688        870         64         68      0.072      0.515      0.801      0.662      0.769 
All:         37     1.1157       4607       1091         83         82      0.070      0.497      0.800      0.653      0.758 
Test:         38     1.1322        917        223         18         15      0.063      0.455      0.795      0.629      0.718 
Train:         38     1.1322       3689        869         63         69      0.074      0.523      0.801      0.666      0.770 
All:         38     1.1322       4609       1089         81         84      0.072      0.509      0.800      0.659      0.759 
Test:         39     1.1425        920        220         18         15      0.064      0.455      0.797      0.631      0.718 
Train:         39     1.1425       3688        870         64         68      0.072      0.515      0.801      0.662      0.771 
All:         39     1.1425       4608       1090         82         83      0.071      0.503      0.800      0.656      0.760 
Test:         40     1.1169        919        221         18         15      0.064      0.455      0.796      0.630      0.719 
Train:         40     1.1169       3688        870         64         68      0.072      0.515      0.801      0.662      0.774 
All:         40     1.1169       4608       1090         82         83      0.071      0.503      0.800      0.656      0.763 
Test:         41     1.1266        917        223         17         16      0.067      0.485      0.795      0.645      0.721 
Train:         41     1.1266       3690        868         62         70      0.075      0.530      0.802      0.670      0.776 
All:         41     1.1266       4611       1087         79         86      0.073      0.521      0.801      0.665      0.765 
Test:         42     1.1426        922        218         17         16      0.068      0.485      0.800      0.647      0.723 
Train:         42     1.1426       3693        865         59         73      0.078      0.553      0.803      0.682      0.778 
All:         42     1.1426       4614       1084         76         89      0.076      0.539      0.802      0.675      0.767 
Test:         43     1.1596        926        214         18         15      0.066      0.455      0.802      0.633      0.723 
Train:         43     1.1596       3694        864         58         74      0.079      0.561      0.803      0.686      0.780 
All:         43     1.1596       4614       1084         76         89      0.076      0.539      0.802      0.675      0.768 
Test:         44     1.1128        927        213         18         15      0.066      0.455      0.803      0.634      0.722 
Train:         44     1.1128       3696        862         56         76      0.081      0.576      0.804      0.693      0.781 
All:         44     1.1128       4613       1085         74         91      0.077      0.552      0.802      0.681      0.769 
Test:         45     1.1654        929        211         18         15      0.066      0.455      0.805      0.635      0.720 
Train:         45     1.1654       3696        862         56         76      0.081      0.576      0.804      0.693      0.782 
All:         45     1.1654       4608       1090         74         91      0.077      0.552      0.801      0.680      0.769 
Test:         46     1.1164        925        215         18         15      0.065      0.455      0.801      0.633      0.719 
Train:         46     1.1164       3696        862         56         76      0.081      0.576      0.804      0.693      0.783 
All:         46     1.1164       4616       1082         74         91      0.078      0.552      0.803      0.681      0.770 
Test:         47     1.0724        931        209         18         15      0.067      0.455      0.806      0.636      0.717 
Train:         47     1.0724       3697        861         55         77      0.082      0.583      0.805      0.697      0.783 
All:         47     1.0724       4617       1081         73         92      0.078      0.558      0.803      0.684      0.770 
Test:         48     1.0874        924        216         19         14      0.061      0.424      0.800      0.617      0.715 
Train:         48     1.0874       3697        861         55         77      0.082      0.583      0.805      0.697      0.784 
All:         48     1.0874       4616       1082         74         91      0.078      0.552      0.803      0.681      0.770 
Test:         49     1.1358        923        217         19         14      0.061      0.424      0.799      0.617      0.715 
Train:         49     1.1358       3698        860         54         78      0.083      0.591      0.805      0.701      0.786 
All:         49     1.1358       4617       1081         73         92      0.078      0.558      0.803      0.684      0.771 
Test:         50     1.0759        920        220         19         14      0.060      0.424      0.796      0.616      0.713 
Train:         50     1.0759       3700        858         52         80      0.085      0.606      0.806      0.709      0.788 
All:         50     1.0759       4619       1079         71         94      0.080      0.570      0.804      0.690      0.773 
Test:         51     1.0698        922        218         20         13      0.056      0.394      0.797      0.601      0.709 
Train:         51     1.0698       3701        857         51         81      0.086      0.614      0.806      0.713      0.789 
All:         51     1.0698       4619       1079         71         94      0.080      0.570      0.804      0.690      0.773 
Test:         52     1.0594        923        217         21         12      0.052      0.364      0.797      0.587      0.704 
Train:         52     1.0594       3697        861         55         77      0.082      0.583      0.805      0.697      0.792 
All:         52     1.0594       4614       1084         76         89      0.076      0.539      0.802      0.675      0.774 
Test:         53     1.0878        927        213         21         12      0.053      0.364      0.801      0.588      0.701 
Train:         53     1.0878       3697        861         55         77      0.082      0.583      0.805      0.697      0.794 
All:         53     1.0878       4614       1084         76         89      0.076      0.539      0.802      0.675      0.775 
Test:         54     1.0305        927        213         21         12      0.053      0.364      0.801      0.588      0.699 
Train:         54     1.0305       3697        861         55         77      0.082      0.583      0.805      0.697      0.797 
All:         54     1.0305       4614       1084         76         89      0.076      0.539      0.802      0.675      0.778 
Test:         55     1.0872        927        213         21         12      0.053      0.364      0.801      0.588      0.696 
Train:         55     1.0872       3696        862         56         76      0.081      0.576      0.804      0.693      0.799 
All:         55     1.0872       4613       1085         77         88      0.075      0.533      0.802      0.671      0.778 
Test:         56     1.0378        924        216         21         12      0.053      0.364      0.798      0.587      0.692 
Train:         56     1.0378       3694        864         58         74      0.079      0.561      0.803      0.686      0.799 
All:         56     1.0378       4611       1087         79         86      0.073      0.521      0.801      0.665      0.777 
Test:         57     1.1201        924        216         21         12      0.053      0.364      0.798      0.587      0.691 
Train:         57     1.1201       3696        862         56         76      0.081      0.576      0.804      0.693      0.800 
All:         57     1.1201       4614       1084         76         89      0.076      0.539      0.802      0.675      0.778 
Test:         58     1.0607        923        217         21         12      0.052      0.364      0.797      0.587      0.694 
Train:         58     1.0607       3697        861         55         77      0.082      0.583      0.805      0.697      0.803 
All:         58     1.0607       4614       1084         76         89      0.076      0.539      0.802      0.675      0.781 
Test:         59      1.153        930        210         21         12      0.054      0.364      0.803      0.590      0.696 
Train:         59      1.153       3699        859         53         79      0.084      0.598      0.806      0.705      0.803 
All:         59      1.153       4618       1080         72         93      0.079      0.564      0.804      0.687      0.782 
Test:         60      1.051        929        211         20         13      0.058      0.394      0.803      0.604      0.700 
Train:         60      1.051       3700        858         52         80      0.085      0.606      0.806      0.709      0.803 
All:         60      1.051       4618       1080         72         93      0.079      0.564      0.804      0.687      0.782 
Test:         61     1.0948        927        213         20         13      0.058      0.394      0.801      0.604      0.700 
Train:         61     1.0948       3701        857         51         81      0.086      0.614      0.806      0.713      0.803 
All:         61     1.0948       4619       1079         71         94      0.080      0.570      0.804      0.690      0.783 
Test:         62     1.0991        928        212         21         12      0.054      0.364      0.801      0.589      0.701 
Train:         62     1.0991       3700        858         52         80      0.085      0.606      0.806      0.709      0.804 
All:         62     1.0991       4618       1080         72         93      0.079      0.564      0.804      0.687      0.783 
Test:         63     1.0868        935        205         21         12      0.055      0.364      0.807      0.592      0.699 
Train:         63     1.0868       3700        858         52         80      0.085      0.606      0.806      0.709      0.804 
All:         63     1.0868       4618       1080         72         93      0.079      0.564      0.804      0.687      0.783 
Test:         64     1.1139        935        205         21         12      0.055      0.364      0.807      0.592      0.698 
Train:         64     1.1139       3700        858         52         80      0.085      0.606      0.806      0.709      0.804 
All:         64     1.1139       4618       1080         72         93      0.079      0.564      0.804      0.687      0.783 
Test:         65     1.0479        934        206         21         12      0.055      0.364      0.806      0.591      0.697 
Train:         65     1.0479       3701        857         51         81      0.086      0.614      0.806      0.713      0.805 
All:         65     1.0479       4618       1080         72         93      0.079      0.564      0.804      0.687      0.783 
Test:         66     1.0497        935        205         21         12      0.055      0.364      0.807      0.592      0.694 
Train:         66     1.0497       3700        858         52         80      0.085      0.606      0.806      0.709      0.807 
All:         66     1.0497       4619       1079         71         94      0.080      0.570      0.804      0.690      0.784 
Test:         67     1.0961        934        206         21         12      0.055      0.364      0.806      0.591      0.693 
Train:         67     1.0961       3701        857         51         81      0.086      0.614      0.806      0.713      0.808 
All:         67     1.0961       4619       1079         71         94      0.080      0.570      0.804      0.690      0.784 
Test:         68     1.0751        930        210         21         12      0.054      0.364      0.803      0.590      0.691 
