# Number of nodes=5863; Number of edges=33322; Number of node features=5; Model: sage.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     2.3802        940        200         16         17      0.078      0.515      0.816      0.670      0.674 
Train:          1     2.3802       3688        870         64         68      0.072      0.515      0.801      0.662      0.732 
All:          1     2.3802       4610       1088         80         85      0.072      0.515      0.801      0.662      0.720 
Test:          2     1.8688        942        198         17         16      0.075      0.485      0.817      0.656      0.653 
Train:          2     1.8688       3685        873         67         65      0.069      0.492      0.800      0.650      0.716 
All:          2     1.8688       4606       1092         84         81      0.069      0.491      0.799      0.650      0.704 
Test:          3     1.5428        938        202         18         15      0.069      0.455      0.812      0.639      0.629 
Train:          3     1.5428       3682        876         70         62      0.066      0.470      0.798      0.639      0.697 
All:          3     1.5428       4602       1096         88         77      0.066      0.467      0.798      0.637      0.683 
Test:          4      1.334        931        209         19         14      0.063      0.424      0.806      0.620      0.607 
Train:          4      1.334       3679        879         73         59      0.063      0.447      0.797      0.627      0.676 
All:          4      1.334       4598       1100         92         73      0.062      0.442      0.797      0.625      0.662 
Test:          5     1.2806        931        209         20         13      0.059      0.394      0.805      0.605      0.588 
Train:          5     1.2806       3676        882         76         56      0.060      0.424      0.796      0.615      0.655 
All:          5     1.2806       4595       1103         95         70      0.060      0.424      0.796      0.615      0.642 
Test:          6      1.305        929        211         20         13      0.058      0.394      0.803      0.604      0.576 
Train:          6      1.305       3674        884         78         54      0.058      0.409      0.795      0.608      0.639 
All:          6      1.305       4593       1105         97         68      0.058      0.412      0.795      0.609      0.627 
Test:          7     1.3281        925        215         20         13      0.057      0.394      0.800      0.603      0.568 
Train:          7     1.3281       3674        884         78         54      0.058      0.409      0.795      0.608      0.629 
All:          7     1.3281       4592       1106         98         67      0.057      0.406      0.795      0.606      0.617 
Test:          8     1.3296        929        211         20         13      0.058      0.394      0.803      0.604      0.565 
Train:          8     1.3296       3673        885         79         53      0.057      0.402      0.794      0.604      0.623 
All:          8     1.3296       4591       1107         99         66      0.056      0.400      0.794      0.603      0.611 
Test:          9     1.3426        932        208         20         13      0.059      0.394      0.806      0.606      0.566 
Train:          9     1.3426       3673        885         79         53      0.057      0.402      0.794      0.604      0.621 
All:          9     1.3426       4591       1107         99         66      0.056      0.400      0.794      0.603      0.610 
Test:         10     1.3471        925        215         20         13      0.057      0.394      0.800      0.603      0.571 
Train:         10     1.3471       3673        885         79         53      0.057      0.402      0.794      0.604      0.622 
All:         10     1.3471       4591       1107         99         66      0.056      0.400      0.794      0.603      0.612 
Test:         11     1.3509        932        208         20         13      0.059      0.394      0.806      0.606      0.575 
Train:         11     1.3509       3673        885         79         53      0.057      0.402      0.794      0.604      0.626 
All:         11     1.3509       4591       1107         99         66      0.056      0.400      0.794      0.603      0.616 
Test:         12     1.3586        933        207         20         13      0.059      0.394      0.806      0.606      0.582 
Train:         12     1.3586       3675        883         77         55      0.059      0.417      0.795      0.611      0.632 
All:         12     1.3586       4593       1105         97         68      0.058      0.412      0.795      0.609      0.622 
Test:         13     1.3678        925        215         20         13      0.057      0.394      0.800      0.603      0.590 
Train:         13     1.3678       3677        881         75         57      0.061      0.432      0.796      0.619      0.640 
All:         13     1.3678       4595       1103         95         70      0.060      0.424      0.796      0.615      0.630 
Test:         14     1.3732        924        216         19         14      0.061      0.424      0.800      0.617      0.600 
Train:         14     1.3732       3679        879         73         59      0.063      0.447      0.797      0.627      0.649 
All:         14     1.3732       4598       1100         92         73      0.062      0.442      0.797      0.625      0.639 
Test:         15     1.3342        926        214         19         14      0.061      0.424      0.801      0.618      0.610 
Train:         15     1.3342       3680        878         72         60      0.064      0.455      0.797      0.631      0.658 
All:         15     1.3342       4599       1099         91         74      0.063      0.448      0.797      0.628      0.648 
Test:         16     1.3228        923        217         19         14      0.061      0.424      0.799      0.617      0.618 
Train:         16     1.3228       3682        876         70         62      0.066      0.470      0.798      0.639      0.667 
All:         16     1.3228       4601       1097         89         76      0.065      0.461      0.798      0.634      0.657 
Test:         17     1.2906        920        220         19         14      0.060      0.424      0.796      0.616      0.626 
