# Number of nodes=5863; Number of edges=33322; Number of node features=5; Model: phgcn.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.3319        921        219         13         20      0.084      0.606      0.802      0.707      0.815 
Train:          1     1.3319       3692        866         60         72      0.077      0.545      0.803      0.678      0.776 
All:          1     1.3319       4617       1081         73         92      0.078      0.558      0.803      0.684      0.784 
Test:          2     1.2843        934        206         11         22      0.096      0.667      0.815      0.743      0.832 
Train:          2     1.2843       3707        851         45         87      0.093      0.659      0.809      0.736      0.801 
All:          2     1.2843       4634       1064         56        109      0.093      0.661      0.809      0.737      0.807 
Test:          3     1.2624        944        196          9         24      0.109      0.727      0.825      0.778      0.825 
Train:          3     1.2624       3705        853         47         85      0.091      0.644      0.808      0.728      0.803 
All:          3     1.2624       4635       1063         55        110      0.094      0.667      0.809      0.740      0.807 
Test:          4     1.2387        937        203         10         23      0.102      0.697      0.818      0.759      0.810 
Train:          4     1.2387       3703        855         49         83      0.088      0.629      0.807      0.721      0.794 
All:          4     1.2387       4631       1067         59        106      0.090      0.642      0.808      0.728      0.797 
Test:          5     1.2136        936        204         13         20      0.089      0.606      0.815      0.714      0.793 
Train:          5     1.2136       3702        856         50         82      0.087      0.621      0.807      0.717      0.781 
All:          5     1.2136       4627       1071         63        102      0.087      0.618      0.807      0.715      0.784 
Test:          6     1.1872        932        208         15         18      0.080      0.545      0.810      0.681      0.782 
Train:          6     1.1872       3700        858         52         80      0.085      0.606      0.806      0.709      0.772 
All:          6     1.1872       4623       1075         67         98      0.084      0.594      0.805      0.703      0.774 
Test:          7      1.163        934        206         15         18      0.080      0.545      0.812      0.682      0.784 
Train:          7      1.163       3700        858         52         80      0.085      0.606      0.806      0.709      0.777 
All:          7      1.163       4624       1074         66         99      0.084      0.600      0.806      0.706      0.778 
Test:          8     1.1439        940        200         12         21      0.095      0.636      0.819      0.730      0.798 
Train:          8     1.1439       3703        855         49         83      0.088      0.629      0.807      0.721      0.789 
All:          8     1.1439       4630       1068         60        105      0.090      0.636      0.808      0.724      0.791 
Test:          9     1.1339        936        204         11         22      0.097      0.667      0.817      0.744      0.806 
Train:          9     1.1339       3702        856         50         82      0.087      0.621      0.807      0.717      0.798 
All:          9     1.1339       4630       1068         60        105      0.090      0.636      0.808      0.724      0.800 
Test:         10     1.1144        934        206         11         22      0.096      0.667      0.815      0.743      0.810 
Train:         10     1.1144       3702        856         50         82      0.087      0.621      0.807      0.717      0.804 
All:         10     1.1144       4631       1067         59        106      0.090      0.642      0.808      0.728      0.805 
Test:         11     1.1008        940        200         10         23      0.103      0.697      0.821      0.761      0.816 
Train:         11     1.1008       3704        854         48         84      0.090      0.636      0.808      0.725      0.810 
All:         11     1.1008       4632       1066         58        107      0.091      0.648      0.808      0.731      0.812 
Test:         12     1.0763        940        200         10         23      0.103      0.697      0.821      0.761      0.827 
Train:         12     1.0763       3705        853         47         85      0.091      0.644      0.808      0.728      0.821 
All:         12     1.0763       4633       1065         57        108      0.092      0.655      0.809      0.734      0.822 
Test:         13     1.0661        941        199         10         23      0.104      0.697      0.822      0.761      0.840 
Train:         13     1.0661       3706        852         46         86      0.092      0.652      0.809      0.732      0.831 
All:         13     1.0661       4634       1064         56        109      0.093      0.661      0.809      0.737      0.833 
Test:         14     1.0228        946        194         10         23      0.106      0.697      0.826      0.763      0.848 
Train:         14     1.0228       3708        850         44         88      0.094      0.667      0.809      0.740      0.838 
All:         14     1.0228       4636       1062         54        111      0.095      0.673      0.810      0.743      0.840 
Test:         15      1.014        944        196          9         24      0.109      0.727      0.825      0.778      0.854 
Train:         15      1.014       3711        847         41         91      0.097      0.689      0.811      0.752      0.842 
All:         15      1.014       4640       1058         50        115      0.098      0.697      0.811      0.756      0.845 
Test:         16     1.0298        942        198          9         24      0.108      0.727      0.824      0.777      0.858 
Train:         16     1.0298       3713        845         39         93      0.099      0.705      0.812      0.760      0.844 
All:         16     1.0298       4642       1056         48        117      0.100      0.709      0.812      0.762      0.847 
Test:         17     1.0496        952        188          8         25      0.117      0.758      0.833      0.796      0.861 
Train:         17     1.0496       3713        845         39         93      0.099      0.705      0.812      0.760      0.845 
All:         17     1.0496       4644       1054         46        119      0.101      0.721      0.812      0.768      0.848 
Test:         18     1.0195        948        192          8         25      0.115      0.758      0.829      0.795      0.863 
Train:         18     1.0195       3714        844         38         94      0.100      0.712      0.812      0.763      0.845 
All:         18     1.0195       4644       1054         46        119      0.101      0.721      0.812      0.768      0.849 
Test:         19     1.0201        942        198          7         26      0.116      0.788      0.825      0.807      0.865 
Train:         19     1.0201       3714        844         38         94      0.100      0.712      0.812      0.763      0.846 
All:         19     1.0201       4645       1053         45        120      0.102      0.727      0.813      0.771      0.850 
Test:         20     1.0209        938        202          7         26      0.114      0.788      0.822      0.805      0.866 
Train:         20     1.0209       3714        844         38         94      0.100      0.712      0.812      0.763      0.846 
All:         20     1.0209       4645       1053         45        120      0.102      0.727      0.813      0.771      0.850 
Test:         21    0.96991        938        202          6         27      0.118      0.818      0.823      0.820      0.865 
Train:         21    0.96991       3715        843         37         95      0.101      0.720      0.812      0.767      0.848 
All:         21    0.96991       4647       1051         43        122      0.104      0.739      0.813      0.777      0.851 
Test:         22    0.98594        936        204          7         26      0.113      0.788      0.820      0.804      0.865 
Train:         22    0.98594       3714        844         38         94      0.100      0.712      0.812      0.763      0.848 
All:         22    0.98594       4645       1053         45        120      0.102      0.727      0.813      0.771      0.852 
Test:         23    0.98701        938        202          7         26      0.114      0.788      0.822      0.805      0.866 
Train:         23    0.98701       3714        844         38         94      0.100      0.712      0.812      0.763      0.849 
All:         23    0.98701       4645       1053         45        120      0.102      0.727      0.813      0.771      0.853 
Test:         24    0.97294        937        203          7         26      0.114      0.788      0.821      0.805      0.866 
Train:         24    0.97294       3715        843         37         95      0.101      0.720      0.812      0.767      0.849 
All:         24    0.97294       4646       1052         44        121      0.103      0.733      0.813      0.774      0.853 
Test:         25    0.99522        939        201          7         26      0.115      0.788      0.823      0.806      0.865 
Train:         25    0.99522       3715        843         37         95      0.101      0.720      0.812      0.767      0.850 
All:         25    0.99522       4646       1052         44        121      0.103      0.733      0.813      0.774      0.853 
Test:         26    0.97551        939        201          7         26      0.115      0.788      0.823      0.806      0.865 
Train:         26    0.97551       3716        842         36         96      0.102      0.727      0.813      0.771      0.851 
All:         26    0.97551       4647       1051         43        122      0.104      0.739      0.813      0.777      0.854 
Test:         27    0.99349        936        204          7         26      0.113      0.788      0.820      0.804      0.866 
Train:         27    0.99349       3716        842         36         96      0.102      0.727      0.813      0.771      0.852 
All:         27    0.99349       4648       1050         42        123      0.105      0.745      0.814      0.781      0.855 
Test:         28     1.0045        938        202          6         27      0.118      0.818      0.823      0.820      0.866 
Train:         28     1.0045       3716        842         36         96      0.102      0.727      0.813      0.771      0.852 
All:         28     1.0045       4648       1050         42        123      0.105      0.745      0.814      0.781      0.855 
Test:         29    0.94798        936        204          6         27      0.117      0.818      0.821      0.820      0.866 
Train:         29    0.94798       3717        841         35         97      0.103      0.735      0.813      0.775      0.853 
All:         29    0.94798       4649       1049         41        124      0.106      0.752      0.814      0.784      0.856 
Test:         30    0.97014        938        202          7         26      0.114      0.788      0.822      0.805      0.866 
Train:         30    0.97014       3717        841         35         97      0.103      0.735      0.813      0.775      0.854 
All:         30    0.97014       4649       1049         41        124      0.106      0.752      0.814      0.784      0.857 
Test:         31    0.97712        935        205          6         27      0.116      0.818      0.820      0.819      0.866 
Train:         31    0.97712       3716        842         36         96      0.102      0.727      0.813      0.771      0.855 
All:         31    0.97712       4648       1050         42        123      0.105      0.745      0.814      0.781      0.857 
Test:         32    0.94674        935        205          6         27      0.116      0.818      0.820      0.819      0.866 
Train:         32    0.94674       3717        841         35         97      0.103      0.735      0.813      0.775      0.855 
All:         32    0.94674       4649       1049         41        124      0.106      0.752      0.814      0.784      0.858 
Test:         33     0.9603        941        199          6         27      0.119      0.818      0.825      0.822      0.865 
Train:         33     0.9603       3717        841         35         97      0.103      0.735      0.813      0.775      0.856 
