# Number of nodes=5863; Number of edges=33322; Number of node features=5; Model: gcn.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     2.2751        922        218         32          1      0.005      0.030      0.787      0.420      0.188 
Train:          1     2.2751       3626        932        126          6      0.006      0.045      0.774      0.420      0.202 
All:          1     2.2751       4532       1166        158          7      0.006      0.042      0.774      0.419      0.199 
Test:          2     1.9997        928        212         32          1      0.005      0.030      0.792      0.422      0.222 
Train:          2     1.9997       3627        931        125          7      0.007      0.053      0.775      0.424      0.228 
All:          2     1.9997       4533       1165        157          8      0.007      0.048      0.775      0.422      0.227 
Test:          3     1.7703        922        218         31          2      0.009      0.061      0.788      0.435      0.309 
Train:          3     1.7703       3632        926        120         12      0.013      0.091      0.777      0.444      0.307 
All:          3     1.7703       4540       1158        150         15      0.013      0.091      0.777      0.444      0.308 
Test:          4     1.5854        931        209         28          5      0.023      0.152      0.798      0.484      0.430 
Train:          4     1.5854       3640        918        112         20      0.021      0.152      0.780      0.475      0.423 
All:          4     1.5854       4550       1148        140         25      0.021      0.152      0.780      0.475      0.425 
Test:          5     1.5037        948        192         24          9      0.045      0.273      0.816      0.552      0.548 
Train:          5     1.5037       3654        904         98         34      0.036      0.258      0.786      0.530      0.509 
All:          5     1.5037       4569       1129        121         44      0.038      0.267      0.787      0.534      0.517 
Test:          6     1.5283        943        197         22         11      0.053      0.333      0.813      0.580      0.617 
Train:          6     1.5283       3662        896         90         42      0.045      0.318      0.790      0.561      0.568 
All:          6     1.5283       4579       1119        111         54      0.046      0.327      0.790      0.565      0.578 
Test:          7     1.5291        943        197         20         13      0.062      0.394      0.815      0.611      0.658 
Train:          7     1.5291       3667        891         85         47      0.050      0.356      0.792      0.580      0.608 
All:          7     1.5291       4587       1111        103         62      0.053      0.376      0.793      0.590      0.618 
Test:          8     1.5491        941        199         20         13      0.061      0.394      0.813      0.610      0.682 
Train:          8     1.5491       3668        890         84         48      0.051      0.364      0.792      0.584      0.631 
All:          8     1.5491       4587       1111        103         62      0.053      0.376      0.793      0.590      0.642 
Test:          9     1.5775        940        200         20         13      0.061      0.394      0.812      0.609      0.696 
Train:          9     1.5775       3669        889         83         49      0.052      0.371      0.793      0.588      0.645 
All:          9     1.5775       4588       1110        102         63      0.054      0.382      0.793      0.594      0.655 
Test:         10      1.571        941        199         20         13      0.061      0.394      0.813      0.610      0.700 
Train:         10      1.571       3670        888         82         50      0.053      0.379      0.793      0.592      0.654 
All:         10      1.571       4588       1110        102         63      0.054      0.382      0.793      0.594      0.663 
Test:         11      1.548        946        194         20         13      0.063      0.394      0.818      0.612      0.701 
Train:         11      1.548       3671        887         81         51      0.054      0.386      0.794      0.596      0.658 
All:         11      1.548       4589       1109        101         64      0.055      0.388      0.794      0.597      0.666 
Test:         12     1.5145        950        190         20         13      0.064      0.394      0.821      0.614      0.695 
Train:         12     1.5145       3670        888         82         50      0.053      0.379      0.793      0.592      0.658 
All:         12     1.5145       4589       1109        101         64      0.055      0.388      0.794      0.597      0.666 
Test:         13     1.4777        950        190         21         12      0.059      0.364      0.820      0.598      0.685 
Train:         13     1.4777       3672        886         80         52      0.055      0.394      0.794      0.600      0.654 
All:         13     1.4777       4590       1108        100         65      0.055      0.394      0.794      0.600      0.660 
Test:         14     1.4279        952        188         21         12      0.060      0.364      0.822      0.599      0.671 
Train:         14     1.4279       3672        886         80         52      0.055      0.394      0.794      0.600      0.646 
All:         14     1.4279       4589       1109        101         64      0.055      0.388      0.794      0.597      0.651 
Test:         15     1.4027        950        190         22         11      0.055      0.333      0.819      0.583      0.650 
Train:         15     1.4027       3672        886         80         52      0.055      0.394      0.794      0.600      0.633 
All:         15     1.4027       4588       1110        102         63      0.054      0.382      0.793      0.594      0.637 
Test:         16     1.3694        947        193         23         10      0.049      0.303      0.816      0.567      0.624 
Train:         16     1.3694       3669        889         83         49      0.052      0.371      0.793      0.588      0.618 
All:         16     1.3694       4584       1114        106         59      0.050      0.358      0.792      0.581      0.619 
Test:         17     1.3542        949        191         24          9      0.045      0.273      0.817      0.553      0.591 
Train:         17     1.3542       3663        895         89         43      0.046      0.326      0.790      0.565      0.601 
All:         17     1.3542       4579       1119        111         54      0.046      0.327      0.790      0.565      0.600 
Test:         18       1.37        940        200         24          9      0.043      0.273      0.809      0.549      0.560 
Train:         18       1.37       3660        898         92         40      0.043      0.303      0.789      0.553      0.585 
All:         18       1.37       4575       1123        115         50      0.043      0.303      0.789      0.553      0.580 
Test:         19     1.3391        939        201         27          6      0.029      0.182      0.806      0.503      0.531 
Train:         19     1.3391       3657        901         95         37      0.039      0.280      0.788      0.541      0.571 
All:         19     1.3391       4569       1129        121         44      0.038      0.267      0.787      0.534      0.563 
Test:         20     1.3598        939        201         26          7      0.034      0.212      0.806      0.518      0.512 
Train:         20     1.3598       3658        900         94         38      0.041      0.288      0.788      0.545      0.565 
All:         20     1.3598       4571       1127        119         46      0.039      0.279      0.787      0.540      0.554 
Test:         21     1.3491        940        200         27          6      0.029      0.182      0.806      0.503      0.511 
Train:         21     1.3491       3659        899         93         39      0.042      0.295      0.788      0.549      0.570 
All:         21     1.3491       4571       1127        119         46      0.039      0.279      0.787      0.540      0.558 
Test:         22     1.3383        935        205         26          7      0.033      0.212      0.803      0.516      0.529 
Train:         22     1.3383       3662        896         90         42      0.045      0.318      0.790      0.561      0.586 
All:         22     1.3383       4574       1124        116         49      0.042      0.297      0.789      0.550      0.574 
Test:         23     1.3458        936        204         24          9      0.042      0.273      0.806      0.547      0.566 
Train:         23     1.3458       3665        893         87         45      0.048      0.341      0.791      0.572      0.609 
All:         23     1.3458       4579       1119        111         54      0.046      0.327      0.790      0.565      0.600 
Test:         24     1.3467        935        205         24          9      0.042      0.273      0.805      0.546      0.611 
Train:         24     1.3467       3668        890         84         48      0.051      0.364      0.792      0.584      0.639 
All:         24     1.3467       4583       1115        107         58      0.049      0.352      0.792      0.578      0.633 
Test:         25     1.3043        932        208         21         12      0.055      0.364      0.805      0.591      0.652 
Train:         25     1.3043       3676        882         76         56      0.060      0.424      0.796      0.615      0.668 
All:         25     1.3043       4593       1105         97         68      0.058      0.412      0.795      0.609      0.664 
Test:         26     1.2934        929        211         21         12      0.054      0.364      0.802      0.589      0.688 
Train:         26     1.2934       3685        873         67         65      0.069      0.492      0.800      0.650      0.693 
All:         26     1.2934       4602       1096         88         77      0.066      0.467      0.798      0.637      0.691 
Test:         27     1.2887        928        212         17         16      0.070      0.485      0.805      0.649      0.713 
Train:         27     1.2887       3689        869         63         69      0.074      0.523      0.801      0.666      0.713 
All:         27     1.2887       4610       1088         80         85      0.072      0.515      0.801      0.662      0.713 
Test:         28     1.2727        931        209         16         17      0.075      0.515      0.808      0.666      0.734 
Train:         28     1.2727       3693        865         59         73      0.078      0.553      0.803      0.682      0.729 
All:         28     1.2727       4615       1083         75         90      0.077      0.545      0.802      0.678      0.730 
Test:         29     1.2653        932        208         16         17      0.076      0.515      0.809      0.666      0.747 
Train:         29     1.2653       3696        862         56         76      0.081      0.576      0.804      0.693      0.741 
All:         29     1.2653       4618       1080         72         93      0.079      0.564      0.804      0.687      0.743 
Test:         30     1.2656        938        202         16         17      0.078      0.515      0.814      0.669      0.757 
Train:         30     1.2656       3698        860         54         78      0.083      0.591      0.805      0.701      0.751 
All:         30     1.2656       4620       1078         70         95      0.081      0.576      0.804      0.693      0.752 
Test:         31     1.2632        943        197         16         17      0.079      0.515      0.818      0.671      0.765 
Train:         31     1.2632       3698        860         54         78      0.083      0.591      0.805      0.701      0.758 
All:         31     1.2632       4620       1078         70         95      0.081      0.576      0.804      0.693      0.760 
Test:         32     1.2555        942        198         16         17      0.079      0.515      0.818      0.671      0.772 
Train:         32     1.2555       3699        859         53         79      0.084      0.598      0.806      0.705      0.764 
All:         32     1.2555       4622       1076         68         97      0.083      0.588      0.805      0.700      0.765 
Test:         33     1.2595        942        198         16         17      0.079      0.515      0.818      0.671      0.776 
Train:         33     1.2595       3700        858         52         80      0.085      0.606      0.806      0.709      0.767 
All:         33     1.2595       4623       1075         67         98      0.084      0.594      0.805      0.703      0.769 
Test:         34     1.2453        939        201         16         17      0.078      0.515      0.815      0.669      0.776 
Train:         34     1.2453       3701        857         51         81      0.086      0.614      0.806      0.713      0.769 
