351	3098
351	56941
351	127540
351	50809
351	3329
351	8870
351	8807
351	92856
351	3622
351	64799
351	10524
351	7881
351	8645
351	3782
351	130535
351	11004
351	11127
351	9371
351	3831
351	64837
351	89953
351	11278
351	3915
351	84298
351	4010
351	84708
351	55144
351	4117
351	5598
351	5599
351	9479
351	22919
351	4176
351	79590
351	11222
351	64981
351	51318
351	740
351	55168
351	123263
351	92170
351	10514
351	9499
351	79661
351	28987
351	51406
351	9221
351	51491
351	28989
351	81788
351	51203
351	79629
351	169611
351	4976
351	26692
351	219983
351	114885
351	5015
351	56924
351	219988
351	84105
351	2923
351	57595
351	51533
351	23133
351	254295
351	64857
351	5347
351	5356
351	25953
351	10714
351	27343
351	151649
351	56342
351	8495
351	166336
351	78994
351	84722
351	5782
351	10744
351	10635
351	79171
351	84934
351	140545
351	6156
351	6160
351	25873
351	6123
351	6171
351	6204
351	6205
351	6217
351	6222
351	6223
351	6231
351	27079
351	23168
351	9092
351	8796
351	79048
351	29843
351	59343
351	84947
351	3053
351	6418
351	10992
351	54946
351	6622
351	6625
351	9655
351	132851
351	84654
351	10929
351	6835
351	203328
351	10492
351	148281
351	23118
351	9014
351	6878
351	9519
351	50945
351	170082
351	127428
351	6941
351	7035
351	7048
351	90326
351	51078
351	200765
351	27296
351	26146
351	90933
351	27037
351	85480
351	7259
351	79739
351	9040
351	29979
351	65110
351	9099
351	9712
351	84294
351	51699
351	11091
351	51101
351	56829
351	51538
351	196441
351	7549
351	7570
351	7584
351	22891
351	64763
351	90441
351	127396
351	283337
10513	8453
10513	11167
10513	147746
10513	221458
10513	79594
10513	4800
10513	84795
10513	83593
10513	23212
10513	9356
10513	23208
10513	10607
10513	84219
26060	26060
26060	55198
26060	2492
26060	3066
26060	9219
26060	5295
26060	5868
26060	5931
55198	57403
55198	79723
54840	142
54840	7515
54840	7518
358	4188
358	7205
362	4188
9716	84292
367	367
367	573
367	672
367	595
367	1022
367	1387
367	1499
367	1956
367	2033
367	3169
367	2934
367	3065
367	8841
367	9759
367	3320
367	10524
367	547
367	4110
367	4193
367	8648
367	10499
367	8202
367	8031
367	9611
367	9612
367	4841
367	190
367	64324
367	56924
367	5080
367	8554
367	9063
367	51588
367	23132
367	10048
367	5925
367	25898
367	9604
367	6047
367	4086
367	4088
367	6595
367	6597
367	6605
367	6667
367	8405
367	6714
367	6774
367	10273
367	7041
367	8805
367	7329
367	219333
367	8409
367	7428
367	79084
369	11140
369	2289
369	3845
369	5604
369	5605
369	51497
369	24148
369	6237
369	2810
369	10469
369	7529
369	7531
369	7532
369	7533
369	7534
116985	30011
372	1315
372	22820
9870	7316
9870	7321
9870	7332
375	1315
375	26088
375	23163
375	5338
377	27236
377	26088
377	23163
381	23647
381	9727
382	23647
382	9266
382	1956
382	23163
382	9727
55738	10945
55738	120892
10565	4691
10565	23636
23647	400
23647	23421
23647	5879
55082	6733
392	663
392	998
392	5879
392	387
55114	29993
55114	30011
55114	9322
23092	10435
9743	9564
9743	998
9743	1398
9743	4914
9743	5879
9743	387
2909	5921
2909	387
396	998
396	2130
396	5879
396	387
396	399
396	331
9138	10672
9826	5364
9826	23654
9826	5365
9826	387
23365	387
9181	2011
9181	4609
9181	387
84904	10241
50649	5879
7984	80258
7984	2885
9459	28964
9459	5058
9459	5879
8874	867
8874	1956
8874	28964
8874	83737
8874	5058
8874	5062
8874	5879
8289	6595
8289	6597
8289	6598
8289	6599
8289	6601
8289	6602
8289	6605
8289	6657
57492	6597
57492	6599
57492	6601
57492	6602
57492	6605
196528	6601
196528	6602
196528	6605
5926	25855
5926	3065
5926	5925
5926	5931
5926	8819
5926	25942
51742	3065
51742	3066
10865	6310
10865	6660
84159	3065
25820	25820
25820	8454
25820	23291
25820	4738
25820	7332
10425	80125
10425	4193
10425	7157
10425	7332
10425	9246
10425	7360
400	1956
400	2803
115761	9319
402	23568
402	5147
402	9094
403	9094
23204	9513
23204	57142
23204	6642
51329	6732
79637	11052
25852	1956
51566	84232
405	2034
405	139628
405	3091
405	6492
405	6493
9915	2034
406	9575
406	1407
406	1454
406	3091
406	4862
406	7337
10095	10109
10109	10094
10094	10093
10094	10092
10094	7454
10093	10092
407	408
407	1856
407	84838
408	409
408	1072
408	1213
408	1445
408	1956
408	27232
408	9146
408	83737
408	4217
408	5602
408	5601
408	4193
408	4792
408	9221
408	5144
408	5296
408	5724
408	6714
408	6949
408	9406
409	57561
409	1072
409	1457
409	1956
409	2091
409	2316
409	9146
409	3480
409	83737
409	6416
409	4217
409	5594
409	5602
409	5601
409	4193
409	4734
409	4792
409	9221
409	5144
409	6714
409	6949
409	7189
409	7316
409	23032
92714	83737
92714	4734
92714	7251
92714	11060
57561	4734
57561	11060
410	9319
50807	1398
50807	2017
50807	2885
50807	5829
50807	30011
51665	8065
136371	3303
79754	8065
79754	11165
51676	8065
51676	2316
51676	9616
51676	7316
51130	8065
51666	8065
51666	25822
51666	55662
140459	8065
140459	9616
140460	8065
140460	9616
140461	8065
140461	55662
140462	1152
140462	1158
140462	548596
140462	1159
140462	8065
140462	55662
429	4205
121549	6938
25842	55723
25842	146059
25842	8208
25842	7290
25842	79711
25842	4171
25842	4678
25842	5928
25842	5931
25842	9874
25842	11011
25842	4796
25842	29855
55723	146059
55723	10036
55723	8208
55723	7290
55723	79711
55723	4171
55723	4175
55723	253714
55723	9874
55723	11011
55723	4796
432	29956
433	29956
433	27248
9070	9070
9070	1499
9070	30827
9070	84661
9070	2099
9070	3054
9070	29915
9070	7403
9070	4297
9070	9757
9070	58508
9070	8085
9070	4221
9070	23054
9070	22976
9070	5929
9070	9739
9070	23067
9070	7391
9070	11091
9070	80335
41	9463
435	435
8623	8623
8623	6999
79058	55666
79058	137886
79058	80700
79058	7415
445	445
171023	8314
171023	3607
55252	8314
55252	221937
55252	3607
55252	221656
29028	2099
79915	5111
79915	7398
79915	57599
1386	1386
1386	467
1386	472
1386	1387
1386	2353
1386	122953
1386	3725
1386	5594
1386	5602
1386	5600
1386	1432
1386	5599
1386	5601
1386	5925
1386	10856
1386	7528
467	467
467	468
467	1649
467	3065
467	3725
467	4193
467	4088
467	6597
467	7157
468	8945
468	29903
468	1054
468	1387
468	1649
468	2033
468	23291
468	2874
468	3725
468	23641
468	57761
22809	997
22809	2033
22926	22926
22926	4802
22926	7528
11016	2353
11016	2355
11016	3725
55729	4152
55729	9869
55729	4089
55729	6667
83734	9140
83734	10533
60673	9776
60673	2309
60673	9821
60673	8408
9140	55054
9140	64422
9140	9474
9140	10533
9140	25851
9776	11337
9776	11345
9776	84557
9776	9821
9776	8408
22863	8678
22863	29982
22863	5289
22863	30849
55054	9474
55054	10392
55054	64127
55054	9821
55054	7316
55054	26100
64422	9474
64422	10533
64422	11337
64422	23710
64422	11345
64422	84557
64422	81631
23192	11337
23192	23710
23192	11345
23192	84557
23192	81631
9474	25851
9474	26100
10533	2308
10533	11337
10533	23710
10533	11345
10533	84557
10533	81631
25923	57142
472	472
472	545
472	648
472	672
472	1111
472	11200
472	1978
472	2177
472	10075
472	8517
472	10524
472	9656
472	4683
472	5591
472	5884
472	5932
472	8243
472	9894
472	7013
472	7157
472	7158
472	9675
472	51741
1822	10458
1822	2130
1822	473
1822	862
1822	6477
1822	11091
1822	11059
1822	11060
475	538
475	540
476	1956
487	5350
487	6588
488	1956
488	3611
488	5350
496	23582
537	10159
10159	535
10159	9114
10159	84317
535	525
527	29956
9114	525
523	525
523	245973
525	526
525	528
525	51382
525	529
525	9550
526	245973
245973	9550
245973	2801
90423	9550
90423	79095
51606	1956
540	1191
540	150684
10396	55754
91647	22806
91647	4105
91647	63978
545	84126
545	672
545	1111
545	11200
545	1196
545	4436
545	9112
545	4683
545	5884
545	6117
545	6118
545	9894
545	7157
545	9675
545	7486
545	7507
84126	672
84126	51550
84126	6117
546	23468
546	1616
546	5888
6310	6310
6310	342371
6310	84970
6310	8161
6310	1398
6310	9666
6310	5015
6310	23543
6310	11030
6310	10273
6310	7186
6310	7324
6310	56893
6310	84872
6310	11244
6311	1656
6311	6456
6311	6457
11273	1656
11273	9908
4287	4287
4287	1387
4287	2932
4287	5886
4287	5887
4287	10273
4287	7316
4287	7415
6314	56970
6314	1406
6314	2648
6314	8464
6314	6881
6314	6883
6314	8295
6314	23326
56970	56943
56970	2648
56970	8464
56970	27097
56970	8295
56970	23326
550	1201
550	23197
550	6400
550	84447
550	7327
550	51465
6790	6790
6790	672
6790	991
6790	55125
6790	55743
6790	1660
6790	23405
6790	55294
6790	2932
6790	3619
6790	26524
6790	9701
6790	55291
6790	6653
6790	6867
6790	10460
6790	7157
6790	22974
6790	7334
9212	9212
9212	580
9212	332
9212	23468
9212	11140
9212	55143
9212	1058
9212	8452
9212	3320
9212	3326
9212	3619
9212	90293
9212	55958
9212	22919
9212	5684
9212	29127
6795	3320
6795	3619
26053	1459
26053	10336
26053	84333
26053	6045
26053	23429
551	1410
60370	4188
8312	8312
8312	8945
8312	1452
8312	1454
8312	1499
8312	1855
8312	1857
8312	23291
8312	2931
8312	2932
8312	28996
8312	4041
8312	4040
8312	4214
8312	5525
8312	57154
8312	7157
8313	2932
558	3320
64343	9641
64343	29110
51582	4946
51582	4947
51582	51686
29086	672
29086	79184
29086	6472
29086	8658
29086	51720
23621	26088
571	571
571	580
571	672
571	3161
571	23764
571	4097
571	7975
571	7514
60468	23764
572	596
572	597
572	598
572	599
572	4170
572	5058
572	5566
572	5894
572	2810
572	7529
572	7531
572	7533
572	10971
572	7534
573	2099
573	3308
573	3312
573	2908
573	5700
573	5894
573	6477
573	10273
573	373
9532	9532
9532	3312
9532	8079
9532	65018
9532	10273
9532	7157
9532	7283
9531	1410
9531	9802
9531	10049
9531	1856
9531	3297
9531	3303
9531	3308
9531	3312
9531	3315
9531	126393
9531	26353
9531	9516
9531	8079
9531	9260
9531	5335
9531	10262
9531	8878
9531	10273
9531	10188
9531	23558
9530	55802
9530	3312
9530	7132
9529	3308
9529	8379
7917	7917
7917	5129
7917	1026
7917	51009
7917	51726
7917	23197
7917	51608
7917	2963
7917	59349
7917	5968
7917	55658
7917	6449
7917	6606
7917	6696
7917	6811
7917	6863
7917	6955
7917	8266
7917	7415
7917	54464
7917	130617
22893	10656
22893	84445
22893	4188
10458	55971
10458	148223
10458	998
10458	23191
10458	1956
10458	2059
10458	57648
10458	5879
10458	10163
10458	8976
10458	7532
578	581
578	596
578	598
578	599
578	4170
578	7157
578	7417
8815	10919
8815	2010
54971	10013
54971	4193
54971	4739
54971	5371
54971	10105
54971	5565
54971	6668
54971	7148
54971	7157
54971	7186
8314	221937
8314	3607
8314	8520
8314	3054
8314	221656
8314	8473
8314	10197
8314	7316
8314	63893
580	580
580	672
580	675
580	79184
580	1477
580	1478
580	2099
580	3183
580	3958
580	10062
580	5437
580	5888
580	5932
580	7157
580	7321
580	7323
580	55284
580	51720
580	7520
580	2547
10538	1649
10538	3726
116071	9802
116071	3726
55509	1649
55509	3725
581	581
581	596
581	598
581	1191
581	4170
581	51100
581	7416
581	2547
11177	54107
11177	8467
9031	8467
11176	3065
11176	8467
29994	1488
27113	596
27113	598
27113	4170
582	11315
583	10197
585	1639
585	5108
4059	3911
55973	10134
10134	10134
10134	598
10134	841
10134	3105
10134	4628
9564	23607
9564	1398
9564	1399
9564	2099
9564	2534
9564	2885
9564	4067
9564	4690
9564	4867
9564	5747
9564	2185
9564	5782
9564	5829
9564	30011
9564	6714
9564	7205
8412	4739
8537	8655
10286	988
10286	5356
10286	27339
54828	80262
56647	1026
56647	3692
56647	9349
8915	8915
8915	329
8915	330
8915	84433
8915	1147
8915	3551
8915	8517
8915	10892
8915	5588
8915	7186
53335	604
53335	3065
53335	9112
53335	7025
64919	3065
64919	3066
64919	7025
596	596
596	598
596	10018
596	8678
596	637
596	638
596	90427
596	663
596	664
596	665
596	841
596	983
596	23770
596	8739
596	3320
596	3708
596	4194
596	3164
596	5366
596	5515
596	5530
596	5883
596	5894
596	8878
596	7157
596	7159
597	10018
597	637
597	638
598	10018
598	8678
598	637
598	638
598	90427
598	8739
598	5366
598	5499
598	5883
598	7157
598	7159
598	9097
598	7416
10018	599
10018	8945
10018	1154
10018	8453
10018	8655
10018	140735
10018	23291
10018	4170
23786	11345
599	637
599	638
599	90427
602	1487
602	1488
602	3065
602	8841
602	10524
602	4790
602	4791
602	10856
604	604
604	255877
604	54880
604	1839
604	3065
604	9759
604	10014
604	3662
604	9611
604	9612
604	25942
9274	5977
9274	6602
9774	1956
9774	6733
54880	84678
54880	4300
54880	84759
54880	10336
54880	6015
54880	6045
54880	23429
54880	7874
54880	10138
63035	1487
63035	84759
63035	10336
63035	6045
63035	23429
613	867
613	1398
613	1399
613	1459
613	2071
613	2242
613	2885
613	3055
613	3320
613	6654
627	4915
8678	8678
8678	55770
8678	4170
8678	29982
8678	5289
8678	30849
8678	23118
8678	257397
8678	8408
8678	7405
57673	27005
79656	26003
79656	5565
222389	85403
222389	55840
222389	84285
222389	2010
222389	55646
222389	60491
222389	9491
51272	9527
51272	6811
51272	10652
84707	4110
51283	7322
51283	7323
8553	8945
8553	23291
79365	79365
79365	3065
635	635
636	5870
23299	10540
23299	1778
23299	1780
23299	5347
23299	5870
637	835
637	836
637	4170
638	89885
638	4170
274	6249
274	4609
55909	23268
329	329
329	332
329	79444
329	836
329	840
329	841
329	842
329	958
329	56616
329	25793
329	7184
329	27429
329	10642
329	8517
329	9020
329	152926
329	5879
329	8737
329	8767
329	55072
329	10010
329	7124
329	7132
329	7185
329	7186
329	7187
329	7189
329	80705
329	7316
329	7321
329	7322
329	7323
329	51465
329	27338
329	331
330	330
330	836
330	840
330	842
330	56616
330	27429
330	8517
330	8737
330	8767
330	7132
330	7185
330	7186
330	7187
330	7189
330	7316
330	7321
330	7322
330	7323
330	7334
330	7335
330	51035
330	331
332	332
332	836
332	840
332	55143
332	56616
332	3619
332	331
57448	836
57448	840
57448	842
57448	56616
57448	8924
57448	27429
57448	79648
57448	10193
57448	9101
79444	79444
79444	836
79444	842
79444	56616
79444	27429
79444	7322
79444	331
112401	842
640	1956
641	641
641	2175
641	2177
641	57697
641	2237
641	4292
641	5888
641	80010
641	6117
641	6118
641	6119
641	7014
641	7156
641	7157
642	642
642	83594
29760	695
29760	973
29760	9402
29760	2885
29760	30011
29760	6850
2647	84062
282991	84062
388552	84062
63915	26258
63915	84062
26258	26258
26258	84062
26258	220134
8548	26003
8548	5565
8548	8658
8548	57862
90427	140735
90427	4170
648	648
648	84733
648	8535
648	23466
648	23492
648	57332
648	1460
648	1994
648	10989
648	1911
648	1912
648	80012
648	6015
648	6045
648	23429
648	22955
648	7157
648	7323
648	7874
648	7520
648	10138
648	7704
650	657
650	659
652	659
655	659
655	23281
657	657
657	659
657	4092
658	659
658	4091
659	7046
660	6774
663	998
663	2444
664	664
664	665
664	8834
665	665
665	64581
665	56935
665	8834
149428	2671
149428	4282
51027	10539
23246	23481
23246	55759
79866	672
79866	8945
79866	23291
79866	5347
2186	124944
2186	4150
2186	5931
2186	7391
673	3265
673	5604
673	5894
673	6199
673	7529
673	7532
673	10971
673	7534
8315	8315
8315	672
8315	10363
8315	4926
8315	23224
8315	7316
221927	672
672	672
672	675
672	79184
672	83990
672	11335
672	890
672	595
672	5127
672	1017
672	1019
672	1111
672	11200
672	63967
672	1387
672	1478
672	1660
672	3301
672	2033
672	2099
672	2146
672	2175
672	2177
672	2274
672	3066
672	8924
672	3161
672	3184
672	3726
672	3838
672	8543
672	9656
672	4292
672	4331
672	4436
672	4437
672	2956
672	9219
672	4609
672	4683
672	10499
672	8202
672	4999
672	79728
672	5241
672	5347
672	5430
672	5437
672	5451
672	5499
672	56852
672	10111
672	5888
672	5925
672	5931
672	5932
672	5970
672	5982
672	6117
672	23064
672	4088
672	6597
672	8243
672	6667
672	6426
672	7341
672	7014
672	7153
672	11073
672	7157
672	7158
672	22974
672	7283
672	7316
672	7321
672	7322
672	7323
672	7324
672	7325
672	10477
672	7329
672	3093
672	7332
672	7334
672	55284
672	51720
672	9099
672	7520
672	59348
675	79184
675	11200
675	2177
675	2189
675	10362
675	8850
675	10933
675	79728
675	5347
675	5888
675	7157
675	7517
79184	6613
79184	7316
79184	51720
6046	1459
23476	904
23476	1025
23476	2033
23476	10614
23476	23210
29117	6602
29117	6605
10902	55929
10902	283150
10902	54556
10902	10524
10902	10933
10902	9643
10902	55257
10902	8089
2972	5925
2972	6908
1620	23411
83990	4292
83990	64210
83990	5395
55299	10528
55845	84062
25855	3065
25855	3066
25855	9111
25855	5931
25855	8819
25855	25942
25855	64426
84312	3065
84312	5931
84312	8819
7862	84289
7862	7994
54014	8451
54014	26043
254065	26043
26580	85027
26580	55266
682	6566
684	8945
9044	6908
53339	8533
53339	10987
53339	10980
53339	8452
53339	7150
84280	8452
55643	8533
55643	10987
55643	10980
55643	8452
55643	7150
90135	1616
114781	10980
114781	51035
694	29883
694	9337
694	3276
7832	29883
7832	9337
7832	3276
7832	6502
695	695
695	867
695	2885
695	2969
695	25998
695	10657
695	5336
695	9467
695	7454
8945	898
8945	993
8945	994
8945	997
8945	63967
8945	1499
8945	8454
8945	64798
8945	29904
8945	203259
8945	26271
8945	23291
8945	96459
8945	79893
8945	2690
8945	2737
8945	2932
8945	3096
8945	3097
8945	3192
8945	3454
8945	3551
8945	3728
8945	3791
8945	9817
8945	1432
8945	4738
8945	4780
8945	4790
8945	4791
8945	4792
