gene_name,enhancers,gc19_pc.5utr,gc19_pc.3utr,gc19_pc.cds,gc19_pc.promCore,label
2,0.6765477171356823,0.8646451245560941,-0.0,0.5462438422409027,1.1347919505087698,0
14,3.628010156350749,2.4483510232869112,-0.0,1.5314357467895614,2.1635103432033738,0
19,5.30712403163628,3.010155794219715,1.315560073445308,0.5331462184830917,3.407497183810684,0
23,1.5530575789979926,-0.0,0.9177317696705592,6.733591909889648,-0.0,0
25,2.5246167626777987,3.279794239837618,1.9616585060234524,2.5459313516257747,5.191229543544844,1
27,2.0488657809877164,-0.0,0.1580864146809057,1.8780954379935424,-0.0,1
31,0.0,0.0,0.0,0.0,0.0,0
39,-0.0,0.959300012595082,-0.0,1.69259672010824,0.1930218007616877,0
41,-0.0,2.7487315805092343,0.7190723524395293,0.522729528268815,1.8426065473953992,0
163882,-0.0,3.652701827995348,2.145889083839064,6.462909214150121,4.895221730088607,0
131118,5.510283617272121,0.9787806860918512,4.451248103715836,-0.0,1.065460918308081,0
47,5.127899714256906,-0.0,4.707756774763191,4.869948562079583,-0.0,0
48,0.3702509682533778,-0.0,2.2417157952308586,1.4185531249796577,0.4288632214243764,0
51,0.99187402254448,-0.0,0.5331462184830917,1.3466891065275313,0.4263864409220835,0
58,6.535081993698963,-0.0,-0.0,6.915535466301099,-0.0,0
60,-0.0,1.6602260712662056,6.007528890502512,11.881542865584926,0.8739115503990706,0
70,0.4714446670421397,0.7654512422773497,0.04653725387870866,8.137353630947045,0.12587959954774816,0
71,-0.0,0.44129334223124494,1.0791361852632897,5.711940662357664,0.30397271399576314,0
81,4.507589857649228,-0.0,2.6260877987605964,3.064953742595944,2.329504182345309,0
86,0.29468117579741826,-0.0,2.5819683626311307,5.62349087488195,0.7537553025125038,0
87,0.00600901804059745,3.6036196101631126,-0.0,4.507589857649228,4.1749474267542,0
88,3.7942399697717626,-0.0,0.5860593575567524,2.8793902756940115,0.5046298572289791,0
90,4.785019601044065,6.999826709202626,5.248337434243017,2.054444585162873,1.548714471970977,1
91,-0.0,-0.0,2.904868327248872,2.574708826529974,-0.0,0
92,0.13870015626958634,-0.0,2.3488280041687832,8.716620216113132,5.8301487410730735,1
93,-0.0,-0.0,1.5881461982998115,6.582893035406072,-0.0,0
94,-0.0,-0.0,1.4804775761875917,1.03167633117907,1.5925758789589173,0
95,-0.0,-0.0,-0.0,8.057113643368195,0.16893831325289993,0
103,0.8894516441229343,-0.0,1.1032952365724913,1.1739739694631093,1.4513407445310107,0
104,1.0216512475319814,0.5567840510893766,2.7487315805092343,1.4063950328268937,4.6826518426209525,0
135,0.7392309104289345,1.827587703351136,1.0451217599688234,1.812680802041974,2.81299413687482,0
142,0.9885926436295602,-0.0,2.489589597692382,0.1776624274132314,-0.0,0
143,0.4841431223994572,-0.0,-0.0,0.03836563883354797,-0.0,0
153,-0.0,-0.0,1.2102726064744638,1.2887140327810265,-0.0,0
154,5.2209397455266915,-0.0,3.2089007418461226,0.7890503361396599,6.383494314959898,0
160,7.026493770941556,-0.0,-0.0,2.1226330078488256,-0.0,0
161,1.163211611654076,-0.0,1.5443807758007964,2.2112738072101483,0.4969227185969992,0
162,3.4745425678879704,-0.0,1.4596223298630733,3.130842054034652,0.7334505595844678,0
163,2.2726283117042425,1.5837263069982062,1.3862943611198906,9.69448349437564,1.4307855790145299,0
164,2.574708826529974,6.1669423757239965,2.037754641298512,2.78060476503486,10.252092291215169,0
175,0.4714446670421397,-0.0,0.9082605601788908,-0.0,0.4487886664317247,0
181,1.6602260712662056,-0.0,-0.0,-0.0,-0.0,0
182,2.285128352394585,1.9777228494179808,11.003316581132133,9.66163373504084,-0.0,0
183,1.3862943611198906,0.1776624274132314,0.8039424377078169,0.9336174766984328,0.18642476344435768,0
