gene_name,enhancers,gc19_pc.5utr,gc19_pc.3utr,gc19_pc.cds,gc19_pc.promCore,label
1,-0.0,-0.0,2.82117410737787,0.2762266042592685,0.39690187744767663,0
2,0.6765477171356823,0.8646451245560941,-0.0,0.5462438422409027,1.1347919505087698,0
9,-0.0,1.605924093134304,-0.0,0.4994884662227775,1.2176120642523889,0
10,-0.0,-0.0,-0.0,-0.0,-0.0,0
12,2.772588722239781,1.1312677205219717,2.845916690982964,1.6510727372113818,-0.0,0
15,-0.0,4.925507690293734,-0.0,2.3488280041687832,2.3103652803130084,0
18,3.451943457380104,0.5594278056052084,0.5253286189529861,1.4888809498949918,0.8832211094890353,0
19,5.30712403163628,3.010155794219715,1.315560073445308,0.5331462184830917,3.407497183810684,0
20,0.375070247693684,-0.0,0.4017858847587801,0.7595947227191729,-0.0,0
21,-0.0,-0.0,0.2062815178390268,0.3702509682533778,5.361843067427915,0
22,-0.0,-0.0,-0.0,2.4483510232869112,0.2579407625939201,0
24,-0.0,-0.0,-0.0,1.4307855790145299,0.7219397364432262,0
25,2.5246167626777987,3.279794239837618,1.9616585060234524,2.5459313516257747,5.191229543544844,1
131096,-0.0,-0.0,3.4185164954326224,2.7329834676474216,1.4804775761875917,0
27,2.0488657809877164,-0.0,0.1580864146809057,1.8780954379935424,-0.0,0
29,0.2040654511303032,0.8863339505843517,2.887846947913053,3.1117942910121412,0.4866925172634584,0
30,-0.0,-0.0,0.5515070031730143,2.1812882380378653,2.9744405594197016,0
31,0.0,0.0,0.0,0.0,0.0,0
32,0.237567071979934,-0.0,0.9787806860918512,1.4513407445310107,2.553086994321543,0
33,3.102338008620249,1.5617721897359045,0.1429920034101401,2.5246167626777987,1.6103933687371363,0
34,-0.0,-0.0,0.21517042135987485,0.34157664196056325,0.38474378529491227,0
35,4.274141309032943,-0.0,-0.0,1.0417519192389844,-0.0,0
36,-0.0,-0.0,1.3862943611198906,0.7860851762192144,5.674041164798338,0
37,-0.0,1.2963476298344283,-0.0,3.2491031004882966,2.329504182345309,0
38,0.7248112372954351,-0.0,0.22186312141456327,1.2811094608815494,0.0201006717070029,0
39,-0.0,0.959300012595082,-0.0,1.69259672010824,0.1930218007616877,0
40,-0.0,2.2233950564335307,-0.0,3.1500729714335365,0.6793547351403224,0
41,-0.0,2.7487315805092343,0.7190723524395293,0.522729528268815,1.8426065473953992,0
43,-0.0,1.5837263069982062,1.5837263069982062,3.2695114408367805,1.018320688893859,0
131118,5.510283617272121,0.9787806860918512,4.451248103715836,-0.0,1.065460918308081,0
47,5.127899714256906,-0.0,4.707756774763191,4.869948562079583,-0.0,0
48,0.3702509682533778,-0.0,2.2417157952308586,1.4185531249796577,0.4288632214243764,0
50,2.82117410737787,-0.0,-0.0,1.9404381477994213,-0.0,0
51,0.99187402254448,-0.0,0.5331462184830917,1.3466891065275313,0.4263864409220835,0
52,-0.0,-0.0,0.19522565773400088,1.7113322201154404,0.4313430729510177,0
54,1.6972641668006805,4.920818356375227,-0.0,0.8249794460902575,6.145226635779897,0
58,6.535081993698963,-0.0,-0.0,6.915535466301099,-0.0,0
59,11.508047382185895,0.2488601567563541,-0.0,7.844146682563295,0.6653588767650331,0
60,-0.0,1.6602260712662056,6.007528890502512,11.881542865584926,0.8739115503990706,0
