# Number of nodes=5863; Number of edges=33322; Number of node features=5; Model: gtn.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1      1.504        894        179         67         33      0.156      0.330      0.790      0.582      0.639 
Train:          1      1.504       3505        787        247        151      0.161      0.379      0.780      0.598      0.672 
All:          1      1.504       4382        983        308        190      0.162      0.382      0.780      0.599      0.665 
Test:          2     2.2763        893        180         77         23      0.113      0.230      0.781      0.531      0.607 
Train:          2     2.2763       3496        796        256        142      0.151      0.357      0.776      0.586      0.647 
All:          2     2.2763       4361       1004        329        169      0.144      0.339      0.773      0.576      0.639 
Test:          3     1.4117        866        207         76         24      0.104      0.240      0.759      0.524      0.482 
Train:          3     1.4117       3462        830        290        108      0.115      0.271      0.761      0.539      0.542 
All:          3     1.4117       4324       1041        366        132      0.113      0.265      0.760      0.536      0.530 
Test:          4     1.3712        854        219         74         26      0.106      0.260      0.750      0.528      0.492 
Train:          4     1.3712       3457        835        295        103      0.110      0.259      0.759      0.532      0.558 
All:          4     1.3712       4321       1044        369        129      0.110      0.259      0.759      0.532      0.545 
Test:          5     1.4975        875        198         73         27      0.120      0.270      0.769      0.543      0.529 
Train:          5     1.4975       3490        802        262        136      0.145      0.342      0.773      0.577      0.602 
All:          5     1.4975       4357       1008        333        165      0.141      0.331      0.771      0.572      0.587 
Test:          6     1.3681        880        193         68         32      0.142      0.320      0.777      0.570      0.576 
Train:          6     1.3681       3505        787        247        151      0.161      0.379      0.780      0.598      0.642 
All:          6     1.3681       4376        989        314        184      0.157      0.369      0.778      0.593      0.628 
Test:          7     1.2489        869        204         63         37      0.154      0.370      0.772      0.590      0.613 
Train:          7     1.2489       3511        781        241        157      0.167      0.394      0.782      0.606      0.668 
All:          7     1.2489       4386        979        304        194      0.165      0.390      0.781      0.604      0.657 
Test:          8     1.1954        868        205         66         34      0.142      0.340      0.769      0.574      0.637 
Train:          8     1.1954       3519        773        233        165      0.176      0.415      0.786      0.617      0.680 
All:          8     1.1954       4390        975        300        198      0.169      0.398      0.783      0.608      0.671 
Test:          9     1.2077        876        197         67         33      0.143      0.330      0.775      0.573      0.649 
Train:          9     1.2077       3520        772        232        166      0.177      0.417      0.786      0.619      0.686 
All:          9     1.2077       4392        973        298        200      0.171      0.402      0.783      0.610      0.679 
Test:         10     1.2253        879        194         65         35      0.153      0.350      0.779      0.585      0.654 
Train:         10     1.2253       3520        772        232        166      0.177      0.417      0.786      0.619      0.689 
All:         10     1.2253       4393        972        297        201      0.171      0.404      0.784      0.611      0.682 
Test:         11     1.2461        883        190         67         33      0.148      0.330      0.781      0.576      0.656 
Train:         11     1.2461       3521        771        231        167      0.178      0.420      0.786      0.620      0.691 
All:         11     1.2461       4395        970        295        203      0.173      0.408      0.784      0.613      0.684 
Test:         12     1.2273        881        192         68         32      0.143      0.320      0.778      0.571      0.654 
Train:         12     1.2273       3523        769        229        169      0.180      0.425      0.787      0.623      0.691 
All:         12     1.2273       4395        970        295        203      0.173      0.408      0.784      0.613      0.683 
Test:         13     1.2097        880        193         68         32      0.142      0.320      0.777      0.570      0.648 
Train:         13     1.2097       3516        776        236        162      0.173      0.407      0.784      0.613      0.689 
All:         13     1.2097       4391        974        299        199      0.170      0.400      0.783      0.609      0.681 
Test:         14      1.193        883        190         67         33      0.148      0.330      0.781      0.576      0.639 
Train:         14      1.193       3511        781        241        157      0.167      0.394      0.782      0.606      0.686 
All:         14      1.193       4384        981        306        192      0.164      0.386      0.780      0.601      0.677 
Test:         15     1.1899        882        191         69         31      0.140      0.310      0.778      0.566      0.630 
Train:         15     1.1899       3509        783        243        155      0.165      0.389      0.781      0.604      0.683 
