# Number of nodes=5863; Number of edges=33322; Number of node features=5; Model: gin.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.2893        859        214         56         44      0.171      0.440      0.770      0.620      0.668 
Train:          1     1.2893       3536        756        216        182      0.194      0.457      0.793      0.641      0.682 
All:          1     1.2893       4414        951        276        222      0.189      0.446      0.791      0.634      0.679 
Test:          2       1.25        859        214         56         44      0.171      0.440      0.770      0.620      0.677 
Train:          2       1.25       3537        755        215        183      0.195      0.460      0.793      0.642      0.693 
All:          2       1.25       4417        948        273        225      0.192      0.452      0.792      0.638      0.690 
Test:          3     1.2078        868        205         55         45      0.180      0.450      0.778      0.629      0.687 
Train:          3     1.2078       3541        751        211        187      0.199      0.470      0.795      0.647      0.703 
All:          3     1.2078       4422        943        268        230      0.196      0.462      0.793      0.643      0.700 
Test:          4     1.1936        869        204         53         47      0.187      0.470      0.781      0.640      0.696 
Train:          4     1.1936       3542        750        210        188      0.200      0.472      0.795      0.649      0.709 
All:          4     1.1936       4426        939        264        234      0.199      0.470      0.795      0.647      0.707 
Test:          5     1.1774        871        202         54         46      0.185      0.460      0.782      0.636      0.701 
Train:          5     1.1774       3544        748        208        190      0.203      0.477      0.796      0.652      0.714 
All:          5     1.1774       4425        940        265        233      0.199      0.468      0.794      0.646      0.711 
Test:          6       1.17        873        200         53         47      0.190      0.470      0.784      0.642      0.706 
Train:          6       1.17       3541        751        211        187      0.199      0.470      0.795      0.647      0.717 
All:          6       1.17       4425        940        265        233      0.199      0.468      0.794      0.646      0.715 
Test:          7     1.1753        875        198         54         46      0.189      0.460      0.785      0.638      0.709 
Train:          7     1.1753       3545        747        207        191      0.204      0.480      0.797      0.653      0.720 
All:          7     1.1753       4428        937        262        236      0.201      0.474      0.795      0.650      0.718 
Test:          8     1.1625        874        199         53         47      0.191      0.470      0.785      0.642      0.713 
Train:          8     1.1625       3548        744        204        194      0.207      0.487      0.798      0.657      0.722 
All:          8     1.1625       4431        934        259        239      0.204      0.480      0.797      0.653      0.721 
