# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: gcn.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.6308       1628        424         33          3      0.007      0.083      0.781      0.438      0.373 
Train:          1     1.6308       6554       1653        124         17      0.010      0.121      0.787      0.460      0.349 
All:          1     1.6308       8191       2068        157         20      0.010      0.113      0.787      0.456      0.354 
Test:          2     1.4585       1634        418         29          7      0.016      0.194      0.786      0.495      0.509 
Train:          2     1.4585       6573       1634        105         36      0.022      0.255      0.792      0.528      0.553 
All:          2     1.4585       8214       2045        134         43      0.021      0.243      0.791      0.522      0.544 
Test:          3     1.3571       1662        390         21         15      0.037      0.417      0.803      0.613      0.718 
Train:          3     1.3571       6612       1595         66         75      0.045      0.532      0.801      0.669      0.757 
All:          3     1.3571       8262       1997         86         91      0.044      0.514      0.800      0.660      0.749 
Test:          4     1.2901       1668        384         19         17      0.042      0.472      0.807      0.643      0.765 
Train:          4     1.2901       6621       1586         57         84      0.050      0.596      0.803      0.701      0.796 
All:          4     1.2901       8272       1987         76        101      0.048      0.571      0.802      0.688      0.789 
Test:          5      1.287       1678        374         18         18      0.046      0.500      0.812      0.659      0.775 
Train:          5      1.287       6623       1584         55         86      0.051      0.610      0.804      0.708      0.806 
All:          5      1.287       8275       1984         73        104      0.050      0.588      0.803      0.697      0.800 
Test:          6     1.2981       1678        374         18         18      0.046      0.500      0.812      0.659      0.780 
Train:          6     1.2981       6628       1579         50         91      0.054      0.645      0.805      0.726      0.811 
All:          6     1.2981       8281       1978         67        110      0.053      0.621      0.804      0.714      0.804 
Test:          7     1.3169       1675        377         17         19      0.048      0.528      0.811      0.672      0.784 
Train:          7     1.3169       6630       1577         48         93      0.056      0.660      0.805      0.734      0.813 
All:          7     1.3169       8283       1976         65        112      0.054      0.633      0.804      0.720      0.807 
Test:          8     1.3276       1674        378         16         20      0.050      0.556      0.811      0.686      0.787 
Train:          8     1.3276       6631       1576         47         94      0.056      0.667      0.806      0.737      0.816 
All:          8     1.3276       8285       1974         63        114      0.055      0.644      0.805      0.726      0.810 
Test:          9     1.3292       1672        380         16         20      0.050      0.556      0.810      0.685      0.790 
Train:          9     1.3292       6632       1575         46         95      0.057      0.674      0.806      0.741      0.818 
All:          9     1.3292       8286       1973         62        115      0.055      0.650      0.805      0.729      0.812 
Test:         10     1.3169       1673        379         16         20      0.050      0.556      0.811      0.685      0.793 
Train:         10     1.3169       6631       1576         47         94      0.056      0.667      0.806      0.737      0.820 
All:         10     1.3169       8286       1973         62        115      0.055      0.650      0.805      0.729      0.814 
Test:         11     1.3082       1665        387         16         20      0.049      0.556      0.807      0.683      0.795 
Train:         11     1.3082       6631       1576         47         94      0.056      0.667      0.806      0.737      0.822 
All:         11     1.3082       8286       1973         62        115      0.055      0.650      0.805      0.729      0.817 
Test:         12     1.2866       1662        390         16         20      0.049      0.556      0.806      0.683      0.799 
Train:         12     1.2866       6632       1575         46         95      0.057      0.674      0.806      0.741      0.824 
All:         12     1.2866       8288       1971         60        117      0.056      0.661      0.805      0.734      0.819 
Test:         13     1.2634       1658        394         15         21      0.051      0.583      0.804      0.696      0.801 
Train:         13     1.2634       6631       1576         47         94      0.056      0.667      0.806      0.737      0.826 
