# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: gtn.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1      1.585       1665        387         13         23      0.056      0.639      0.808      0.725      0.846 
Train:          1      1.585       6634       1573         44         97      0.058      0.688      0.806      0.748      0.840 
All:          1      1.585       8291       1968         57        120      0.057      0.678      0.806      0.743      0.841 
Test:          2     2.1912       1652        400         10         26      0.061      0.722      0.804      0.764      0.829 
Train:          2     2.1912       6632       1575         46         95      0.057      0.674      0.806      0.741      0.802 
All:          2     2.1912       8292       1967         56        121      0.058      0.684      0.806      0.746      0.808 
Test:          3     1.2675       1645        407         14         22      0.051      0.611      0.798      0.706      0.757 
Train:          3     1.2675       6621       1586         57         84      0.050      0.596      0.803      0.701      0.723 
All:          3     1.2675       8277       1982         71        106      0.051      0.599      0.803      0.703      0.730 
Test:          4     1.2616       1643        409         15         21      0.049      0.583      0.797      0.692      0.762 
Train:          4     1.2616       6619       1588         59         82      0.049      0.582      0.803      0.694      0.729 
All:          4     1.2616       8274       1985         74        103      0.049      0.582      0.803      0.694      0.736 
Test:          5     1.3531       1643        409         11         25      0.058      0.694      0.799      0.748      0.798 
Train:          5     1.3531       6628       1579         50         91      0.054      0.645      0.805      0.726      0.763 
All:          5     1.3531       8287       1972         61        116      0.056      0.655      0.805      0.732      0.770 
Test:          6      1.201       1659        393         10         26      0.062      0.722      0.807      0.765      0.817 
Train:          6      1.201       6629       1578         49         92      0.055      0.652      0.805      0.730      0.786 
All:          6      1.201       8289       1970         59        118      0.057      0.667      0.806      0.737      0.793 
Test:          7     1.0984       1667        385         11         25      0.061      0.694      0.810      0.753      0.826 
Train:          7     1.0984       6629       1578         49         92      0.055      0.652      0.805      0.730      0.801 
All:          7     1.0984       8288       1971         60        117      0.056      0.661      0.805      0.734      0.806 
Test:          8     1.0616       1667        385         11         25      0.061      0.694      0.810      0.753      0.833 
Train:          8     1.0616       6630       1577         48         93      0.056      0.660      0.805      0.734      0.809 
All:          8     1.0616       8289       1970         59        118      0.057      0.667      0.806      0.737      0.814 
Test:          9     1.0899       1666        386         11         25      0.061      0.694      0.810      0.753      0.835 
Train:          9     1.0899       6630       1577         48         93      0.056      0.660      0.805      0.734      0.812 
All:          9     1.0899       8289       1970         59        118      0.057      0.667      0.806      0.737      0.817 
Test:         10     1.0999       1663        389         11         25      0.060      0.694      0.808      0.752      0.837 
Train:         10     1.0999       6630       1577         48         93      0.056      0.660      0.805      0.734      0.814 
All:         10     1.0999       8289       1970         59        118      0.057      0.667      0.806      0.737      0.818 
Test:         11     1.0981       1664        388         11         25      0.061      0.694      0.809      0.753      0.839 
Train:         11     1.0981       6631       1576         47         94      0.056      0.667      0.806      0.737      0.813 
All:         11     1.0981       8290       1969         58        119      0.057      0.672      0.806      0.740      0.819 
Test:         12      1.072       1664        388         11         25      0.061      0.694      0.809      0.753      0.840 
Train:         12      1.072       6632       1575         46         95      0.057      0.674      0.806      0.741      0.812 
All:         12      1.072       8291       1968         57        120      0.057      0.678      0.806      0.743      0.818 
Test:         13     1.0395       1663        389         11         25      0.060      0.694      0.808      0.752      0.840 
Train:         13     1.0395       6631       1576         47         94      0.056      0.667      0.806      0.737      0.811 
All:         13     1.0395       8291       1968         57        120      0.057      0.678      0.806      0.743      0.817 
Test:         14     1.0163       1663        389         10         26      0.063      0.722      0.809      0.766      0.842 
Train:         14     1.0163       6633       1574         45         96      0.057      0.681      0.806      0.745      0.810 
All:         14     1.0163       8293       1966         55        122      0.058      0.689      0.806      0.749      0.816 
Test:         15     1.0372       1670        382         10         26      0.064      0.722      0.812      0.768      0.845 
Train:         15     1.0372       6632       1575         46         95      0.057      0.674      0.806      0.741      0.812 
All:         15     1.0372       8292       1967         56        121      0.058      0.684      0.806      0.746      0.818 
Test:         16     1.0422       1670        382          9         27      0.066      0.750      0.813      0.782      0.848 
Train:         16     1.0422       6632       1575         46         95      0.057      0.674      0.806      0.741      0.817 
All:         16     1.0422       8293       1966         55        122      0.058      0.689      0.806      0.749      0.823 
Test:         17     1.0097       1667        385          9         27      0.066      0.750      0.811      0.781      0.852 
Train:         17     1.0097       6633       1574         45         96      0.057      0.681      0.806      0.745      0.827 
All:         17     1.0097       8294       1965         54        123      0.059      0.695      0.807      0.752      0.832 
Test:         18    0.98404       1659        393          9         27      0.064      0.750      0.807      0.779      0.864 
Train:         18    0.98404       6636       1571         42         99      0.059      0.702      0.807      0.755      0.843 
All:         18    0.98404       8297       1962         51        126      0.060      0.712      0.807      0.760      0.847 
Test:         19    0.98859       1650        402          8         28      0.065      0.778      0.804      0.791      0.882 
Train:         19    0.98859       6642       1565         36        105      0.063      0.745      0.808      0.777      0.858 
All:         19    0.98859       8304       1955         44        133      0.064      0.751      0.808      0.780      0.863 
Test:         20     0.9187       1642        410          8         28      0.064      0.778      0.800      0.789      0.890 
Train:         20     0.9187       6645       1562         33        108      0.065      0.766      0.809      0.788      0.872 
All:         20     0.9187       8307       1952         41        136      0.065      0.768      0.809      0.789      0.876 
Test:         21    0.94411       1654        398          8         28      0.066      0.778      0.806      0.792      0.891 
Train:         21    0.94411       6651       1556         27        114      0.068      0.809      0.810      0.809      0.882 
All:         21    0.94411       8313       1946         35        142      0.068      0.802      0.810      0.806      0.884 
Test:         22    0.94657       1650        402          6         30      0.069      0.833      0.805      0.819      0.892 
Train:         22    0.94657       6651       1556         27        114      0.068      0.809      0.810      0.809      0.886 
All:         22    0.94657       8314       1945         34        143      0.068      0.808      0.810      0.809      0.887 
Test:         23     0.9088       1651        401          7         29      0.067      0.806      0.805      0.805      0.892 
Train:         23     0.9088       6650       1557         28        113      0.068      0.801      0.810      0.806      0.886 
All:         23     0.9088       8313       1946         35        142      0.068      0.802      0.810      0.806      0.887 
Test:         24    0.88249       1651        401          7         29      0.067      0.806      0.805      0.805      0.893 
Train:         24    0.88249       6649       1558         29        112      0.067      0.794      0.810      0.802      0.885 
All:         24    0.88249       8312       1947         36        141      0.068      0.797      0.810      0.803      0.886 
Test:         25    0.87467       1659        393          7         29      0.069      0.806      0.808      0.807      0.893 
Train:         25    0.87467       6648       1559         30        111      0.066      0.787      0.810      0.799      0.884 
All:         25    0.87467       8311       1948         37        140      0.067      0.791      0.810      0.801      0.885 
Test:         26     0.8823       1665        387          6         30      0.072      0.833      0.812      0.822      0.893 
Train:         26     0.8823       6650       1557         28        113      0.068      0.801      0.810      0.806      0.884 
All:         26     0.8823       8314       1945         34        143      0.068      0.808      0.810      0.809      0.886 
Test:         27    0.93298       1655        397          6         30      0.070      0.833      0.807      0.820      0.893 
Train:         27    0.93298       6651       1556         27        114      0.068      0.809      0.810      0.809      0.887 
All:         27    0.93298       8315       1944         33        144      0.069      0.814      0.811      0.812      0.888 
Test:         28    0.86977       1648        404          7         29      0.067      0.806      0.803      0.804      0.892 
Train:         28    0.86977       6652       1555         26        115      0.069      0.816      0.811      0.813      0.889 
All:         28    0.86977       8314       1945         34        143      0.068      0.808      0.810      0.809      0.890 
Test:         29    0.85504       1656        396          7         29      0.068      0.806      0.807      0.806      0.890 
Train:         29    0.85504       6652       1555         26        115      0.069      0.816      0.811      0.813      0.891 
All:         29    0.85504       8315       1944         33        144      0.069      0.814      0.811      0.812      0.891 
Test:         30     0.8191       1660        392          7         29      0.069      0.806      0.809      0.807      0.889 
Train:         30     0.8191       6653       1554         25        116      0.069      0.823      0.811      0.817      0.892 
All:         30     0.8191       8316       1943         32        145      0.069      0.819      0.811      0.815      0.891 
Test:         31    0.82644       1660        392          7         29      0.069      0.806      0.809      0.807      0.888 
Train:         31    0.82644       6653       1554         25        116      0.069      0.823      0.811      0.817      0.893 
All:         31    0.82644       8316       1943         32        145      0.069      0.819      0.811      0.815      0.892 
Test:         32    0.87089       1657        395          7         29      0.068      0.806      0.807      0.807      0.887 
Train:         32    0.87089       6653       1554         25        116      0.069      0.823      0.811      0.817      0.893 
All:         32    0.87089       8316       1943         32        145      0.069      0.819      0.811      0.815      0.892 
Test:         33    0.85952       1657        395          7         29      0.068      0.806      0.807      0.807      0.887 
Train:         33    0.85952       6654       1553         24        117      0.070      0.830      0.811      0.820      0.894 
All:         33    0.85952       8317       1942         31        146      0.070      0.825      0.811      0.818      0.892 
Test:         34    0.82123       1659        393          7         29      0.069      0.806      0.808      0.807      0.887 
Train:         34    0.82123       6655       1552         23        118      0.071      0.837      0.811      0.824      0.894 
All:         34    0.82123       8318       1941         30        147      0.070      0.831      0.811      0.821      0.892 
Test:         35    0.85828       1662        390          7         29      0.069      0.806      0.810      0.808      0.887 
Train:         35    0.85828       6655       1552         23        118      0.071      0.837      0.811      0.824      0.894 
All:         35    0.85828       8318       1941         30        147      0.070      0.831      0.811      0.821      0.892 
Test:         36    0.84641       1658        394          7         29      0.069      0.806      0.808      0.807      0.887 
Train:         36    0.84641       6655       1552         23        118      0.071      0.837      0.811      0.824      0.895 
All:         36    0.84641       8318       1941         30        147      0.070      0.831      0.811      0.821      0.893 
Test:         37     0.8246       1660        392          7         29      0.069      0.806      0.809      0.807      0.887 
Train:         37     0.8246       6655       1552         23        118      0.071      0.837      0.811      0.824      0.896 
All:         37     0.8246       8318       1941         30        147      0.070      0.831      0.811      0.821      0.894 
Test:         38     0.8407       1659        393          7         29      0.069      0.806      0.808      0.807      0.887 
Train:         38     0.8407       6655       1552         23        118      0.071      0.837      0.811      0.824      0.897 
All:         38     0.8407       8318       1941         30        147      0.070      0.831      0.811      0.821      0.895 
Test:         39    0.82258       1654        398          7         29      0.068      0.806      0.806      0.806      0.887 
Train:         39    0.82258       6655       1552         23        118      0.071      0.837      0.811      0.824      0.898 
All:         39    0.82258       8318       1941         30        147      0.070      0.831      0.811      0.821      0.896 
Test:         40    0.79574       1653        399          7         29      0.068      0.806      0.806      0.806      0.887 
Train:         40    0.79574       6655       1552         23        118      0.071      0.837      0.811      0.824      0.900 
All:         40    0.79574       8318       1941         30        147      0.070      0.831      0.811      0.821      0.897 
Test:         41     0.8125       1650        402          7         29      0.067      0.806      0.804      0.805      0.887 
Train:         41     0.8125       6656       1551         22        119      0.071      0.844      0.812      0.827      0.901 
All:         41     0.8125       8318       1941         30        147      0.070      0.831      0.811      0.821      0.898 
Test:         42    0.80852       1652        400          7         29      0.068      0.806      0.805      0.805      0.887 
Train:         42    0.80852       6657       1550         21        120      0.072      0.851      0.812      0.831      0.903 
