# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: phgcn.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.4007       1662        390          8         28      0.067      0.778      0.809      0.794      0.889 
Train:          1     1.4007       6623       1584         55         86      0.051      0.610      0.804      0.708      0.793 
All:          1     1.4007       8285       1974         63        114      0.055      0.644      0.805      0.726      0.813 
Test:          2     1.3549       1658        394          7         29      0.069      0.806      0.808      0.807      0.894 
Train:          2     1.3549       6629       1578         49         92      0.055      0.652      0.805      0.730      0.806 
All:          2     1.3549       8292       1967         56        121      0.058      0.684      0.806      0.746      0.824 
Test:          3     1.3217       1656        396          7         29      0.068      0.806      0.807      0.806      0.892 
Train:          3     1.3217       6634       1573         44         97      0.058      0.688      0.806      0.748      0.812 
All:          3     1.3217       8297       1962         51        126      0.060      0.712      0.807      0.760      0.828 
Test:          4     1.2925       1657        395          7         29      0.068      0.806      0.807      0.807      0.891 
Train:          4     1.2925       6635       1572         43         98      0.059      0.695      0.807      0.752      0.815 
All:          4     1.2925       8298       1961         50        127      0.061      0.718      0.807      0.763      0.830 
Test:          5      1.259       1657        395          7         29      0.068      0.806      0.807      0.807      0.893 
Train:          5      1.259       6636       1571         42         99      0.059      0.702      0.807      0.755      0.818 
All:          5      1.259       8299       1960         49        128      0.061      0.723      0.807      0.766      0.833 
Test:          6     1.2307       1651        401          7         29      0.067      0.806      0.805      0.805      0.894 
Train:          6     1.2307       6635       1572         43         98      0.059      0.695      0.807      0.752      0.820 
All:          6     1.2307       8297       1962         51        126      0.060      0.712      0.807      0.760      0.835 
Test:          7     1.2166       1654        398          7         29      0.068      0.806      0.806      0.806      0.896 
Train:          7     1.2166       6634       1573         44         97      0.058      0.688      0.806      0.748      0.822 
All:          7     1.2166       8297       1962         51        126      0.060      0.712      0.807      0.760      0.837 
Test:          8      1.183       1655        397          7         29      0.068      0.806      0.807      0.806      0.894 
Train:          8      1.183       6637       1570         41        100      0.060      0.709      0.807      0.759      0.823 
All:          8      1.183       8300       1959         48        129      0.062      0.729      0.808      0.769      0.838 
Test:          9     1.1392       1657        395          7         29      0.068      0.806      0.807      0.807      0.892 
Train:          9     1.1392       6637       1570         41        100      0.060      0.709      0.807      0.759      0.824 
All:          9     1.1392       8300       1959         48        129      0.062      0.729      0.808      0.769      0.838 
Test:         10      1.134       1651        401          7         29      0.067      0.806      0.805      0.805      0.893 
Train:         10      1.134       6637       1570         41        100      0.060      0.709      0.807      0.759      0.826 
All:         10      1.134       8300       1959         48        129      0.062      0.729      0.808      0.769      0.840 
Test:         11     1.0958       1648        404          7         29      0.067      0.806      0.803      0.804      0.895 
Train:         11     1.0958       6636       1571         42         99      0.059      0.702      0.807      0.755      0.828 
All:         11     1.0958       8299       1960         49        128      0.061      0.723      0.807      0.766      0.841 
Test:         12      1.058       1653        399          5         31      0.072      0.861      0.807      0.833      0.889 
Train:         12      1.058       6636       1571         42         99      0.059      0.702      0.807      0.755      0.829 
All:         12      1.058       8301       1958         47        130      0.062      0.734      0.808      0.772      0.841 
Test:         13     1.0674       1658        394          5         31      0.073      0.861      0.809      0.835      0.888 
Train:         13     1.0674       6638       1569         40        101      0.060      0.716      0.807      0.763      0.830 
All:         13     1.0674       8303       1956         45        132      0.063      0.746      0.808      0.778      0.842 
Test:         14      1.058       1658        394          5         31      0.073      0.861      0.809      0.835      0.890 
Train:         14      1.058       6636       1571         42         99      0.059      0.702      0.807      0.755      0.832 
All:         14      1.058       8301       1958         47        130      0.062      0.734      0.808      0.772      0.844 
Test:         15     1.0293       1659        393          5         31      0.073      0.861      0.809      0.835      0.893 
Train:         15     1.0293       6635       1572         43         98      0.059      0.695      0.807      0.752      0.834 
All:         15     1.0293       8300       1959         48        129      0.062      0.729      0.808      0.769      0.846 
Test:         16     1.0235       1659        393          4         32      0.075      0.889      0.810      0.849      0.889 
Train:         16     1.0235       6637       1570         41        100      0.060      0.709      0.807      0.759      0.835 
All:         16     1.0235       8303       1956         45        132      0.063      0.746      0.808      0.778      0.846 
Test:         17      1.018       1657        395          4         32      0.075      0.889      0.809      0.848      0.889 
Train:         17      1.018       6638       1569         40        101      0.060      0.716      0.807      0.763      0.837 
All:         17      1.018       8304       1955         44        133      0.064      0.751      0.808      0.780      0.848 
Test:         18     1.0215       1657        395          3         33      0.077      0.917      0.809      0.862      0.891 
Train:         18     1.0215       6638       1569         40        101      0.060      0.716      0.807      0.763      0.839 
All:         18     1.0215       8304       1955         44        133      0.064      0.751      0.808      0.780      0.849 
Test:         19     1.0298       1650        402          3         33      0.076      0.917      0.806      0.860      0.891 
Train:         19     1.0298       6638       1569         40        101      0.060      0.716      0.807      0.763      0.840 
All:         19     1.0298       8305       1954         43        134      0.064      0.757      0.809      0.783      0.851 
Test:         20    0.98913       1650        402          3         33      0.076      0.917      0.806      0.860      0.887 
Train:         20    0.98913       6637       1570         41        100      0.060      0.709      0.807      0.759      0.841 
All:         20    0.98913       8304       1955         44        133      0.064      0.751      0.808      0.780      0.850 
Test:         21     1.0037       1651        401          3         33      0.076      0.917      0.807      0.861      0.890 
Train:         21     1.0037       6637       1570         41        100      0.060      0.709      0.807      0.759      0.842 
All:         21     1.0037       8304       1955         44        133      0.064      0.751      0.808      0.780      0.852 
Test:         22    0.98612       1646        406          3         33      0.075      0.917      0.804      0.859      0.892 
Train:         22    0.98612       6637       1570         41        100      0.060      0.709      0.807      0.759      0.843 
All:         22    0.98612       8304       1955         44        133      0.064      0.751      0.808      0.780      0.853 
Test:         23     1.0023       1647        405          3         33      0.075      0.917      0.805      0.860      0.892 
Train:         23     1.0023       6637       1570         41        100      0.060      0.709      0.807      0.759      0.844 
All:         23     1.0023       8304       1955         44        133      0.064      0.751      0.808      0.780      0.854 
Test:         24    0.99179       1648        404          3         33      0.076      0.917      0.805      0.860      0.889 
Train:         24    0.99179       6637       1570         41        100      0.060      0.709      0.807      0.759      0.845 
All:         24    0.99179       8303       1956         45        132      0.063      0.746      0.808      0.778      0.854 
Test:         25     1.0134       1640        412          3         33      0.074      0.917      0.801      0.858      0.890 
Train:         25     1.0134       6637       1570         41        100      0.060      0.709      0.807      0.759      0.845 
All:         25     1.0134       8304       1955         44        133      0.064      0.751      0.808      0.780      0.854 
Test:         26     1.0044       1642        410          3         33      0.074      0.917      0.802      0.858      0.892 
Train:         26     1.0044       6637       1570         41        100      0.060      0.709      0.807      0.759      0.845 
All:         26     1.0044       8304       1955         44        133      0.064      0.751      0.808      0.780      0.855 
Test:         27    0.98454       1643        409          4         32      0.073      0.889      0.802      0.845      0.893 
Train:         27    0.98454       6638       1569         40        101      0.060      0.716      0.807      0.763      0.846 
All:         27    0.98454       8303       1956         45        132      0.063      0.746      0.808      0.778      0.856 
Test:         28    0.98039       1639        413          4         32      0.072      0.889      0.800      0.844      0.891 
Train:         28    0.98039       6638       1569         40        101      0.060      0.716      0.807      0.763      0.847 
All:         28    0.98039       8303       1956         45        132      0.063      0.746      0.808      0.778      0.856 
Test:         29    0.98234       1642        410          5         31      0.070      0.861      0.801      0.831      0.890 
Train:         29    0.98234       6638       1569         40        101      0.060      0.716      0.807      0.763      0.847 
All:         29    0.98234       8303       1956         45        132      0.063      0.746      0.808      0.778      0.856 
Test:         30    0.99482       1640        412          4         32      0.072      0.889      0.801      0.844      0.891 
Train:         30    0.99482       6638       1569         40        101      0.060      0.716      0.807      0.763      0.848 
All:         30    0.99482       8304       1955         44        133      0.064      0.751      0.808      0.780      0.857 
Test:         31     0.9727       1645        407          4         32      0.073      0.889      0.803      0.845      0.892 
Train:         31     0.9727       6638       1569         40        101      0.060      0.716      0.807      0.763      0.848 
All:         31     0.9727       8304       1955         44        133      0.064      0.751      0.808      0.780      0.857 
Test:         32    0.97937       1643        409          4         32      0.073      0.889      0.802      0.845      0.892 
Train:         32    0.97937       6638       1569         40        101      0.060      0.716      0.807      0.763      0.848 
All:         32    0.97937       8304       1955         44        133      0.064      0.751      0.808      0.780      0.857 
Test:         33    0.97586       1650        402          4         32      0.074      0.889      0.806      0.846      0.890 
Train:         33    0.97586       6639       1568         39        102      0.061      0.723      0.807      0.766      0.849 
All:         33    0.97586       8304       1955         44        133      0.064      0.751      0.808      0.780      0.857 
Test:         34    0.95751       1650        402          4         32      0.074      0.889      0.806      0.846      0.888 
Train:         34    0.95751       6637       1570         41        100      0.060      0.709      0.807      0.759      0.849 
All:         34    0.95751       8303       1956         45        132      0.063      0.746      0.808      0.778      0.857 
Test:         35     0.9813       1648        404          4         32      0.073      0.889      0.805      0.846      0.890 
Train:         35     0.9813       6640       1567         38        103      0.062      0.730      0.808      0.770      0.849 
All:         35     0.9813       8305       1954         43        134      0.064      0.757      0.809      0.783      0.857 
Test:         36    0.97307       1648        404          4         32      0.073      0.889      0.805      0.846      0.891 
Train:         36    0.97307       6640       1567         38        103      0.062      0.730      0.808      0.770      0.849 
All:         36    0.97307       8306       1953         42        135      0.065      0.763      0.809      0.786      0.858 
Test:         37    0.95536       1653        399          4         32      0.074      0.889      0.807      0.847      0.889 
Train:         37    0.95536       6638       1569         40        101      0.060      0.716      0.807      0.763      0.849 
All:         37    0.95536       8304       1955         44        133      0.064      0.751      0.808      0.780      0.857 
Test:         38    0.98576       1653        399          4         32      0.074      0.889      0.807      0.847      0.889 
Train:         38    0.98576       6638       1569         40        101      0.060      0.716      0.807      0.763      0.849 
All:         38    0.98576       8304       1955         44        133      0.064      0.751      0.808      0.780      0.857 
Test:         39    0.97964       1653        399          4         32      0.074      0.889      0.807      0.847      0.890 
Train:         39    0.97964       6639       1568         39        102      0.061      0.723      0.807      0.766      0.849 
All:         39    0.97964       8305       1954         43        134      0.064      0.757      0.809      0.783      0.858 
Test:         40    0.96297       1655        397          4         32      0.075      0.889      0.808      0.848      0.890 
Train:         40    0.96297       6640       1567         38        103      0.062      0.730      0.808      0.770      0.850 
All:         40    0.96297       8306       1953         42        135      0.065      0.763      0.809      0.786      0.858 
Test:         41     0.9259       1653        399          4         32      0.074      0.889      0.807      0.847      0.888 
Train:         41     0.9259       6639       1568         39        102      0.061      0.723      0.807      0.766      0.850 
All:         41     0.9259       8305       1954         43        134      0.064      0.757      0.809      0.783      0.857 
Test:         42    0.98571       1654        398          4         32      0.074      0.889      0.807      0.847      0.890 
Train:         42    0.98571       6640       1567         38        103      0.062      0.730      0.808      0.770      0.850 
All:         42    0.98571       8306       1953         42        135      0.065      0.763      0.809      0.786      0.859 
Test:         43    0.96761       1644        408          4         32      0.073      0.889      0.803      0.845      0.893 
Train:         43    0.96761       6641       1566         37        104      0.062      0.738      0.808      0.773      0.851 
All:         43    0.96761       8306       1953         42        135      0.065      0.763      0.809      0.786      0.859 
Test:         44    0.95996       1646        406          4         32      0.073      0.889      0.804      0.846      0.891 
Train:         44    0.95996       6641       1566         37        104      0.062      0.738      0.808      0.773      0.851 
All:         44    0.95996       8307       1952         41        136      0.065      0.768      0.809      0.789      0.859 
Test:         45    0.94892       1650        402          4         32      0.074      0.889      0.806      0.846      0.889 
Train:         45    0.94892       6639       1568         39        102      0.061      0.723      0.807      0.766      0.852 
All:         45    0.94892       8305       1954         43        134      0.064      0.757      0.809      0.783      0.859 
Test:         46    0.98939       1648        404          4         32      0.073      0.889      0.805      0.846      0.892 
Train:         46    0.98939       6640       1567         38        103      0.062      0.730      0.808      0.770      0.852 
All:         46    0.98939       8305       1954         43        134      0.064      0.757      0.809      0.783      0.860 
Test:         47     0.9537       1638        414          4         32      0.072      0.889      0.800      0.844      0.893 
Train:         47     0.9537       6639       1568         39        102      0.061      0.723      0.807      0.766      0.851 
All:         47     0.9537       8305       1954         43        134      0.064      0.757      0.809      0.783      0.860 
Test:         48    0.94658       1641        411          4         32      0.072      0.889      0.801      0.844      0.892 
Train:         48    0.94658       6639       1568         39        102      0.061      0.723      0.807      0.766      0.852 
All:         48    0.94658       8304       1955         44        133      0.064      0.751      0.808      0.780      0.860 
Test:         49    0.96299       1645        407          4         32      0.073      0.889      0.803      0.845      0.891 
Train:         49    0.96299       6640       1567         38        103      0.062      0.730      0.808      0.770      0.853 
All:         49    0.96299       8305       1954         43        134      0.064      0.757      0.809      0.783      0.861 
Test:         50     0.9571       1645        407          4         32      0.073      0.889      0.803      0.845      0.892 
Train:         50     0.9571       6640       1567         38        103      0.062      0.730      0.808      0.770      0.853 
All:         50     0.9571       8305       1954         43        134      0.064      0.757      0.809      0.783      0.861 
Test:         51     0.9619       1640        412          4         32      0.072      0.889      0.801      0.844      0.893 
Train:         51     0.9619       6639       1568         39        102      0.061      0.723      0.807      0.766      0.852 
All:         51     0.9619       8305       1954         43        134      0.064      0.757      0.809      0.783      0.861 
Test:         52    0.94724       1641        411          4         32      0.072      0.889      0.801      0.844      0.893 
Train:         52    0.94724       6640       1567         38        103      0.062      0.730      0.808      0.770      0.853 
All:         52    0.94724       8305       1954         43        134      0.064      0.757      0.809      0.783      0.861 
Test:         53    0.96771       1645        407          4         32      0.073      0.889      0.803      0.845      0.893 
Train:         53    0.96771       6640       1567         38        103      0.062      0.730      0.808      0.770      0.853 
All:         53    0.96771       8306       1953         42        135      0.065      0.763      0.809      0.786      0.861 
Test:         54    0.97331       1645        407          4         32      0.073      0.889      0.803      0.845      0.893 
Train:         54    0.97331       6640       1567         38        103      0.062      0.730      0.808      0.770      0.853 
All:         54    0.97331       8306       1953         42        135      0.065      0.763      0.809      0.786      0.862 
Test:         55    0.94445       1644        408          4         32      0.073      0.889      0.803      0.845      0.894 
Train:         55    0.94445       6641       1566         37        104      0.062      0.738      0.808      0.773      0.853 
All:         55    0.94445       8305       1954         43        134      0.064      0.757      0.809      0.783      0.862 
Test:         56    0.93729       1644        408          4         32      0.073      0.889      0.803      0.845      0.894 
Train:         56    0.93729       6641       1566         37        104      0.062      0.738      0.808      0.773      0.853 
All:         56    0.93729       8306       1953         42        135      0.065      0.763      0.809      0.786      0.862 
Test:         57    0.97138       1646        406          4         32      0.073      0.889      0.804      0.846      0.894 
Train:         57    0.97138       6641       1566         37        104      0.062      0.738      0.808      0.773      0.854 
All:         57    0.97138       8306       1953         42        135      0.065      0.763      0.809      0.786      0.862 
