# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: gcn.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     2.8209       1620        432         36          0      0.000      0.000      0.776      0.395      0.188 
Train:          1     2.8209       6540       1667        138          3      0.002      0.021      0.784      0.409      0.184 
All:          1     2.8209       8174       2085        174          3      0.001      0.017      0.784      0.407      0.185 
Test:          2     2.2838       1620        432         36          0      0.000      0.000      0.776      0.395      0.195 
Train:          2     2.2838       6539       1668        139          2      0.001      0.014      0.784      0.405      0.184 
All:          2     2.2838       8173       2086        175          2      0.001      0.011      0.783      0.404      0.187 
Test:          3     1.8385       1639        413         35          1      0.002      0.028      0.785      0.413      0.235 
Train:          3     1.8385       6542       1665        136          5      0.003      0.035      0.784      0.416      0.210 
All:          3     1.8385       8177       2082        171          6      0.003      0.034      0.784      0.415      0.215 
Test:          4     1.5477       1651        401         27          9      0.022      0.250      0.795      0.527      0.632 
Train:          4     1.5477       6584       1623         94         47      0.028      0.333      0.794      0.568      0.567 
All:          4     1.5477       8227       2032        121         56      0.027      0.316      0.794      0.559      0.580 
Test:          5     1.3745       1644        408         16         20      0.047      0.556      0.797      0.678      0.772 
Train:          5     1.3745       6611       1596         67         74      0.044      0.525      0.801      0.665      0.697 
All:          5     1.3745       8265       1994         83         94      0.045      0.531      0.801      0.668      0.712 
Test:          6     1.3498       1661        391         14         22      0.053      0.611      0.806      0.710      0.796 
Train:          6     1.3498       6620       1587         58         83      0.050      0.589      0.803      0.698      0.740 
All:          6     1.3498       8276       1983         72        105      0.050      0.593      0.803      0.700      0.751 
Test:          7     1.4212       1669        383         13         23      0.057      0.639      0.810      0.726      0.803 
Train:          7     1.4212       6622       1585         56         85      0.051      0.603      0.803      0.705      0.758 
All:          7     1.4212       8279       1980         69        108      0.052      0.610      0.804      0.709      0.767 
Test:          8     1.4825       1664        388         13         23      0.056      0.639      0.808      0.725      0.807 
Train:          8     1.4825       6622       1585         56         85      0.051      0.603      0.803      0.705      0.768 
All:          8     1.4825       8279       1980         69        108      0.052      0.610      0.804      0.709      0.776 
Test:          9     1.5506       1670        382         13         23      0.057      0.639      0.811      0.726      0.809 
Train:          9     1.5506       6623       1584         55         86      0.051      0.610      0.804      0.708      0.773 
All:          9     1.5506       8281       1978         67        110      0.053      0.621      0.804      0.714      0.780 
Test:         10     1.5773       1672        380         13         23      0.057      0.639      0.812      0.727      0.810 
