# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: gcn2.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.4307       1606        446         35          1      0.002      0.028      0.770      0.405      0.272 
Train:          1     1.4307       6550       1657        128         13      0.008      0.092      0.786      0.445      0.293 
All:          1     1.4307       8184       2075        164         13      0.006      0.073      0.785      0.436      0.288 
Test:          2     1.6054       1669        383         18         18      0.045      0.500      0.808      0.657      0.740 
Train:          2     1.6054       6613       1594         65         76      0.046      0.539      0.801      0.672      0.767 
All:          2     1.6054       8269       1990         79         98      0.047      0.554      0.802      0.680      0.762 
Test:          3     1.3207       1695        357         12         24      0.063      0.667      0.823      0.746      0.794 
Train:          3     1.3207       6639       1568         39        102      0.061      0.723      0.807      0.766      0.837 
All:          3     1.3207       8298       1961         50        127      0.061      0.718      0.807      0.763      0.829 
Test:          4     1.2552       1699        353         12         24      0.064      0.667      0.825      0.747      0.802 
Train:          4     1.2552       6641       1566         37        104      0.062      0.738      0.808      0.773      0.843 
All:          4     1.2552       8300       1959         48        129      0.062      0.729      0.808      0.769      0.834 
Test:          5     1.2274       1679        373         12         24      0.060      0.667      0.816      0.742      0.801 
Train:          5     1.2274       6642       1565         36        105      0.063      0.745      0.808      0.777      0.837 
All:          5     1.2274       8300       1959         48        129      0.062      0.729      0.808      0.769      0.829 
Test:          6     1.1841       1678        374         17         19      0.048      0.528      0.813      0.673      0.763 
Train:          6     1.1841       6629       1578         49         92      0.055      0.652      0.805      0.730      0.781 
All:          6     1.1841       8283       1976         65        112      0.054      0.633      0.804      0.720      0.777 
Test:          7     1.1684       1680        372         17         19      0.049      0.528      0.814      0.673      0.747 
Train:          7     1.1684       6622       1585         56         85      0.051      0.603      0.803      0.705      0.759 
All:          7     1.1684       8275       1984         73        104      0.050      0.588      0.803      0.697      0.756 
Test:          8     1.2098       1683        369         14         22      0.056      0.611      0.817      0.716      0.789 
Train:          8     1.2098       6636       1571         42         99      0.059      0.702      0.807      0.755      0.817 
All:          8     1.2098       8293       1966         55        122      0.058      0.689      0.806      0.749      0.811 
Test:          9     1.1353       1688        364         15         21      0.055      0.583      0.818      0.703      0.808 
Train:          9     1.1353       6643       1564         35        106      0.063      0.752      0.808      0.781      0.843 
All:          9     1.1353       8299       1960         49        128      0.061      0.723      0.807      0.766      0.836 
Test:         10     1.1466       1695        357         14         22      0.058      0.611      0.822      0.719      0.814 
Train:         10     1.1466       6643       1564         35        106      0.063      0.752      0.808      0.781      0.849 
All:         10     1.1466       8300       1959         48        129      0.062      0.729      0.808      0.769      0.842 
Test:         11     1.1614       1688        364         15         21      0.055      0.583      0.818      0.703      0.812 
Train:         11     1.1614       6644       1563         34        107      0.064      0.759      0.809      0.784      0.847 
All:         11     1.1614       8299       1960         49        128      0.061      0.723      0.807      0.766      0.840 
Test:         12     1.1374       1689        363         14         22      0.057      0.611      0.819      0.717      0.801 
Train:         12     1.1374       6639       1568         39        102      0.061      0.723      0.807      0.766      0.833 
All:         12     1.1374       8295       1964         53        124      0.059      0.701      0.807      0.755      0.827 
Test:         13     1.0964       1684        368         14         22      0.056      0.611      0.817      0.716      0.774 
Train:         13     1.0964       6632       1575         46         95      0.057      0.674      0.806      0.741      0.801 
All:         13     1.0964       8288       1971         60        117      0.056      0.661      0.805      0.734      0.795 
Test:         14     1.1196       1690        362         15         21      0.055      0.583      0.819      0.703      0.771 
Train:         14     1.1196       6630       1577         48         93      0.056      0.660      0.805      0.734      0.798 
All:         14     1.1196       8286       1973         62        115      0.055      0.650      0.805      0.729      0.792 
Test:         15     1.1379       1698        354         14         22      0.059      0.611      0.824      0.719      0.797 
Train:         15     1.1379       6638       1569         40        101      0.060      0.716      0.807      0.763      0.831 
All:         15     1.1379       8294       1965         54        123      0.059      0.695      0.807      0.752      0.824 
