# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: hgcn.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.4164       1660        392          9         27      0.064      0.750      0.808      0.779      0.863 
Train:          1     1.4164       6623       1584         55         86      0.051      0.610      0.804      0.708      0.788 
All:          1     1.4164       8284       1975         64        113      0.054      0.638      0.805      0.723      0.803 
Test:          2     1.2747       1686        366         10         26      0.066      0.722      0.820      0.772      0.867 
Train:          2     1.2747       6626       1581         52         89      0.053      0.631      0.804      0.719      0.809 
All:          2     1.2747       8286       1973         62        115      0.055      0.650      0.805      0.729      0.820 
Test:          3     1.2742       1684        368          8         28      0.071      0.778      0.820      0.799      0.866 
Train:          3     1.2742       6631       1576         47         94      0.056      0.667      0.806      0.737      0.819 
All:          3     1.2742       8293       1966         55        122      0.058      0.689      0.806      0.749      0.829 
Test:          4     1.2567       1672        380          7         29      0.071      0.806      0.815      0.810      0.859 
Train:          4     1.2567       6633       1574         45         96      0.057      0.681      0.806      0.745      0.827 
All:          4     1.2567       8296       1963         52        125      0.060      0.706      0.807      0.757      0.833 
Test:          5     1.2062       1667        385         10         26      0.063      0.722      0.811      0.767      0.842 
Train:          5     1.2062       6631       1576         47         94      0.056      0.667      0.806      0.737      0.829 
All:          5     1.2062       8291       1968         57        120      0.057      0.678      0.806      0.743      0.832 
Test:          6     1.1785       1666        386         12         24      0.059      0.667      0.809      0.739      0.812 
Train:          6     1.1785       6628       1579         50         91      0.054      0.645      0.805      0.726      0.821 
All:          6     1.1785       8286       1973         62        115      0.055      0.650      0.805      0.729      0.819 
Test:          7     1.1801       1672        380         12         24      0.059      0.667      0.812      0.741      0.790 
Train:          7     1.1801       6624       1583         54         87      0.052      0.617      0.804      0.712      0.813 
All:          7     1.1801       8282       1977         66        111      0.053      0.627      0.804      0.717      0.809 
Test:          8     1.1577       1668        384         12         24      0.059      0.667      0.810      0.740      0.794 
Train:          8     1.1577       6624       1583         54         87      0.052      0.617      0.804      0.712      0.818 
All:          8     1.1577       8282       1977         66        111      0.053      0.627      0.804      0.717      0.814 
