# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: sage.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.4975       1637        415         31          5      0.012      0.139      0.786      0.468      0.369 
Train:          1     1.4975       6555       1652        123         18      0.011      0.128      0.787      0.463      0.435 
All:          1     1.4975       8194       2065        154         23      0.011      0.130      0.787      0.464      0.422 
Test:          2     1.5345       1631        421         29          7      0.016      0.194      0.784      0.495      0.507 
Train:          2     1.5345       6583       1624         95         46      0.028      0.326      0.794      0.564      0.581 
All:          2     1.5345       8224       2035        124         53      0.025      0.299      0.793      0.551      0.566 
Test:          3     1.3935       1649        403         23         13      0.031      0.361      0.796      0.582      0.662 
Train:          3     1.3935       6608       1599         70         71      0.043      0.504      0.800      0.654      0.690 
All:          3     1.3935       8255       2004         93         84      0.040      0.475      0.799      0.640      0.684 
Test:          4      1.378       1637        415         17         19      0.044      0.528      0.793      0.663      0.731 
Train:          4      1.378       6620       1587         58         83      0.050      0.589      0.803      0.698      0.742 
All:          4      1.378       8272       1987         76        101      0.048      0.571      0.802      0.688      0.740 
Test:          5     1.3018       1622        430         16         20      0.044      0.556      0.786      0.673      0.752 
Train:          5     1.3018       6621       1586         57         84      0.050      0.596      0.803      0.701      0.754 
All:          5     1.3018       8274       1985         74        103      0.049      0.582      0.803      0.694      0.754 
Test:          6      1.286       1620        432         16         20      0.044      0.556      0.785      0.673      0.757 
Train:          6      1.286       6622       1585         56         85      0.051      0.603      0.803      0.705      0.750 
All:          6      1.286       8276       1983         72        105      0.050      0.593      0.803      0.700      0.752 
Test:          7     1.2338       1619        433         17         19      0.042      0.528      0.784      0.658      0.753 
Train:          7     1.2338       6620       1587         58         83      0.050      0.589      0.803      0.698      0.741 
All:          7     1.2338       8271       1988         77        100      0.048      0.565      0.802      0.686      0.743 
Test:          8     1.2027       1623        429         17         19      0.042      0.528      0.786      0.659      0.747 
Train:          8     1.2027       6620       1587         58         83      0.050      0.589      0.803      0.698      0.733 
All:          8     1.2027       8273       1986         75        102      0.049      0.576      0.803      0.691      0.735 
Test:          9     1.1797       1621        431         18         18      0.040      0.500      0.785      0.645      0.745 
Train:          9     1.1797       6618       1589         60         81      0.049      0.574      0.802      0.690      0.728 
All:          9     1.1797       8269       1990         79         98      0.047      0.554      0.802      0.680      0.731 
Test:         10     1.2433       1624        428         18         18      0.040      0.500      0.786      0.646      0.752 
Train:         10     1.2433       6619       1588         59         82      0.049      0.582      0.803      0.694      0.731 
All:         10     1.2433       8270       1989         78         99      0.047      0.559      0.802      0.683      0.735 
Test:         11     1.2257       1619        433         18         18      0.040      0.500      0.784      0.644      0.762 
Train:         11     1.2257       6620       1587         58         83      0.050      0.589      0.803      0.698      0.738 
All:         11     1.2257       8272       1987         76        101      0.048      0.571      0.802      0.688      0.742 
Test:         12     1.2092       1611        441         18         18      0.039      0.500      0.780      0.643      0.775 
Train:         12     1.2092       6622       1585         56         85      0.051      0.603      0.803      0.705      0.747 
All:         12     1.2092       8273       1986         75        102      0.049      0.576      0.803      0.691      0.752 
Test:         13     1.1613       1613        439         17         19      0.041      0.528      0.782      0.657      0.787 
Train:         13     1.1613       6625       1582         53         88      0.053      0.624      0.804      0.716      0.755 
All:         13     1.1613       8277       1982         71        106      0.051      0.599      0.803      0.703      0.762 
Test:         14     1.1852       1611        441         15         21      0.045      0.583      0.782      0.684      0.796 
Train:         14     1.1852       6627       1580         51         90      0.054      0.638      0.805      0.723      0.762 
All:         14     1.1852       8281       1978         67        110      0.053      0.621      0.804      0.714      0.769 
Test:         15     1.1773       1614        438         14         22      0.048      0.611      0.784      0.699      0.800 
Train:         15     1.1773       6627       1580         51         90      0.054      0.638      0.805      0.723      0.766 
All:         15     1.1773       8283       1976         65        112      0.054      0.633      0.804      0.720      0.773 
Test:         16     1.2105       1612        440         14         22      0.048      0.611      0.783      0.698      0.800 
Train:         16     1.2105       6627       1580         51         90      0.054      0.638      0.805      0.723      0.766 
All:         16     1.2105       8283       1976         65        112      0.054      0.633      0.804      0.720      0.773 
Test:         17     1.1841       1612        440         14         22      0.048      0.611      0.783      0.698      0.798 
Train:         17     1.1841       6627       1580         51         90      0.054      0.638      0.805      0.723      0.765 
All:         17     1.1841       8283       1976         65        112      0.054      0.633      0.804      0.720      0.772 
Test:         18     1.1944       1610        442         14         22      0.047      0.611      0.782      0.698      0.797 
Train:         18     1.1944       6627       1580         51         90      0.054      0.638      0.805      0.723      0.763 
All:         18     1.1944       8282       1977         66        111      0.053      0.627      0.804      0.717      0.770 
Test:         19     1.1555       1617        435         14         22      0.048      0.611      0.785      0.700      0.796 
Train:         19     1.1555       6627       1580         51         90      0.054      0.638      0.805      0.723      0.763 
All:         19     1.1555       8281       1978         67        110      0.053      0.621      0.804      0.714      0.770 
Test:         20     1.1661       1619        433         14         22      0.048      0.611      0.786      0.700      0.796 
Train:         20     1.1661       6626       1581         52         89      0.053      0.631      0.804      0.719      0.764 
