# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: phgcn.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.3926       1638        414         14         22      0.050      0.611      0.795      0.705      0.805 
Train:          1     1.3926       6623       1584         55         86      0.051      0.610      0.804      0.708      0.809 
All:          1     1.3926       8279       1980         69        108      0.052      0.610      0.804      0.709      0.809 
Test:          2     1.3047       1644        408         13         23      0.053      0.639      0.798      0.720      0.825 
Train:          2     1.3047       6627       1580         51         90      0.054      0.638      0.805      0.723      0.823 
All:          2     1.3047       8284       1975         64        113      0.054      0.638      0.805      0.723      0.824 
Test:          3     1.2983       1655        397         13         23      0.055      0.639      0.804      0.723      0.833 
Train:          3     1.2983       6629       1578         49         92      0.055      0.652      0.805      0.730      0.829 
All:          3     1.2983       8286       1973         62        115      0.055      0.650      0.805      0.729      0.830 
Test:          4      1.283       1656        396         12         24      0.057      0.667      0.805      0.737      0.840 
Train:          4      1.283       6633       1574         45         96      0.057      0.681      0.806      0.745      0.835 
All:          4      1.283       8291       1968         57        120      0.057      0.678      0.806      0.743      0.836 
Test:          5      1.243       1664        388         13         23      0.056      0.639      0.808      0.725      0.844 
Train:          5      1.243       6634       1573         44         97      0.058      0.688      0.806      0.748      0.838 
All:          5      1.243       8291       1968         57        120      0.057      0.678      0.806      0.743      0.839 
Test:          6     1.2377       1658        394         13         23      0.055      0.639      0.805      0.723      0.845 
Train:          6     1.2377       6633       1574         45         96      0.057      0.681      0.806      0.745      0.839 
All:          6     1.2377       8291       1968         57        120      0.057      0.678      0.806      0.743      0.841 
Test:          7     1.2103       1655        397         12         24      0.057      0.667      0.804      0.737      0.844 
Train:          7     1.2103       6634       1573         44         97      0.058      0.688      0.806      0.748      0.840 
All:          7     1.2103       8292       1967         56        121      0.058      0.684      0.806      0.746      0.841 
Test:          8     1.1897       1649        403         12         24      0.056      0.667      0.801      0.735      0.844 
Train:          8     1.1897       6637       1570         41        100      0.060      0.709      0.807      0.759      0.841 
All:          8     1.1897       8294       1965         54        123      0.059      0.695      0.807      0.752      0.842 
Test:          9     1.1721       1651        401         11         25      0.059      0.694      0.803      0.750      0.842 
Train:          9     1.1721       6637       1570         41        100      0.060      0.709      0.807      0.759      0.842 
All:          9     1.1721       8296       1963         52        125      0.060      0.706      0.807      0.757      0.843 
Test:         10     1.1489       1651        401         10         26      0.061      0.722      0.803      0.763      0.842 
Train:         10     1.1489       6637       1570         41        100      0.060      0.709      0.807      0.759      0.843 
All:         10     1.1489       8296       1963         52        125      0.060      0.706      0.807      0.757      0.843 
