# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: gat.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.3949       1648        404         22         14      0.033      0.389      0.796      0.596      0.734 
Train:          1     1.3949       6593       1614         85         56      0.034      0.397      0.796      0.600      0.734 
All:          1     1.3949       8241       2018        107         70      0.034      0.395      0.796      0.599      0.734 
Test:          2     1.3455       1632        420         25         11      0.026      0.306      0.787      0.550      0.727 
Train:          2     1.3455       6591       1616         87         54      0.032      0.383      0.796      0.593      0.720 
All:          2     1.3455       8235       2024        113         64      0.031      0.362      0.795      0.582      0.722 
Test:          3     1.3376       1621        431         26         10      0.023      0.278      0.781      0.534      0.721 
Train:          3     1.3376       6596       1611         82         59      0.035      0.418      0.797      0.611      0.723 
All:          3     1.3376       8240       2019        108         69      0.033      0.390      0.796      0.597      0.723 
Test:          4     1.3079       1619        433         24         12      0.027      0.333      0.781      0.561      0.718 
Train:          4     1.3079       6594       1613         84         57      0.034      0.404      0.797      0.604      0.726 
All:          4     1.3079       8238       2021        110         67      0.032      0.379      0.796      0.591      0.725 
Test:          5     1.3145       1622        430         26         10      0.023      0.278      0.782      0.534      0.717 
Train:          5     1.3145       6591       1616         87         54      0.032      0.383      0.796      0.593      0.729 
All:          5     1.3145       8234       2025        114         63      0.030      0.356      0.795      0.579      0.727 
Test:          6     1.2656       1627        425         26         10      0.023      0.278      0.784      0.535      0.719 
Train:          6     1.2656       6591       1616         87         54      0.032      0.383      0.796      0.593      0.734 
All:          6     1.2656       8235       2024        113         64      0.031      0.362      0.795      0.582      0.731 
Test:          7     1.2558       1624        428         21         15      0.034      0.417      0.785      0.604      0.727 
Train:          7     1.2558       6598       1609         80         61      0.037      0.433      0.798      0.618      0.739 
All:          7     1.2558       8243       2016        105         72      0.034      0.407      0.797      0.605      0.737 
Test:          8     1.2414       1634        418         19         17      0.039      0.472      0.791      0.634      0.741 
Train:          8     1.2414       6600       1607         78         63      0.038      0.447      0.798      0.626      0.746 
All:          8     1.2414       8250       2009         98         79      0.038      0.446      0.798      0.625      0.745 
Test:          9     1.2236       1637        415         17         19      0.044      0.528      0.793      0.663      0.754 
Train:          9     1.2236       6601       1606         77         64      0.038      0.454      0.798      0.629      0.752 
All:          9     1.2236       8254       2005         94         83      0.040      0.469      0.799      0.637      0.753 
