# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: hgcn.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.3499       1657        395          9         27      0.064      0.750      0.807      0.779      0.820 
Train:          1     1.3499       6629       1578         49         92      0.055      0.652      0.805      0.730      0.824 
All:          1     1.3499       8290       1969         58        119      0.057      0.672      0.806      0.740      0.824 
Test:          2     1.2957       1656        396         10         26      0.062      0.722      0.806      0.765      0.818 
Train:          2     1.2957       6627       1580         51         90      0.054      0.638      0.805      0.723      0.823 
All:          2     1.2957       8287       1972         61        116      0.056      0.655      0.805      0.732      0.822 
Test:          3     1.2885       1656        396         10         26      0.062      0.722      0.806      0.765      0.817 
Train:          3     1.2885       6626       1581         52         89      0.053      0.631      0.804      0.719      0.825 
All:          3     1.2885       8286       1973         62        115      0.055      0.650      0.805      0.729      0.823 
Test:          4     1.2657       1650        402         10         26      0.061      0.722      0.803      0.763      0.818 
Train:          4     1.2657       6630       1577         48         93      0.056      0.660      0.805      0.734      0.826 
All:          4     1.2657       8290       1969         58        119      0.057      0.672      0.806      0.740      0.824 
Test:          5     1.2353       1658        394         10         26      0.062      0.722      0.807      0.765      0.816 
Train:          5     1.2353       6631       1576         47         94      0.056      0.667      0.806      0.737      0.826 
All:          5     1.2353       8291       1968         57        120      0.057      0.678      0.806      0.743      0.824 
Test:          6     1.2196       1663        389         11         25      0.060      0.694      0.808      0.752      0.816 
Train:          6     1.2196       6630       1577         48         93      0.056      0.660      0.805      0.734      0.827 
All:          6     1.2196       8290       1969         58        119      0.057      0.672      0.806      0.740      0.824 
Test:          7     1.2003       1658        394         10         26      0.062      0.722      0.807      0.765      0.817 
Train:          7     1.2003       6630       1577         48         93      0.056      0.660      0.805      0.734      0.828 
All:          7     1.2003       8290       1969         58        119      0.057      0.672      0.806      0.740      0.826 
Test:          8      1.174       1660        392         10         26      0.062      0.722      0.807      0.766      0.820 
Train:          8      1.174       6630       1577         48         93      0.056      0.660      0.805      0.734      0.831 
All:          8      1.174       8290       1969         58        119      0.057      0.672      0.806      0.740      0.829 
Test:          9     1.1419       1658        394          9         27      0.064      0.750      0.807      0.779      0.824 
Train:          9     1.1419       6632       1575         46         95      0.057      0.674      0.806      0.741      0.833 
All:          9     1.1419       8293       1966         55        122      0.058      0.689      0.806      0.749      0.832 
Test:         10     1.1199       1662        390          9         27      0.065      0.750      0.809      0.780      0.828 
Train:         10     1.1199       6632       1575         46         95      0.057      0.674      0.806      0.741      0.836 
All:         10     1.1199       8293       1966         55        122      0.058      0.689      0.806      0.749      0.834 
Test:         11     1.1217       1661        391         10         26      0.062      0.722      0.808      0.766      0.830 
Train:         11     1.1217       6634       1573         44         97      0.058      0.688      0.806      0.748      0.838 
All:         11     1.1217       8294       1965         54        123      0.059      0.695      0.807      0.752      0.836 
Test:         12     1.0628       1653        399         10         26      0.061      0.722      0.804      0.764      0.830 
Train:         12     1.0628       6635       1572         43         98      0.059      0.695      0.807      0.752      0.840 
All:         12     1.0628       8295       1964         53        124      0.059      0.701      0.807      0.755      0.838 
Test:         13     1.0416       1656        396         11         25      0.059      0.694      0.805      0.751      0.830 
Train:         13     1.0416       6634       1573         44         97      0.058      0.688      0.806      0.748      0.842 
All:         13     1.0416       8293       1966         55        122      0.058      0.689      0.806      0.749      0.839 
Test:         14     1.0498       1659        393         10         26      0.062      0.722      0.807      0.765      0.833 
Train:         14     1.0498       6635       1572         43         98      0.059      0.695      0.807      0.752      0.845 
All:         14     1.0498       8295       1964         53        124      0.059      0.701      0.807      0.755      0.843 
Test:         15    0.99642       1666        386         10         26      0.063      0.722      0.810      0.767      0.837 
Train:         15    0.99642       6636       1571         42         99      0.059      0.702      0.807      0.755      0.847 
All:         15    0.99642       8297       1962         51        126      0.060      0.712      0.807      0.760      0.845 
Test:         16    0.98664       1667        385         10         26      0.063      0.722      0.811      0.767      0.838 
Train:         16    0.98664       6636       1571         42         99      0.059      0.702      0.807      0.755      0.849 
All:         16    0.98664       8296       1963         52        125      0.060      0.706      0.807      0.757      0.847 
Test:         17    0.96471       1664        388         10         26      0.063      0.722      0.809      0.767      0.837 
Train:         17    0.96471       6634       1573         44         97      0.058      0.688      0.806      0.748      0.849 
All:         17    0.96471       8294       1965         54        123      0.059      0.695      0.807      0.752      0.847 
Test:         18    0.97251       1660        392         10         26      0.062      0.722      0.807      0.766      0.838 
Train:         18    0.97251       6633       1574         45         96      0.057      0.681      0.806      0.745      0.850 
All:         18    0.97251       8293       1966         55        122      0.058      0.689      0.806      0.749      0.848 
Test:         19    0.95931       1668        384         10         26      0.063      0.722      0.811      0.768      0.841 
Train:         19    0.95931       6636       1571         42         99      0.059      0.702      0.807      0.755      0.852 
All:         19    0.95931       8297       1962         51        126      0.060      0.712      0.807      0.760      0.850 
Test:         20    0.94494       1663        389         10         26      0.063      0.722      0.809      0.766      0.842 
Train:         20    0.94494       6635       1572         43         98      0.059      0.695      0.807      0.752      0.853 
All:         20    0.94494       8295       1964         53        124      0.059      0.701      0.807      0.755      0.851 
Test:         21    0.97081       1666        386         10         26      0.063      0.722      0.810      0.767      0.842 
Train:         21    0.97081       6635       1572         43         98      0.059      0.695      0.807      0.752      0.853 
All:         21    0.97081       8295       1964         53        124      0.059      0.701      0.807      0.755      0.851 
Test:         22    0.97618       1662        390         10         26      0.062      0.722      0.808      0.766      0.842 
Train:         22    0.97618       6635       1572         43         98      0.059      0.695      0.807      0.752      0.854 
All:         22    0.97618       8295       1964         53        124      0.059      0.701      0.807      0.755      0.851 
Test:         23    0.97517       1658        394         10         26      0.062      0.722      0.807      0.765      0.844 
Train:         23    0.97517       6638       1569         40        101      0.060      0.716      0.807      0.763      0.855 
All:         23    0.97517       8298       1961         50        127      0.061      0.718      0.807      0.763      0.853 
Test:         24    0.97525       1662        390         10         26      0.062      0.722      0.808      0.766      0.844 
Train:         24    0.97525       6638       1569         40        101      0.060      0.716      0.807      0.763      0.855 
All:         24    0.97525       8298       1961         50        127      0.061      0.718      0.807      0.763      0.853 
Test:         25    0.99797       1666        386         10         26      0.063      0.722      0.810      0.767      0.844 
Train:         25    0.99797       6638       1569         40        101      0.060      0.716      0.807      0.763      0.855 
All:         25    0.99797       8298       1961         50        127      0.061      0.718      0.807      0.763      0.853 
