# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: sage.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.6046       1652        400         36          0      0.000      0.000      0.791      0.403      0.213 
Train:          1     1.6046       6541       1666        137          4      0.002      0.028      0.784      0.413      0.244 
All:          1     1.6046       8175       2084        173          4      0.002      0.023      0.784      0.410      0.238 
Test:          2     1.5615       1636        416         34          2      0.005      0.056      0.784      0.426      0.278 
Train:          2     1.5615       6555       1652        123         18      0.011      0.128      0.787      0.463      0.337 
All:          2     1.5615       8191       2068        157         20      0.010      0.113      0.787      0.456      0.325 
Test:          3     1.5422       1652        400         29          7      0.017      0.194      0.795      0.500      0.368 
Train:          3     1.5422       6568       1639        110         31      0.019      0.220      0.790      0.510      0.463 
All:          3     1.5422       8209       2050        139         38      0.018      0.215      0.790      0.507      0.444 
Test:          4     1.4707       1665        387         28          8      0.020      0.222      0.801      0.517      0.490 
Train:          4     1.4707       6581       1626         97         44      0.026      0.312      0.794      0.557      0.579 
All:          4     1.4707       8223       2036        125         52      0.025      0.294      0.793      0.548      0.561 
Test:          5      1.427       1663        389         21         15      0.037      0.417      0.804      0.614      0.624 
Train:          5      1.427       6599       1608         79         62      0.037      0.440      0.798      0.622      0.667 
All:          5      1.427       8248       2011        100         77      0.037      0.435      0.798      0.620      0.658 
Test:          6      1.356       1670        382         18         18      0.045      0.500      0.808      0.657      0.725 
Train:          6      1.356       6619       1588         59         82      0.049      0.582      0.803      0.694      0.763 
All:          6      1.356       8271       1988         77        100      0.048      0.565      0.802      0.686      0.755 
Test:          7     1.3035       1681        371         14         22      0.056      0.611      0.816      0.715      0.768 
Train:          7     1.3035       6628       1579         50         91      0.054      0.645      0.805      0.726      0.794 
All:          7     1.3035       8284       1975         64        113      0.054      0.638      0.805      0.723      0.789 
Test:          8      1.256       1665        387         14         22      0.054      0.611      0.808      0.711      0.769 
Train:          8      1.256       6626       1581         52         89      0.053      0.631      0.804      0.719      0.793 
All:          8      1.256       8282       1977         66        111      0.053      0.627      0.804      0.717      0.788 
Test:          9     1.2276       1663        389         16         20      0.049      0.556      0.806      0.683      0.765 
Train:          9     1.2276       6623       1584         55         86      0.051      0.610      0.804      0.708      0.790 
All:          9     1.2276       8278       1981         70        107      0.051      0.605      0.803      0.706      0.785 
Test:         10     1.1747       1663        389         15         21      0.051      0.583      0.807      0.697      0.762 
Train:         10     1.1747       6622       1585         56         85      0.051      0.603      0.803      0.705      0.790 
All:         10     1.1747       8277       1982         71        106      0.051      0.599      0.803      0.703      0.784 
Test:         11     1.2095       1662        390         15         21      0.051      0.583      0.806      0.697      0.760 
Train:         11     1.2095       6623       1584         55         86      0.051      0.610      0.804      0.708      0.790 
All:         11     1.2095       8278       1981         70        107      0.051      0.605      0.803      0.706      0.784 
Test:         12     1.1846       1669        383         15         21      0.052      0.583      0.809      0.698      0.759 
Train:         12     1.1846       6623       1584         55         86      0.051      0.610      0.804      0.708      0.790 
All:         12     1.1846       8278       1981         70        107      0.051      0.605      0.803      0.706      0.784 
Test:         13     1.1789       1674        378         14         22      0.055      0.611      0.812      0.713      0.759 
Train:         13     1.1789       6623       1584         55         86      0.051      0.610      0.804      0.708      0.792 
All:         13     1.1789       8279       1980         69        108      0.052      0.610      0.804      0.709      0.786 
