# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: gcn2.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     2.6547       1663        389         29          7      0.018      0.194      0.800      0.502      0.376 
Train:          1     2.6547       6569       1638        109         32      0.019      0.227      0.791      0.514      0.411 
All:          1     2.6547       8210       2049        138         39      0.019      0.220      0.790      0.510      0.404 
Test:          2     1.4683       1682        370         10         26      0.066      0.722      0.818      0.771      0.844 
Train:          2     1.4683       6625       1582         53         88      0.053      0.624      0.804      0.716      0.813 
All:          2     1.4683       8285       1974         63        114      0.055      0.644      0.805      0.726      0.820 
Test:          3     1.5251       1682        370         10         26      0.066      0.722      0.818      0.771      0.847 
Train:          3     1.5251       6627       1580         51         90      0.054      0.638      0.805      0.723      0.813 
All:          3     1.5251       8287       1972         61        116      0.056      0.655      0.805      0.732      0.820 
Test:          4      1.705       1682        370         10         26      0.066      0.722      0.818      0.771      0.848 
Train:          4      1.705       6627       1580         51         90      0.054      0.638      0.805      0.723      0.816 
All:          4      1.705       8287       1972         61        116      0.056      0.655      0.805      0.732      0.823 
Test:          5     1.6667       1682        370         11         25      0.063      0.694      0.818      0.757      0.849 
Train:          5     1.6667       6629       1578         49         92      0.055      0.652      0.805      0.730      0.822 
All:          5     1.6667       8288       1971         60        117      0.056      0.661      0.805      0.734      0.828 
Test:          6     1.5115       1680        372         10         26      0.065      0.722      0.817      0.770      0.851 
Train:          6     1.5115       6629       1578         49         92      0.055      0.652      0.805      0.730      0.832 
All:          6     1.5115       8292       1967         56        121      0.058      0.684      0.806      0.746      0.836 
Test:          7      1.371       1680        372         10         26      0.065      0.722      0.817      0.770      0.847 
Train:          7      1.371       6634       1573         44         97      0.058      0.688      0.806      0.748      0.845 
All:          7      1.371       8294       1965         54        123      0.059      0.695      0.807      0.752      0.845 
Test:          8     1.2921       1672        380         15         21      0.052      0.583      0.811      0.699      0.779 
Train:          8     1.2921       6629       1578         49         92      0.055      0.652      0.805      0.730      0.818 
All:          8     1.2921       8284       1975         64        113      0.054      0.638      0.805      0.723      0.810 
Test:          9     1.3038       1647        405         24         12      0.029      0.333      0.795      0.568      0.535 
Train:          9     1.3038       6592       1615         86         55      0.033      0.390      0.796      0.597      0.626 
All:          9     1.3038       8238       2021        110         67      0.032      0.379      0.796      0.591      0.608 
Test:         10     1.3572       1636        416         26         10      0.023      0.278      0.788      0.538      0.475 
Train:         10     1.3572       6584       1623         94         47      0.028      0.333      0.794      0.568      0.556 
All:         10     1.3572       8228       2031        120         57      0.027      0.322      0.794      0.562      0.540 
Test:         11      1.357       1633        419         26         10      0.023      0.278      0.787      0.537      0.499 
Train:         11      1.357       6587       1620         91         50      0.030      0.355      0.795      0.579      0.587 
All:         11      1.357       8231       2028        117         60      0.029      0.339      0.794      0.571      0.569 
Test:         12     1.3618       1650        402         25         11      0.027      0.306      0.795      0.555      0.591 
Train:         12     1.3618       6602       1605         76         65      0.039      0.461      0.799      0.633      0.686 
All:         12     1.3618       8247       2012        101         76      0.036      0.429      0.798      0.617      0.667 
Test:         13     1.3331       1664        388         17         19      0.047      0.528      0.806      0.669      0.740 
Train:         13     1.3331       6623       1584         55         86      0.051      0.610      0.804      0.708      0.794 
All:         13     1.3331       8276       1983         72        105      0.050      0.593      0.803      0.700      0.783 
Test:         14      1.281       1667        385         15         21      0.052      0.583      0.808      0.698      0.814 
Train:         14      1.281       6635       1572         43         98      0.059      0.695      0.807      0.752      0.834 
All:         14      1.281       8290       1969         58        119      0.057      0.672      0.806      0.740      0.830 
Test:         15     1.2455       1671        381         13         23      0.057      0.639      0.811      0.727      0.840 
Train:         15     1.2455       6640       1567         38        103      0.062      0.730      0.808      0.770      0.844 
All:         15     1.2455       8298       1961         50        127      0.061      0.718      0.807      0.763      0.843 
Test:         16     1.2324       1664        388         11         25      0.061      0.694      0.809      0.753      0.850 
Train:         16     1.2324       6640       1567         38        103      0.062      0.730      0.808      0.770      0.847 
All:         16     1.2324       8299       1960         49        128      0.061      0.723      0.807      0.766      0.847 
Test:         17     1.2194       1662        390         10         26      0.062      0.722      0.808      0.766      0.854 
Train:         17     1.2194       6640       1567         38        103      0.062      0.730      0.808      0.770      0.847 
All:         17     1.2194       8300       1959         48        129      0.062      0.729      0.808      0.769      0.848 
Test:         18     1.2196       1660        392         10         26      0.062      0.722      0.807      0.766      0.855 
Train:         18     1.2196       6640       1567         38        103      0.062      0.730      0.808      0.770      0.847 
All:         18     1.2196       8300       1959         48        129      0.062      0.729      0.808      0.769      0.848 
Test:         19     1.2291       1660        392         10         26      0.062      0.722      0.807      0.766      0.854 
Train:         19     1.2291       6640       1567         38        103      0.062      0.730      0.808      0.770      0.846 
All:         19     1.2291       8300       1959         48        129      0.062      0.729      0.808      0.769      0.848 
Test:         20     1.2278       1654        398         10         26      0.061      0.722      0.805      0.764      0.851 
Train:         20     1.2278       6640       1567         38        103      0.062      0.730      0.808      0.770      0.845 
All:         20     1.2278       8300       1959         48        129      0.062      0.729      0.808      0.769      0.846 
Test:         21     1.2044       1659        393         13         23      0.055      0.639      0.806      0.724      0.845 
Train:         21     1.2044       6639       1568         39        102      0.061      0.723      0.807      0.766      0.842 
All:         21     1.2044       8296       1963         52        125      0.060      0.706      0.807      0.757      0.843 
Test:         22     1.2004       1656        396         13         23      0.055      0.639      0.804      0.723      0.834 
Train:         22     1.2004       6639       1568         39        102      0.061      0.723      0.807      0.766      0.837 
All:         22     1.2004       8296       1963         52        125      0.060      0.706      0.807      0.757      0.836 
Test:         23     1.1804       1658        394         15         21      0.051      0.583      0.804      0.696      0.815 
Train:         23     1.1804       6635       1572         43         98      0.059      0.695      0.807      0.752      0.829 
All:         23     1.1804       8290       1969         58        119      0.057      0.672      0.806      0.740      0.826 
Test:         24     1.1767       1652        400         19         17      0.041      0.472      0.799      0.639      0.788 
Train:         24     1.1767       6628       1579         50         91      0.054      0.645      0.805      0.726      0.816 
