# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: phgcn.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.4339       1545        420        110         13      0.030      0.106      0.746      0.446      0.370 
Train:          1     1.4339       6243       1613        435         57      0.034      0.116      0.755      0.455      0.404 
All:          1     1.4339       7802       2019        546         69      0.033      0.112      0.754      0.453      0.398 
Test:          2     1.3221       1617        348         68         55      0.136      0.447      0.801      0.635      0.681 
Train:          2     1.3221       6365       1491        313        179      0.107      0.364      0.784      0.587      0.628 
All:          2     1.3221       7969       1852        379        236      0.113      0.384      0.786      0.598      0.639 
Test:          3     1.3235       1625        340         58         65      0.160      0.528      0.809      0.678      0.715 
Train:          3     1.3235       6379       1477        299        193      0.116      0.392      0.787      0.602      0.652 
All:          3     1.3235       7992       1829        356        259      0.124      0.421      0.791      0.617      0.665 
Test:          4     1.3245       1629        336         58         65      0.162      0.528      0.811      0.679      0.724 
Train:          4     1.3245       6384       1472        294        198      0.119      0.402      0.788      0.608      0.662 
All:          4     1.3245       7998       1823        350        265      0.127      0.431      0.792      0.623      0.674 
Test:          5     1.3048       1620        345         58         65      0.159      0.528      0.807      0.676      0.730 
Train:          5     1.3048       6386       1470        292        200      0.120      0.407      0.789      0.610      0.669 
All:          5     1.3048       8000       1821        348        267      0.128      0.434      0.792      0.624      0.681 
Test:          6     1.2788       1614        351         57         66      0.158      0.537      0.805      0.679      0.736 
Train:          6     1.2788       6393       1463        285        207      0.124      0.421      0.791      0.617      0.679 
All:          6     1.2788       8006       1815        342        273      0.131      0.444      0.793      0.630      0.691 
Test:          7     1.2669       1620        345         58         65      0.159      0.528      0.807      0.676      0.744 
Train:          7     1.2669       6397       1459        281        211      0.126      0.429      0.792      0.622      0.693 
All:          7     1.2669       8009       1812        339        276      0.132      0.449      0.794      0.632      0.704 
Test:          8     1.2646       1617        348         59         64      0.155      0.520      0.805      0.672      0.753 
Train:          8     1.2646       6403       1453        275        217      0.130      0.441      0.793      0.628      0.704 
All:          8     1.2646       8014       1807        334        281      0.135      0.457      0.795      0.636      0.714 
Test:          9     1.2666       1614        351         55         68      0.162      0.553      0.806      0.687      0.757 
Train:          9     1.2666       6406       1450        272        220      0.132      0.447      0.794      0.631      0.706 
All:          9     1.2666       8021       1800        327        288      0.138      0.468      0.796      0.643      0.717 
Test:         10     1.2543       1615        350         54         69      0.165      0.561      0.807      0.691      0.756 
Train:         10     1.2543       6401       1455        277        215      0.129      0.437      0.793      0.626      0.704 
All:         10     1.2543       8016       1805        332        283      0.136      0.460      0.795      0.638      0.715 
