# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: sage.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.5221       1585        380         78         45      0.106      0.366      0.781      0.586      0.570 
Train:          1     1.5221       6330       1526        348        144      0.086      0.293      0.776      0.549      0.544 
All:          1     1.5221       7922       1899        426        189      0.091      0.307      0.777      0.557      0.549 
Test:          2     1.4174       1587        378         86         37      0.089      0.301      0.778      0.554      0.536 
Train:          2     1.4174       6310       1546        368        124      0.074      0.252      0.771      0.528      0.504 
All:          2     1.4174       7894       1927        454        161      0.077      0.262      0.772      0.533      0.511 
Test:          3     1.3982       1591        374         89         34      0.083      0.276      0.778      0.543      0.509 
Train:          3     1.3982       6295       1561        383        109      0.065      0.222      0.767      0.511      0.477 
All:          3     1.3982       7876       1945        472        143      0.068      0.233      0.768      0.517      0.483 
Test:          4     1.3927       1584        381         92         31      0.075      0.252      0.773      0.529      0.492 
Train:          4     1.3927       6282       1574        396         96      0.057      0.195      0.764      0.497      0.463 
All:          4     1.3927       7860       1961        488        127      0.061      0.207      0.765      0.503      0.469 
Test:          5      1.413       1580        385         95         28      0.068      0.228      0.770      0.516      0.486 
Train:          5      1.413       6257       1599        406         86      0.051      0.175      0.760      0.486      0.459 
All:          5      1.413       7837       1984        501        114      0.054      0.185      0.762      0.492      0.464 
Test:          6     1.4323       1575        390         95         28      0.067      0.228      0.768      0.515      0.489 
Train:          6     1.4323       6265       1591        403         89      0.053      0.181      0.761      0.489      0.462 
All:          6     1.4323       7839       1982        498        117      0.056      0.190      0.762      0.494      0.467 
Test:          7     1.4039       1575        390         91         32      0.076      0.260      0.770      0.531      0.501 
Train:          7     1.4039       6295       1561        383        109      0.065      0.222      0.767      0.511      0.473 
All:          7     1.4039       7874       1947        474        141      0.068      0.229      0.768      0.516      0.478 
Test:          8     1.4134       1581        384         90         33      0.079      0.268      0.773      0.536      0.522 
Train:          8     1.4134       6306       1550        372        120      0.072      0.244      0.770      0.523      0.492 
All:          8     1.4134       7886       1935        462        153      0.073      0.249      0.770      0.526      0.498 
Test:          9     1.3772       1575        390         83         40      0.093      0.325      0.773      0.563      0.547 
Train:          9     1.3772       6323       1533        355        137      0.082      0.278      0.774      0.542      0.519 
All:          9     1.3772       7910       1911        438        177      0.085      0.288      0.775      0.547      0.525 
Test:         10     1.3622       1579        386         78         45      0.104      0.366      0.778      0.585      0.579 
Train:         10     1.3622       6342       1514        336        156      0.093      0.317      0.778      0.562      0.553 
All:         10     1.3622       7932       1889        416        199      0.095      0.324      0.779      0.566      0.558 
Test:         11     1.3106       1582        383         76         47      0.109      0.382      0.780      0.594      0.615 
Train:         11     1.3106       6355       1501        323        169      0.101      0.343      0.782      0.576      0.588 
All:         11     1.3106       7948       1873        400        215      0.103      0.350      0.782      0.579      0.594 
Test:         12      1.336       1591        374         74         49      0.116      0.398      0.785      0.604      0.648 
Train:         12      1.336       6367       1489        311        181      0.108      0.368      0.784      0.589      0.620 
All:         12      1.336       7963       1858        385        230      0.110      0.374      0.785      0.592      0.626 
Test:         13     1.3349       1600        365         76         47      0.114      0.382      0.789      0.598      0.667 
Train:         13     1.3349       6373       1483        305        187      0.112      0.380      0.786      0.596      0.641 
All:         13     1.3349       7969       1852        379        236      0.113      0.384      0.786      0.598      0.646 
Test:         14     1.3405       1612        353         74         49      0.122      0.398      0.795      0.609      0.675 
Train:         14     1.3405       6378       1478        300        192      0.115      0.390      0.787      0.601      0.649 
All:         14     1.3405       7975       1846        373        242      0.116      0.393      0.787      0.603      0.654 
Test:         15     1.3373       1602        363         75         48      0.117      0.390      0.790      0.603      0.676 
Train:         15     1.3373       6378       1478        300        192      0.115      0.390      0.787      0.601      0.649 
All:         15     1.3373       7976       1845        372        243      0.116      0.395      0.788      0.604      0.654 
Test:         16     1.2926       1609        356         75         48      0.119      0.390      0.794      0.605      0.672 
Train:         16     1.2926       6378       1478        300        192      0.115      0.390      0.787      0.601      0.642 
All:         16     1.2926       7973       1848        375        240      0.115      0.390      0.787      0.601      0.648 
Test:         17     1.2995       1603        362         76         47      0.115      0.382      0.790      0.599      0.665 
Train:         17     1.2995       6376       1480        302        190      0.114      0.386      0.787      0.599      0.634 
All:         17     1.2995       7970       1851        378        237      0.114      0.385      0.786      0.598      0.640 
Test:         18     1.2725       1600        365         75         48      0.116      0.390      0.789      0.602      0.658 
Train:         18     1.2725       6369       1487        309        183      0.110      0.372      0.785      0.591      0.627 
