# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: phgcn.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.2655       1609        356         61         62      0.148      0.504      0.800      0.661      0.714 
Train:          1     1.2655       6402       1454        276        216      0.129      0.439      0.793      0.627      0.695 
All:          1     1.2655       8011       1810        337        278      0.133      0.452      0.794      0.634      0.699 
Test:          2     1.2703       1615        350         60         63      0.153      0.512      0.804      0.667      0.717 
Train:          2     1.2703       6403       1453        275        217      0.130      0.441      0.793      0.628      0.698 
All:          2     1.2703       8013       1808        335        280      0.134      0.455      0.795      0.636      0.702 
Test:          3     1.2414       1614        351         61         62      0.150      0.504      0.803      0.663      0.720 
Train:          3     1.2414       6406       1450        272        220      0.132      0.447      0.794      0.631      0.702 
All:          3     1.2414       8015       1806        333        282      0.135      0.459      0.795      0.637      0.705 
Test:          4     1.2366       1616        349         60         63      0.153      0.512      0.804      0.667      0.720 
Train:          4     1.2366       6407       1449        271        221      0.132      0.449      0.794      0.632      0.703 
All:          4     1.2366       8018       1803        330        285      0.136      0.463      0.796      0.640      0.706 
Test:          5      1.244       1617        348         60         63      0.153      0.512      0.805      0.668      0.721 
Train:          5      1.244       6408       1448        270        222      0.133      0.451      0.794      0.633      0.704 
All:          5      1.244       8018       1803        330        285      0.136      0.463      0.796      0.640      0.708 
Test:          6     1.2384       1618        347         59         64      0.156      0.520      0.806      0.672      0.722 
Train:          6     1.2384       6407       1449        271        221      0.132      0.449      0.794      0.632      0.705 
All:          6     1.2384       8019       1802        329        286      0.137      0.465      0.796      0.641      0.709 
Test:          7     1.2083       1613        352         60         63      0.152      0.512      0.803      0.667      0.721 
Train:          7     1.2083       6406       1450        272        220      0.132      0.447      0.794      0.631      0.706 
All:          7     1.2083       8016       1805        332        283      0.136      0.460      0.795      0.638      0.709 
Test:          8     1.1911       1618        347         60         63      0.154      0.512      0.805      0.668      0.722 
Train:          8     1.1911       6407       1449        271        221      0.132      0.449      0.794      0.632      0.707 
All:          8     1.1911       8017       1804        331        284      0.136      0.462      0.795      0.639      0.711 
Test:          9     1.2087       1618        347         60         63      0.154      0.512      0.805      0.668      0.724 
Train:          9     1.2087       6405       1451        273        219      0.131      0.445      0.793      0.630      0.710 
All:          9     1.2087       8015       1806        333        282      0.135      0.459      0.795      0.637      0.713 
Test:         10     1.1945       1608        357         61         62      0.148      0.504      0.800      0.661      0.725 
Train:         10     1.1945       6409       1447        269        223      0.134      0.453      0.794      0.635      0.715 
All:         10     1.1945       8018       1803        330        285      0.136      0.463      0.796      0.640      0.717 
Test:         11     1.1868       1610        355         64         59      0.143      0.480      0.799      0.650      0.726 
Train:         11     1.1868       6411       1445        267        225      0.135      0.457      0.795      0.637      0.719 
All:         11     1.1868       8018       1803        330        285      0.136      0.463      0.796      0.640      0.720 
Test:         12      1.183       1607        358         61         62      0.148      0.504      0.799      0.661      0.726 
Train:         12      1.183       6416       1440        262        230      0.138      0.467      0.796      0.642      0.722 
All:         12      1.183       8024       1797        324        291      0.139      0.473      0.797      0.645      0.723 
Test:         13     1.1784       1607        358         60         63      0.150      0.512      0.800      0.665      0.728 
Train:         13     1.1784       6417       1439        261        231      0.138      0.470      0.796      0.643      0.724 
All:         13     1.1784       8027       1794        321        294      0.141      0.478      0.797      0.648      0.725 
Test:         14     1.1577       1613        352         60         63      0.152      0.512      0.803      0.667      0.729 
Train:         14     1.1577       6418       1438        260        232      0.139      0.472      0.797      0.644      0.726 
All:         14     1.1577       8028       1793        320        295      0.141      0.480      0.798      0.649      0.726 
Test:         15     1.1764       1615        350         59         64      0.155      0.520      0.804      0.671      0.729 
Train:         15     1.1764       6419       1437        259        233      0.140      0.474      0.797      0.645      0.729 
All:         15     1.1764       8030       1791        318        297      0.142      0.483      0.798      0.650      0.729 
Test:         16     1.1502       1606        359         60         63      0.149      0.512      0.799      0.665      0.729 
Train:         16     1.1502       6421       1435        257        235      0.141      0.478      0.797      0.647      0.733 
All:         16     1.1502       8031       1790        317        298      0.143      0.485      0.798      0.651      0.732 
Test:         17     1.1451       1611        354         61         62      0.149      0.504      0.801      0.662      0.730 
Train:         17     1.1451       6423       1433        255        237      0.142      0.482      0.798      0.650      0.736 
All:         17     1.1451       8032       1789        316        299      0.143      0.486      0.798      0.652      0.735 
Test:         18     1.1564       1610        355         59         64      0.153      0.520      0.802      0.670      0.731 
Train:         18     1.1564       6423       1433        255        237      0.142      0.482      0.798      0.650      0.736 
All:         18     1.1564       8034       1787        314        301      0.144      0.489      0.799      0.654      0.735 
Test:         19     1.1481       1612        353         59         64      0.153      0.520      0.803      0.670      0.730 
Train:         19     1.1481       6423       1433        255        237      0.142      0.482      0.798      0.650      0.736 
All:         19     1.1481       8034       1787        314        301      0.144      0.489      0.799      0.654      0.735 
Test:         20     1.1514       1613        352         59         64      0.154      0.520      0.803      0.671      0.729 
Train:         20     1.1514       6422       1434        256        236      0.141      0.480      0.798      0.649      0.739 
All:         20     1.1514       8033       1788        315        300      0.144      0.488      0.798      0.653      0.737 
Test:         21     1.1528       1611        354         60         63      0.151      0.512      0.802      0.666      0.728 
Train:         21     1.1528       6427       1429        251        241      0.144      0.490      0.799      0.654      0.740 
All:         21     1.1528       8037       1784        311        304      0.146      0.494      0.799      0.656      0.737 
Test:         22      1.145       1611        354         59         64      0.153      0.520      0.802      0.670      0.728 
Train:         22      1.145       6423       1433        255        237      0.142      0.482      0.798      0.650      0.739 
All:         22      1.145       8034       1787        314        301      0.144      0.489      0.799      0.654      0.737 
Test:         23     1.1535       1612        353         60         63      0.151      0.512      0.802      0.666      0.729 
Train:         23     1.1535       6425       1431        253        239      0.143      0.486      0.798      0.652      0.738 
All:         23     1.1535       8035       1786        313        302      0.145      0.491      0.799      0.655      0.736 
Test:         24      1.151       1613        352         61         62      0.150      0.504      0.802      0.662      0.729 
Train:         24      1.151       6426       1430        252        240      0.144      0.488      0.799      0.653      0.738 
All:         24      1.151       8035       1786        313        302      0.145      0.491      0.799      0.655      0.736 
Test:         25     1.1373       1610        355         60         63      0.151      0.512      0.801      0.666      0.727 
Train:         25     1.1373       6429       1427        249        243      0.146      0.494      0.799      0.656      0.739 
All:         25     1.1373       8039       1782        309        306      0.147      0.498      0.800      0.658      0.737 
Test:         26     1.1363       1614        351         60         63      0.152      0.512      0.803      0.667      0.726 
Train:         26     1.1363       6429       1427        249        243      0.146      0.494      0.799      0.656      0.740 
All:         26     1.1363       8039       1782        309        306      0.147      0.498      0.800      0.658      0.737 
Test:         27     1.1313       1614        351         60         63      0.152      0.512      0.803      0.667      0.727 
Train:         27     1.1313       6427       1429        251        241      0.144      0.490      0.799      0.654      0.740 
All:         27     1.1313       8038       1783        310        305      0.146      0.496      0.799      0.657      0.737 
Test:         28     1.1356       1608        357         60         63      0.150      0.512      0.800      0.665      0.728 
Train:         28     1.1356       6427       1429        251        241      0.144      0.490      0.799      0.654      0.739 
All:         28     1.1356       8037       1784        311        304      0.146      0.494      0.799      0.656      0.737 
Test:         29      1.136       1609        356         60         63      0.150      0.512      0.801      0.666      0.728 
Train:         29      1.136       6425       1431        253        239      0.143      0.486      0.798      0.652      0.739 
All:         29      1.136       8035       1786        313        302      0.145      0.491      0.799      0.655      0.737 
Test:         30     1.1424       1619        346         61         62      0.152      0.504      0.805      0.664      0.727 
Train:         30     1.1424       6425       1431        253        239      0.143      0.486      0.798      0.652      0.741 
All:         30     1.1424       8035       1786        313        302      0.145      0.491      0.799      0.655      0.738 
Test:         31     1.1373       1620        345         64         59      0.146      0.480      0.804      0.652      0.725 
Train:         31     1.1373       6426       1430        252        240      0.144      0.488      0.799      0.653      0.742 
All:         31     1.1373       8034       1787        314        301      0.144      0.489      0.799      0.654      0.739 
Test:         32     1.1318       1617        348         66         57      0.141      0.463      0.802      0.643      0.724 
Train:         32     1.1318       6427       1429        251        241      0.144      0.490      0.799      0.654      0.742 
All:         32     1.1318       8032       1789        316        299      0.143      0.486      0.798      0.652      0.739 
Test:         33     1.1355       1620        345         66         57      0.142      0.463      0.803      0.644      0.725 
Train:         33     1.1355       6428       1428        250        242      0.145      0.492      0.799      0.655      0.742 
All:         33     1.1355       8033       1788        315        300      0.144      0.488      0.798      0.653      0.739 
Test:         34     1.1321       1619        346         65         58      0.144      0.472      0.803      0.648      0.725 
Train:         34     1.1321       6427       1429        251        241      0.144      0.490      0.799      0.654      0.742 
All:         34     1.1321       8032       1789        316        299      0.143      0.486      0.798      0.652      0.739 
Test:         35     1.1261       1622        343         66         57      0.142      0.463      0.804      0.644      0.725 
Train:         35     1.1261       6429       1427        249        243      0.146      0.494      0.799      0.656      0.742 
All:         35     1.1261       8034       1787        314        301      0.144      0.489      0.799      0.654      0.739 
Test:         36     1.1207       1622        343         66         57      0.142      0.463      0.804      0.644      0.723 
Train:         36     1.1207       6429       1427        249        243      0.146      0.494      0.799      0.656      0.743 
All:         36     1.1207       8033       1788        315        300      0.144      0.488      0.798      0.653      0.739 
Test:         37     1.1364       1617        348         67         56      0.139      0.455      0.801      0.639      0.722 
Train:         37     1.1364       6430       1426        248        244      0.146      0.496      0.799      0.657      0.743 
All:         37     1.1364       8034       1787        314        301      0.144      0.489      0.799      0.654      0.739 
Test:         38     1.1363       1623        342         66         57      0.143      0.463      0.805      0.645      0.724 
Train:         38     1.1363       6427       1429        251        241      0.144      0.490      0.799      0.654      0.743 
All:         38     1.1363       8034       1787        314        301      0.144      0.489      0.799      0.654      0.739 
Test:         39     1.1261       1620        345         67         56      0.140      0.455      0.803      0.640      0.725 
Train:         39     1.1261       6430       1426        248        244      0.146      0.496      0.799      0.657      0.743 
All:         39     1.1261       8034       1787        314        301      0.144      0.489      0.799      0.654      0.739 
Test:         40     1.1257       1620        345         66         57      0.142      0.463      0.803      0.644      0.725 
Train:         40     1.1257       6429       1427        249        243      0.146      0.494      0.799      0.656      0.743 
All:         40     1.1257       8033       1788        315        300      0.144      0.488      0.798      0.653      0.740 
Test:         41     1.1264       1617        348         66         57      0.141      0.463      0.802      0.643      0.725 
Train:         41     1.1264       6429       1427        249        243      0.146      0.494      0.799      0.656      0.744 
All:         41     1.1264       8034       1787        314        301      0.144      0.489      0.799      0.654      0.740 
Test:         42     1.1198       1614        351         64         59      0.144      0.480      0.801      0.651      0.726 
Train:         42     1.1198       6430       1426        248        244      0.146      0.496      0.799      0.657      0.744 
All:         42     1.1198       8037       1784        311        304      0.146      0.494      0.799      0.656      0.740 
Test:         43     1.1236       1614        351         64         59      0.144      0.480      0.801      0.651      0.727 
Train:         43     1.1236       6427       1429        251        241      0.144      0.490      0.799      0.654      0.743 
All:         43     1.1236       8033       1788        315        300      0.144      0.488      0.798      0.653      0.740 
