# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: gtn.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.7448       1532        433        115          8      0.018      0.065      0.738      0.422      0.301 
Train:          1     1.7448       6207       1649        471         21      0.013      0.043      0.746      0.416      0.271 
All:          1     1.7448       7762       2059        586         29      0.014      0.047      0.747      0.419      0.277 
Test:          2     2.3517       1576        389        101         22      0.054      0.179      0.765      0.490      0.437 
Train:          2     2.3517       6262       1594        416         76      0.046      0.154      0.759      0.476      0.434 
All:          2     2.3517       7831       1990        517         98      0.047      0.159      0.760      0.478      0.434 
Test:          3     1.5631       1601        364         74         49      0.119      0.398      0.790      0.607      0.617 
Train:          3     1.5631       6372       1484        306        186      0.111      0.378      0.786      0.595      0.642 
All:          3     1.5631       7968       1853        380        235      0.113      0.382      0.786      0.597      0.637 
Test:          4     1.2585       1620        345         75         48      0.122      0.390      0.799      0.607      0.670 
Train:          4     1.2585       6392       1464        286        206      0.123      0.419      0.790      0.616      0.694 
All:          4     1.2585       7991       1830        357        258      0.124      0.420      0.790      0.617      0.689 
Test:          5      1.283       1610        355         73         50      0.123      0.407      0.795      0.613      0.688 
Train:          5      1.283       6407       1449        271        221      0.132      0.449      0.794      0.632      0.708 
All:          5      1.283       8005       1816        343        272      0.130      0.442      0.793      0.629      0.704 
Test:          6     1.3529       1609        356         73         50      0.123      0.407      0.795      0.613      0.698 
Train:          6     1.3529       6408       1448        270        222      0.133      0.451      0.794      0.633      0.714 
All:          6     1.3529       8005       1816        343        272      0.130      0.442      0.793      0.629      0.711 
Test:          7     1.3345       1619        346         71         52      0.131      0.423      0.800      0.623      0.702 
Train:          7     1.3345       6411       1445        267        225      0.135      0.457      0.795      0.637      0.716 
All:          7     1.3345       8013       1808        335        280      0.134      0.455      0.795      0.636      0.713 
Test:          8     1.2773       1620        345         69         54      0.135      0.439      0.802      0.632      0.704 
Train:          8     1.2773       6412       1444        266        226      0.135      0.459      0.795      0.638      0.713 
All:          8     1.2773       8015       1806        333        282      0.135      0.459      0.795      0.637      0.711 
Test:          9     1.2263       1628        337         67         56      0.142      0.455      0.807      0.642      0.702 
Train:          9     1.2263       6410       1446        268        224      0.134      0.455      0.795      0.636      0.707 
All:          9     1.2263       8019       1802        329        286      0.137      0.465      0.796      0.641      0.706 
Test:         10     1.1837       1633        332         64         59      0.151      0.480      0.810      0.655      0.698 
Train:         10     1.1837       6401       1455        277        215      0.129      0.437      0.793      0.626      0.701 
All:         10     1.1837       8008       1813        340        275      0.132      0.447      0.794      0.631      0.700 
Test:         11     1.1803       1643        322         65         58      0.153      0.472      0.815      0.654      0.696 
Train:         11     1.1803       6401       1455        277        215      0.129      0.437      0.793      0.626      0.696 
All:         11     1.1803       8007       1814        341        274      0.131      0.446      0.794      0.630      0.696 
Test:         12     1.2031       1632        333         65         58      0.148      0.472      0.809      0.651      0.695 
Train:         12     1.2031       6405       1451        273        219      0.131      0.445      0.793      0.630      0.696 
All:         12     1.2031       8012       1809        336        279      0.134      0.454      0.794      0.635      0.696 
Test:         13     1.2013       1621        344         66         57      0.142      0.463      0.804      0.644      0.700 
Train:         13     1.2013       6406       1450        272        220      0.132      0.447      0.794      0.631      0.702 
All:         13     1.2013       8010       1811        338        277      0.133      0.450      0.794      0.633      0.702 
Test:         14     1.2024       1625        340         69         54      0.137      0.439      0.804      0.633      0.708 
Train:         14     1.2024       6414       1442        264        228      0.137      0.463      0.796      0.640      0.712 
All:         14     1.2024       8018       1803        330        285      0.136      0.463      0.796      0.640      0.711 
Test:         15     1.1912       1619        346         66         57      0.141      0.463      0.803      0.644      0.717 
Train:         15     1.1912       6421       1435        257        235      0.141      0.478      0.797      0.647      0.721 
All:         15     1.1912       8028       1793        320        295      0.141      0.480      0.798      0.649      0.720 
Test:         16     1.1735       1603        362         66         57      0.136      0.463      0.795      0.640      0.722 
Train:         16     1.1735       6437       1419        241        251      0.150      0.510      0.801      0.665      0.730 
All:         16     1.1735       8041       1780        307        308      0.148      0.501      0.800      0.660      0.729 
Test:         17      1.162       1600        365         65         58      0.137      0.472      0.794      0.643      0.726 
Train:         17      1.162       6440       1416        238        254      0.152      0.516      0.802      0.668      0.738 
All:         17      1.162       8045       1776        303        312      0.149      0.507      0.801      0.663      0.736 
Test:         18     1.1557       1592        373         64         59      0.137      0.480      0.791      0.645      0.730 
Train:         18     1.1557       6445       1411        233        259      0.155      0.526      0.803      0.673      0.743 
All:         18     1.1557       8049       1772        299        316      0.151      0.514      0.802      0.667      0.740 
Test:         19     1.1312       1595        370         65         58      0.136      0.472      0.792      0.642      0.731 
Train:         19     1.1312       6447       1409        231        261      0.156      0.530      0.804      0.676      0.746 
All:         19     1.1312       8051       1770        297        318      0.152      0.517      0.802      0.668      0.743 
