# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: gin.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.3358       1562        403         78         45      0.100      0.366      0.770      0.580      0.646 
Train:          1     1.3358       6342       1514        336        156      0.093      0.317      0.778      0.562      0.636 
All:          1     1.3358       7930       1891        418        197      0.094      0.320      0.779      0.564      0.638 
Test:          2     1.2736       1585        380         68         55      0.126      0.447      0.785      0.627      0.676 
Train:          2     1.2736       6385       1471        293        199      0.119      0.404      0.789      0.609      0.666 
All:          2     1.2736       7984       1837        364        251      0.120      0.408      0.789      0.611      0.668 
Test:          3      1.256       1578        387         69         54      0.122      0.439      0.782      0.621      0.677 
Train:          3      1.256       6392       1464        286        206      0.123      0.419      0.790      0.616      0.669 
All:          3      1.256       7987       1834        361        254      0.122      0.413      0.790      0.613      0.671 
Test:          4     1.2486       1578        387         67         56      0.126      0.455      0.783      0.629      0.692 
Train:          4     1.2486       6394       1462        284        208      0.125      0.423      0.791      0.618      0.684 
All:          4     1.2486       7991       1830        357        258      0.124      0.420      0.790      0.617      0.686 
Test:          5     1.2296       1578        387         70         53      0.120      0.431      0.781      0.617      0.701 
Train:          5     1.2296       6404       1452        274        218      0.131      0.443      0.793      0.629      0.695 
All:          5     1.2296       8000       1821        348        267      0.128      0.434      0.792      0.624      0.696 
Test:          6     1.2192       1589        376         70         53      0.124      0.431      0.786      0.620      0.706 
Train:          6     1.2192       6402       1454        276        216      0.129      0.439      0.793      0.627      0.703 
All:          6     1.2192       8001       1820        347        268      0.128      0.436      0.792      0.625      0.703 
Test:          7     1.2183       1593        372         67         56      0.131      0.455      0.790      0.633      0.707 
Train:          7     1.2183       6408       1448        270        222      0.133      0.451      0.794      0.633      0.712 
All:          7     1.2183       8011       1810        337        278      0.133      0.452      0.794      0.634      0.711 
Test:          8     1.1959       1594        371         65         58      0.135      0.472      0.791      0.641      0.710 
Train:          8     1.1959       6417       1439        261        231      0.138      0.470      0.796      0.643      0.717 
All:          8     1.1959       8021       1800        327        288      0.138      0.468      0.796      0.643      0.716 
Test:          9     1.1881       1590        375         68         55      0.128      0.447      0.788      0.628      0.713 
Train:          9     1.1881       6426       1430        252        240      0.144      0.488      0.799      0.653      0.722 
All:          9     1.1881       8027       1794        321        294      0.141      0.478      0.797      0.648      0.720 
Test:         10     1.1784       1596        369         65         58      0.136      0.472      0.792      0.642      0.715 
Train:         10     1.1784       6430       1426        248        244      0.146      0.496      0.799      0.657      0.728 
All:         10     1.1784       8035       1786        313        302      0.145      0.491      0.799      0.655      0.726 
Test:         11     1.1602       1605        360         63         60      0.143      0.488      0.797      0.652      0.698 
Train:         11     1.1602       6432       1424        246        246      0.147      0.500      0.800      0.659      0.730 
All:         11     1.1602       8039       1782        309        306      0.147      0.498      0.800      0.658      0.724 
Test:         12     1.1604       1603        362         65         58      0.138      0.472      0.795      0.644      0.700 
Train:         12     1.1604       6438       1418        240        252      0.151      0.512      0.801      0.666      0.733 
All:         12     1.1604       8043       1778        305        310      0.148      0.504      0.800      0.662      0.727 
Test:         13     1.1572       1605        360         64         59      0.141      0.480      0.797      0.648      0.694 
Train:         13     1.1572       6433       1423        245        247      0.148      0.502      0.800      0.660      0.733 
All:         13     1.1572       8039       1782        309        306      0.147      0.498      0.800      0.658      0.725 
Test:         14     1.1575       1603        362         63         60      0.142      0.488      0.796      0.652      0.697 
Train:         14     1.1575       6433       1423        245        247      0.148      0.502      0.800      0.660      0.737 
All:         14     1.1575       8039       1782        309        306      0.147      0.498      0.800      0.658      0.729 
Test:         15     1.1562       1605        360         63         60      0.143      0.488      0.797      0.652      0.696 
Train:         15     1.1562       6435       1421        243        249      0.149      0.506      0.801      0.663      0.738 
All:         15     1.1562       8042       1779        306        309      0.148      0.502      0.800      0.661      0.729 
Test:         16     1.1504       1604        361         63         60      0.143      0.488      0.797      0.652      0.721 
Train:         16     1.1504       6435       1421        243        249      0.149      0.506      0.801      0.663      0.739 
All:         16     1.1504       8042       1779        306        309      0.148      0.502      0.800      0.661      0.735 
Test:         17     1.1632       1604        361         62         61      0.145      0.496      0.797      0.656      0.703 
Train:         17     1.1632       6437       1419        241        251      0.150      0.510      0.801      0.665      0.741 
All:         17     1.1632       8045       1776        303        312      0.149      0.507      0.801      0.663      0.734 
Test:         18     1.1362       1616        349         65         58      0.143      0.472      0.802      0.647      0.690 
Train:         18     1.1362       6434       1422        244        248      0.149      0.504      0.800      0.662      0.736 
All:         18     1.1362       8039       1782        309        306      0.147      0.498      0.800      0.658      0.726 
