# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: gin.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1       1.32       1625        340         81         42      0.110      0.341      0.798      0.584      0.664 
Train:          1       1.32       6398       1458        280        212      0.127      0.431      0.792      0.623      0.681 
All:          1       1.32       7989       1832        359        256      0.123      0.416      0.790      0.615      0.678 
Test:          2     1.2721       1623        342         81         42      0.109      0.341      0.797      0.584      0.657 
Train:          2     1.2721       6391       1465        287        205      0.123      0.417      0.790      0.615      0.676 
All:          2     1.2721       7984       1837        364        251      0.120      0.408      0.789      0.611      0.672 
Test:          3     1.2323       1625        340         83         40      0.105      0.325      0.797      0.576      0.658 
Train:          3     1.2323       6394       1462        284        208      0.125      0.423      0.791      0.618      0.677 
All:          3     1.2323       7986       1835        362        253      0.121      0.411      0.789      0.612      0.673 
Test:          4     1.2199       1628        337         80         43      0.113      0.350      0.800      0.589      0.672 
Train:          4     1.2199       6393       1463        285        207      0.124      0.421      0.791      0.617      0.691 
All:          4     1.2199       7987       1834        361        254      0.122      0.413      0.790      0.613      0.687 
Test:          5     1.2135       1624        341         79         44      0.114      0.358      0.799      0.592      0.678 
Train:          5     1.2135       6394       1462        284        208      0.125      0.423      0.791      0.618      0.698 
All:          5     1.2135       7988       1833        360        255      0.122      0.415      0.790      0.614      0.693 
Test:          6     1.2031       1620        345         80         43      0.111      0.350      0.796      0.587      0.684 
Train:          6     1.2031       6403       1453        275        217      0.130      0.441      0.793      0.628      0.705 
All:          6     1.2031       7994       1827        354        261      0.125      0.424      0.791      0.619      0.701 
Test:          7     1.1924       1626        339         75         48      0.124      0.390      0.802      0.609      0.695 
Train:          7     1.1924       6418       1438        260        232      0.139      0.472      0.797      0.644      0.714 
All:          7     1.1924       8014       1807        334        281      0.135      0.457      0.795      0.636      0.710 
Test:          8     1.1817       1630        335         73         50      0.130      0.407      0.805      0.618      0.701 
Train:          8     1.1817       6428       1428        250        242      0.145      0.492      0.799      0.655      0.719 
All:          8     1.1817       8025       1796        323        292      0.140      0.475      0.797      0.646      0.715 
Test:          9     1.1789       1615        350         75         48      0.121      0.390      0.796      0.606      0.705 
Train:          9     1.1789       6432       1424        246        246      0.147      0.500      0.800      0.659      0.721 
All:          9     1.1789       8028       1793        320        295      0.141      0.480      0.798      0.649      0.718 
Test:         10     1.1687       1617        348         72         51      0.128      0.415      0.799      0.619      0.701 
Train:         10     1.1687       6431       1425        247        245      0.147      0.498      0.800      0.658      0.718 
All:         10     1.1687       8031       1790        317        298      0.143      0.485      0.798      0.651      0.714 
Test:         11     1.1621       1618        347         71         52      0.130      0.423      0.800      0.623      0.704 
Train:         11     1.1621       6436       1420        242        250      0.150      0.508      0.801      0.664      0.722 
All:         11     1.1621       8037       1784        311        304      0.146      0.494      0.799      0.656      0.718 
Test:         12     1.1582       1615        350         69         54      0.134      0.439      0.799      0.630      0.713 
Train:         12     1.1582       6430       1426        248        244      0.146      0.496      0.799      0.657      0.727 
All:         12     1.1582       8031       1790        317        298      0.143      0.485      0.798      0.651      0.724 
Test:         13     1.1517       1614        351         71         52      0.129      0.423      0.798      0.622      0.710 
Train:         13     1.1517       6435       1421        243        249      0.149      0.506      0.801      0.663      0.726 
All:         13     1.1517       8035       1786        313        302      0.145      0.491      0.799      0.655      0.723 
Test:         14     1.1593       1618        347         69         54      0.135      0.439      0.801      0.631      0.708 
Train:         14     1.1593       6433       1423        245        247      0.148      0.502      0.800      0.660      0.727 
All:         14     1.1593       8034       1787        314        301      0.144      0.489      0.799      0.654      0.723 
Test:         15     1.1552       1618        347         69         54      0.135      0.439      0.801      0.631      0.707 
Train:         15     1.1552       6432       1424        246        246      0.147      0.500      0.800      0.659      0.727 
All:         15     1.1552       8033       1788        315        300      0.144      0.488      0.798      0.653      0.723 
Test:         16     1.1555       1622        343         71         52      0.132      0.423      0.802      0.624      0.709 
Train:         16     1.1555       6434       1422        244        248      0.149      0.504      0.800      0.662      0.729 
All:         16     1.1555       8033       1788        315        300      0.144      0.488      0.798      0.653      0.725 
Test:         17     1.1505       1620        345         71         52      0.131      0.423      0.801      0.624      0.709 
Train:         17     1.1505       6430       1426        248        244      0.146      0.496      0.799      0.657      0.730 
All:         17     1.1505       8031       1790        317        298      0.143      0.485      0.798      0.651      0.726 
Test:         18     1.1448       1629        336         71         52      0.134      0.423      0.805      0.626      0.714 
Train:         18     1.1448       6428       1428        250        242      0.145      0.492      0.799      0.655      0.734 
All:         18     1.1448       8029       1792        319        296      0.142      0.481      0.798      0.649      0.730 
Test:         19     1.1523       1625        340         71         52      0.133      0.423      0.803      0.625      0.715 
Train:         19     1.1523       6428       1428        250        242      0.145      0.492      0.799      0.655      0.735 
All:         19     1.1523       8029       1792        319        296      0.142      0.481      0.798      0.649      0.731 
Test:         20     1.1529       1635        330         72         51      0.134      0.415      0.807      0.623      0.713 
Train:         20     1.1529       6430       1426        248        244      0.146      0.496      0.799      0.657      0.732 
All:         20     1.1529       8031       1790        317        298      0.143      0.485      0.798      0.651      0.728 
Test:         21     1.1393       1628        337         72         51      0.131      0.415      0.804      0.622      0.716 
Train:         21     1.1393       6428       1428        250        242      0.145      0.492      0.799      0.655      0.736 
All:         21     1.1393       8029       1792        319        296      0.142      0.481      0.798      0.649      0.732 
Test:         22      1.147       1627        338         72         51      0.131      0.415      0.804      0.621      0.715 
Train:         22      1.147       6433       1423        245        247      0.148      0.502      0.800      0.660      0.735 
All:         22      1.147       8035       1786        313        302      0.145      0.491      0.799      0.655      0.731 
Test:         23     1.1395       1627        338         72         51      0.131      0.415      0.804      0.621      0.718 
Train:         23     1.1395       6433       1423        245        247      0.148      0.502      0.800      0.660      0.739 
All:         23     1.1395       8033       1788        315        300      0.144      0.488      0.798      0.653      0.734 
Test:         24     1.1438       1630        335         72         51      0.132      0.415      0.805      0.622      0.721 
Train:         24     1.1438       6432       1424        246        246      0.147      0.500      0.800      0.659      0.740 
All:         24     1.1438       8033       1788        315        300      0.144      0.488      0.798      0.653      0.736 
Test:         25     1.1423       1623        342         71         52      0.132      0.423      0.802      0.624      0.712 
Train:         25     1.1423       6433       1423        245        247      0.148      0.502      0.800      0.660      0.732 
All:         25     1.1423       8034       1787        314        301      0.144      0.489      0.799      0.654      0.728 
Test:         26     1.1346       1627        338         73         50      0.129      0.407      0.803      0.617      0.707 
Train:         26     1.1346       6423       1433        255        237      0.142      0.482      0.798      0.650      0.728 
All:         26     1.1346       8022       1799        326        289      0.138      0.470      0.796      0.643      0.723 
Test:         27     1.1457       1625        340         72         51      0.130      0.415      0.803      0.621      0.714 
Train:         27     1.1457       6431       1425        247        245      0.147      0.498      0.800      0.658      0.733 
All:         27     1.1457       8030       1791        318        297      0.142      0.483      0.798      0.650      0.729 
Test:         28     1.1358       1626        339         75         48      0.124      0.390      0.802      0.609      0.717 
Train:         28     1.1358       6436       1420        242        250      0.150      0.508      0.801      0.664      0.736 
All:         28     1.1358       8032       1789        316        299      0.143      0.486      0.798      0.652      0.732 
Test:         29     1.1363       1621        344         74         49      0.125      0.398      0.800      0.612      0.709 
Train:         29     1.1363       6413       1443        265        227      0.136      0.461      0.795      0.639      0.729 
All:         29     1.1363       8014       1807        334        281      0.135      0.457      0.795      0.636      0.725 
Test:         30      1.133       1621        344         75         48      0.122      0.390      0.799      0.608      0.707 
Train:         30      1.133       6410       1446        268        224      0.134      0.455      0.795      0.636      0.726 
All:         30      1.133       8009       1812        339        276      0.132      0.449      0.794      0.632      0.722 
Test:         31     1.1329       1622        343         74         49      0.125      0.398      0.800      0.612      0.710 
