# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: gat3h.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.5582       1581        384        105         18      0.045      0.146      0.766      0.475      0.466 
Train:          1     1.5582       6240       1616        438         54      0.032      0.110      0.754      0.452      0.444 
All:          1     1.5582       7806       2015        542         73      0.035      0.119      0.755      0.457      0.449 
Test:          2     1.4579       1573        392         89         34      0.080      0.276      0.770      0.538      0.571 
Train:          2     1.4579       6333       1523        345        147      0.088      0.299      0.776      0.552      0.591 
All:          2     1.4579       7914       1907        434        181      0.087      0.294      0.776      0.550      0.587 
Test:          3     1.3477       1571        394         87         36      0.084      0.293      0.770      0.546      0.612 
Train:          3     1.3477       6353       1503        325        167      0.100      0.339      0.781      0.574      0.634 
All:          3     1.3477       7934       1887        414        201      0.096      0.327      0.780      0.567      0.629 
Test:          4     1.2697       1572        393         87         36      0.084      0.293      0.770      0.546      0.638 
Train:          4     1.2697       6360       1496        318        174      0.104      0.354      0.783      0.582      0.661 
All:          4     1.2697       7942       1879        406        209      0.100      0.340      0.781      0.574      0.657 
Test:          5     1.2913       1575        390         82         41      0.095      0.333      0.774      0.567      0.655 
Train:          5     1.2913       6367       1489        311        181      0.108      0.368      0.784      0.589      0.679 
All:          5     1.2913       7952       1869        396        219      0.105      0.356      0.783      0.583      0.674 
Test:          6     1.2706       1580        385         80         43      0.100      0.350      0.777      0.577      0.668 
Train:          6     1.2706       6373       1483        305        187      0.112      0.380      0.786      0.596      0.689 
All:          6     1.2706       7962       1859        386        229      0.110      0.372      0.785      0.592      0.685 
Test:          7     1.2809       1566        399         77         46      0.103      0.374      0.772      0.585      0.682 
Train:          7     1.2809       6366       1490        312        180      0.108      0.366      0.784      0.588      0.683 
All:          7     1.2809       7955       1866        393        222      0.106      0.361      0.784      0.585      0.683 
Test:          8     1.2726       1582        383         71         52      0.120      0.423      0.783      0.614      0.697 
Train:          8     1.2726       6387       1469        291        201      0.120      0.409      0.789      0.611      0.702 
All:          8     1.2726       7984       1837        364        251      0.120      0.408      0.789      0.611      0.701 
Test:          9     1.2524       1608        357         67         56      0.136      0.455      0.797      0.637      0.723 
Train:          9     1.2524       6400       1456        278        214      0.128      0.435      0.792      0.625      0.721 
All:          9     1.2524       8003       1818        345        270      0.129      0.439      0.793      0.627      0.722 
Test:         10     1.2382       1598        367         72         51      0.122      0.415      0.790      0.614      0.706 
Train:         10     1.2382       6390       1466        288        204      0.122      0.415      0.790      0.614      0.706 
All:         10     1.2382       7988       1833        360        255      0.122      0.415      0.790      0.614      0.706 
Test:         11     1.2527       1601        364         74         49      0.119      0.398      0.790      0.607      0.694 
Train:         11     1.2527       6391       1465        287        205      0.123      0.417      0.790      0.615      0.702 
All:         11     1.2527       7988       1833        360        255      0.122      0.415      0.790      0.614      0.701 
Test:         12     1.2747       1598        367         77         46      0.111      0.374      0.787      0.594      0.695 
Train:         12     1.2747       6403       1453        275        217      0.130      0.441      0.793      0.628      0.711 
