# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: gcn2.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     2.0878       1598        367         80         43      0.105      0.350      0.786      0.581      0.631 
Train:          1     2.0878       6345       1511        333        159      0.095      0.323      0.779      0.565      0.619 
All:          1     2.0878       7936       1885        412        203      0.097      0.330      0.780      0.569      0.621 
Test:          2     1.3062       1616        349         74         49      0.123      0.398      0.797      0.610      0.681 
Train:          2     1.3062       6400       1456        278        214      0.128      0.435      0.792      0.625      0.688 
All:          2     1.3062       7997       1824        351        264      0.126      0.429      0.792      0.622      0.687 
Test:          3     1.4195       1604        361         74         49      0.120      0.398      0.792      0.607      0.677 
Train:          3     1.4195       6404       1452        274        218      0.131      0.443      0.793      0.629      0.686 
All:          3     1.4195       8001       1820        347        268      0.128      0.436      0.792      0.625      0.684 
Test:          4     1.5424       1604        361         75         48      0.117      0.390      0.791      0.603      0.676 
Train:          4     1.5424       6404       1452        274        218      0.131      0.443      0.793      0.629      0.685 
All:          4     1.5424       7999       1822        349        266      0.127      0.433      0.792      0.623      0.683 
Test:          5     1.4648       1606        359         78         45      0.111      0.366      0.791      0.592      0.676 
Train:          5     1.4648       6398       1458        280        212      0.127      0.431      0.792      0.623      0.684 
All:          5     1.4648       7991       1830        357        258      0.124      0.420      0.790      0.617      0.682 
Test:          6     1.3511       1614        351         79         44      0.111      0.358      0.794      0.590      0.673 
Train:          6     1.3511       6395       1461        283        209      0.125      0.425      0.791      0.619      0.679 
All:          6     1.3511       7987       1834        361        254      0.122      0.413      0.790      0.613      0.678 
Test:          7     1.2765       1599        366         73         50      0.120      0.407      0.790      0.610      0.662 
Train:          7     1.2765       6375       1481        303        189      0.113      0.384      0.786      0.598      0.662 
All:          7     1.2765       7972       1849        376        239      0.114      0.389      0.787      0.600      0.662 
Test:          8     1.2616       1599        366         77         46      0.112      0.374      0.788      0.594      0.637 
Train:          8     1.2616       6364       1492        314        178      0.107      0.362      0.784      0.586      0.629 
All:          8     1.2616       7957       1864        391        224      0.107      0.364      0.784      0.587      0.630 
Test:          9     1.2924       1577        388         83         40      0.093      0.325      0.774      0.564      0.607 
Train:          9     1.2924       6341       1515        337        155      0.093      0.315      0.778      0.561      0.598 
All:          9     1.2924       7928       1893        420        195      0.093      0.317      0.778      0.562      0.600 
Test:         10     1.3023       1567        398         83         40      0.091      0.325      0.770      0.561      0.603 
Train:         10     1.3023       6338       1518        340        152      0.091      0.309      0.777      0.558      0.596 
All:         10     1.3023       7924       1897        424        191      0.091      0.311      0.778      0.559      0.598 
Test:         11     1.3119       1578        387         79         44      0.102      0.358      0.777      0.580      0.627 
Train:         11     1.3119       6355       1501        323        169      0.101      0.343      0.782      0.576      0.624 
All:         11     1.3119       7945       1876        403        212      0.102      0.345      0.782      0.577      0.625 
Test:         12     1.2976       1610        355         77         46      0.115      0.374      0.793      0.597      0.654 
Train:         12     1.2976       6375       1481        303        189      0.113      0.384      0.786      0.598      0.660 
All:         12     1.2976       7970       1851        378        237      0.114      0.385      0.786      0.598      0.659 
Test:         13     1.2748       1618        347         71         52      0.130      0.423      0.800      0.623      0.675 
Train:         13     1.2748       6399       1457        279        213      0.128      0.433      0.792      0.624      0.687 
All:         13     1.2748       8002       1819        346        269      0.129      0.437      0.793      0.626      0.685 
Test:         14     1.2461       1613        352         73         50      0.124      0.407      0.796      0.614      0.686 
Train:         14     1.2461       6411       1445        267        225      0.135      0.457      0.795      0.637      0.702 
All:         14     1.2461       8008       1813        340        275      0.132      0.447      0.794      0.631      0.699 
Test:         15     1.2312       1607        358         74         49      0.120      0.398      0.793      0.608      0.690 
Train:         15     1.2312       6415       1441        263        229      0.137      0.465      0.796      0.641      0.709 
All:         15     1.2312       8012       1809        336        279      0.134      0.454      0.794      0.635      0.705 
Test:         16     1.2213       1611        354         73         50      0.124      0.407      0.795      0.613      0.691 
Train:         16     1.2213       6414       1442        264        228      0.137      0.463      0.796      0.640      0.712 
All:         16     1.2213       8012       1809        336        279      0.134      0.454      0.794      0.635      0.708 
Test:         17     1.2275       1605        360         71         52      0.126      0.423      0.794      0.620      0.692 
Train:         17     1.2275       6413       1443        265        227      0.136      0.461      0.795      0.639      0.714 
All:         17     1.2275       8012       1809        336        279      0.134      0.454      0.794      0.635      0.710 
Test:         18     1.2391       1611        354         73         50      0.124      0.407      0.795      0.613      0.693 
Train:         18     1.2391       6417       1439        261        231      0.138      0.470      0.796      0.643      0.716 
All:         18     1.2391       8015       1806        333        282      0.135      0.459      0.795      0.637      0.711 
Test:         19      1.241       1615        350         72         51      0.127      0.415      0.798      0.618      0.694 
Train:         19      1.241       6418       1438        260        232      0.139      0.472      0.797      0.644      0.718 
All:         19      1.241       8019       1802        329        286      0.137      0.465      0.796      0.641      0.713 
Test:         20     1.2442       1616        349         70         53      0.132      0.431      0.799      0.627      0.695 
Train:         20     1.2442       6420       1436        258        234      0.140      0.476      0.797      0.646      0.721 
All:         20     1.2442       8021       1800        327        288      0.138      0.468      0.796      0.643      0.716 
Test:         21     1.2319       1618        347         71         52      0.130      0.423      0.800      0.623      0.697 
Train:         21     1.2319       6425       1431        253        239      0.143      0.486      0.798      0.652      0.724 
All:         21     1.2319       8026       1795        322        293      0.140      0.476      0.797      0.647      0.719 
Test:         22     1.2161       1623        342         67         56      0.141      0.455      0.804      0.641      0.699 
Train:         22     1.2161       6426       1430        252        240      0.144      0.488      0.799      0.653      0.727 
All:         22     1.2161       8031       1790        317        298      0.143      0.485      0.798      0.651      0.721 
Test:         23     1.2182       1626        339         65         58      0.146      0.472      0.807      0.650      0.700 
Train:         23     1.2182       6424       1432        254        238      0.143      0.484      0.798      0.651      0.729 
All:         23     1.2182       8030       1791        318        297      0.142      0.483      0.798      0.650      0.723 
Test:         24     1.2087       1624        341         65         58      0.145      0.472      0.806      0.649      0.701 
Train:         24     1.2087       6428       1428        250        242      0.145      0.492      0.799      0.655      0.728 
All:         24     1.2087       8034       1787        314        301      0.144      0.489      0.799      0.654      0.723 
Test:         25     1.2118       1610        355         68         55      0.134      0.447      0.797      0.633      0.700 
Train:         25     1.2118       6428       1428        250        242      0.145      0.492      0.799      0.655      0.727 
All:         25     1.2118       8031       1790        317        298      0.143      0.485      0.798      0.651      0.721 
Test:         26     1.2043       1612        353         70         53      0.131      0.431      0.797      0.626      0.699 
Train:         26     1.2043       6428       1428        250        242      0.145      0.492      0.799      0.655      0.726 
All:         26     1.2043       8029       1792        319        296      0.142      0.481      0.798      0.649      0.721 
Test:         27       1.21       1613        352         69         54      0.133      0.439      0.798      0.630      0.700 
Train:         27       1.21       6428       1428        250        242      0.145      0.492      0.799      0.655      0.728 
All:         27       1.21       8029       1792        319        296      0.142      0.481      0.798      0.649      0.722 
Test:         28     1.2018       1608        357         68         55      0.133      0.447      0.796      0.633      0.702 
Train:         28     1.2018       6426       1430        252        240      0.144      0.488      0.799      0.653      0.730 
All:         28     1.2018       8028       1793        320        295      0.141      0.480      0.798      0.649      0.724 
Test:         29     1.1936       1615        350         68         55      0.136      0.447      0.800      0.635      0.702 
Train:         29     1.1936       6427       1429        251        241      0.144      0.490      0.799      0.654      0.733 
All:         29     1.1936       8030       1791        318        297      0.142      0.483      0.798      0.650      0.727 
Test:         30     1.2022       1608        357         64         59      0.142      0.480      0.798      0.649      0.703 
