# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: gcn.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.3796       1585        380         98         25      0.062      0.203      0.771      0.505      0.551 
Train:          1     1.3796       6318       1538        360        132      0.079      0.268      0.773      0.536      0.605 
All:          1     1.3796       7891       1930        457        158      0.076      0.257      0.771      0.530      0.594 
Test:          2     1.3001       1611        354         79         44      0.111      0.358      0.793      0.589      0.622 
Train:          2     1.3001       6397       1459        281        211      0.126      0.429      0.792      0.622      0.694 
All:          2     1.3001       7989       1832        359        256      0.123      0.416      0.790      0.615      0.680 
Test:          3     1.2752       1609        356         79         44      0.110      0.358      0.792      0.588      0.633 
Train:          3     1.2752       6408       1448        270        222      0.133      0.451      0.794      0.633      0.699 
All:          3     1.2752       8000       1821        348        267      0.128      0.434      0.792      0.624      0.685 
Test:          4     1.2872       1618        347         80         43      0.110      0.350      0.795      0.587      0.638 
Train:          4     1.2872       6407       1449        271        221      0.132      0.449      0.794      0.632      0.700 
All:          4     1.2872       8000       1821        348        267      0.128      0.434      0.792      0.624      0.688 
Test:          5     1.2936       1616        349         80         43      0.110      0.350      0.795      0.586      0.641 
Train:          5     1.2936       6405       1451        273        219      0.131      0.445      0.793      0.630      0.702 
All:          5     1.2936       7999       1822        349        266      0.127      0.433      0.792      0.623      0.690 
Test:          6     1.2976       1612        353         79         44      0.111      0.358      0.793      0.589      0.644 
Train:          6     1.2976       6408       1448        270        222      0.133      0.451      0.794      0.633      0.705 
All:          6     1.2976       8001       1820        347        268      0.128      0.436      0.792      0.625      0.693 
Test:          7     1.2857       1613        352         79         44      0.111      0.358      0.794      0.589      0.647 
Train:          7     1.2857       6412       1444        266        226      0.135      0.459      0.795      0.638      0.709 
All:          7     1.2857       8005       1816        343        272      0.130      0.442      0.793      0.629      0.696 
Test:          8     1.2741       1608        357         79         44      0.110      0.358      0.791      0.588      0.649 
Train:          8     1.2741       6415       1441        263        229      0.137      0.465      0.796      0.641      0.713 
All:          8     1.2741       8010       1811        338        277      0.133      0.450      0.794      0.633      0.700 
Test:          9     1.2623       1607        358         82         41      0.103      0.333      0.789      0.576      0.651 
Train:          9     1.2623       6417       1439        261        231      0.138      0.470      0.796      0.643      0.716 
All:          9     1.2623       8006       1815        342        273      0.131      0.444      0.793      0.630      0.703 
Test:         10     1.2539       1609        356         79         44      0.110      0.358      0.792      0.588      0.649 
Train:         10     1.2539       6414       1442        264        228      0.137      0.463      0.796      0.640      0.717 
All:         10     1.2539       8006       1815        342        273      0.131      0.444      0.793      0.630      0.703 
Test:         11     1.2456       1605        360         79         44      0.109      0.358      0.790      0.587      0.647 
Train:         11     1.2456       6411       1445        267        225      0.135      0.457      0.795      0.637      0.714 
All:         11     1.2456       8004       1817        344        271      0.130      0.441      0.793      0.628      0.701 
Test:         12     1.2532       1609        356         79         44      0.110      0.358      0.792      0.588      0.644 
Train:         12     1.2532       6412       1444        266        226      0.135      0.459      0.795      0.638      0.712 
All:         12     1.2532       8004       1817        344        271      0.130      0.441      0.793      0.628      0.698 
Test:         13     1.2513       1610        355         77         46      0.115      0.374      0.793      0.597      0.646 
Train:         13     1.2513       6414       1442        264        228      0.137      0.463      0.796      0.640      0.713 
All:         13     1.2513       8007       1814        341        274      0.131      0.446      0.794      0.630      0.699 
Test:         14     1.2521       1613        352         77         46      0.116      0.374      0.795      0.597      0.652 
Train:         14     1.2521       6411       1445        267        225      0.135      0.457      0.795      0.637      0.718 
All:         14     1.2521       8006       1815        342        273      0.131      0.444      0.793      0.630      0.704 
Test:         15     1.2492       1608        357         78         45      0.112      0.366      0.792      0.592      0.660 
Train:         15     1.2492       6414       1442        264        228      0.137      0.463      0.796      0.640      0.724 
All:         15     1.2492       8007       1814        341        274      0.131      0.446      0.794      0.630      0.711 
Test:         16     1.2401       1608        357         79         44      0.110      0.358      0.791      0.588      0.667 
Train:         16     1.2401       6418       1438        260        232      0.139      0.472      0.797      0.644      0.728 
All:         16     1.2401       8010       1811        338        277      0.133      0.450      0.794      0.633      0.716 
Test:         17     1.2377       1610        355         77         46      0.115      0.374      0.793      0.597      0.672 
Train:         17     1.2377       6423       1433        255        237      0.142      0.482      0.798      0.650      0.731 
All:         17     1.2377       8017       1804        331        284      0.136      0.462      0.795      0.639      0.719 
Test:         18      1.229       1604        361         77         46      0.113      0.374      0.790      0.595      0.674 
Train:         18      1.229       6427       1429        251        241      0.144      0.490      0.799      0.654      0.732 
All:         18      1.229       8021       1800        327        288      0.138      0.468      0.796      0.643      0.720 
Test:         19     1.2234       1609        356         76         47      0.117      0.382      0.793      0.600      0.676 
Train:         19     1.2234       6429       1427        249        243      0.146      0.494      0.799      0.656      0.732 
All:         19     1.2234       8023       1798        325        290      0.139      0.472      0.797      0.644      0.721 
Test:         20     1.2221       1606        359         76         47      0.116      0.382      0.792      0.600      0.678 
Train:         20     1.2221       6430       1426        248        244      0.146      0.496      0.799      0.657      0.733 
All:         20     1.2221       8024       1797        324        291      0.139      0.473      0.797      0.645      0.722 
Test:         21     1.2214       1606        359         77         46      0.114      0.374      0.791      0.596      0.679 
Train:         21     1.2214       6430       1426        248        244      0.146      0.496      0.799      0.657      0.734 
All:         21     1.2214       8023       1798        325        290      0.139      0.472      0.797      0.644      0.723 
Test:         22     1.2185       1610        355         77         46      0.115      0.374      0.793      0.597      0.681 
Train:         22     1.2185       6426       1430        252        240      0.144      0.488      0.799      0.653      0.735 
All:         22     1.2185       8020       1801        328        287      0.137      0.467      0.796      0.642      0.724 
Test:         23      1.216       1602        363         76         47      0.115      0.382      0.790      0.599      0.683 
Train:         23      1.216       6427       1429        251        241      0.144      0.490      0.799      0.654      0.736 
All:         23      1.216       8022       1799        326        289      0.138      0.470      0.796      0.643      0.725 
Test:         24     1.2168       1603        362         76         47      0.115      0.382      0.790      0.599      0.684 
Train:         24     1.2168       6429       1427        249        243      0.146      0.494      0.799      0.656      0.737 
All:         24     1.2168       8024       1797        324        291      0.139      0.473      0.797      0.645      0.726 
Test:         25     1.2097       1603        362         77         46      0.113      0.374      0.790      0.595      0.685 
Train:         25     1.2097       6430       1426        248        244      0.146      0.496      0.799      0.657      0.738 
All:         25     1.2097       8025       1796        323        292      0.140      0.475      0.797      0.646      0.727 
Test:         26      1.203       1600        365         75         48      0.116      0.390      0.789      0.602      0.685 
Train:         26      1.203       6428       1428        250        242      0.145      0.492      0.799      0.655      0.738 
All:         26      1.203       8023       1798        325        290      0.139      0.472      0.797      0.644      0.727 
