# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: gat.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.5108       1591        374         84         39      0.094      0.317      0.781      0.563      0.576 
Train:          1     1.5108       6346       1510        332        160      0.096      0.325      0.779      0.566      0.566 
All:          1     1.5108       7933       1888        415        200      0.096      0.325      0.779      0.566      0.568 
Test:          2     1.3849       1610        355         75         48      0.119      0.390      0.794      0.605      0.624 
Train:          2     1.3849       6367       1489        311        181      0.108      0.368      0.784      0.589      0.620 
All:          2     1.3849       7962       1859        386        229      0.110      0.372      0.785      0.592      0.621 
Test:          3     1.3247       1612        353         72         51      0.126      0.415      0.796      0.617      0.652 
Train:          3     1.3247       6374       1482        304        188      0.113      0.382      0.786      0.597      0.656 
All:          3     1.3247       7973       1848        375        240      0.115      0.390      0.787      0.601      0.655 
Test:          4     1.3048       1618        347         71         52      0.130      0.423      0.800      0.623      0.674 
Train:          4     1.3048       6381       1475        297        195      0.117      0.396      0.788      0.604      0.679 
All:          4     1.3048       7981       1840        367        248      0.119      0.403      0.789      0.608      0.678 
Test:          5     1.2627       1628        337         72         51      0.131      0.415      0.804      0.622      0.691 
Train:          5     1.2627       6381       1475        297        195      0.117      0.396      0.788      0.604      0.695 
All:          5     1.2627       7981       1840        367        248      0.119      0.403      0.789      0.608      0.694 
Test:          6     1.2438       1628        337         69         54      0.138      0.439      0.806      0.634      0.699 
Train:          6     1.2438       6384       1472        294        198      0.119      0.402      0.788      0.608      0.704 
All:          6     1.2438       7985       1836        363        252      0.121      0.410      0.789      0.611      0.703 
Test:          7     1.2366       1632        333         70         53      0.137      0.431      0.807      0.631      0.706 
Train:          7     1.2366       6383       1473        295        197      0.118      0.400      0.788      0.606      0.709 
All:          7     1.2366       7986       1835        362        253      0.121      0.411      0.789      0.612      0.708 
Test:          8     1.2221       1627        338         71         52      0.133      0.423      0.804      0.625      0.710 
Train:          8     1.2221       6385       1471        293        199      0.119      0.404      0.789      0.609      0.712 
All:          8     1.2221       7987       1834        361        254      0.122      0.413      0.790      0.613      0.712 
Test:          9     1.1988       1629        336         72         51      0.132      0.415      0.805      0.622      0.714 
Train:          9     1.1988       6389       1467        289        203      0.122      0.413      0.790      0.613      0.714 
All:          9     1.1988       7990       1831        358        257      0.123      0.418      0.790      0.616      0.714 
Test:         10     1.2001       1629        336         71         52      0.134      0.423      0.805      0.626      0.716 
Train:         10     1.2001       6385       1471        293        199      0.119      0.404      0.789      0.609      0.715 
All:         10     1.2001       7990       1831        358        257      0.123      0.418      0.790      0.616      0.715 
