# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: hgcn.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.3003       1569        396         70         53      0.118      0.431      0.777      0.615      0.677 
Train:          1     1.3003       6384       1472        294        198      0.119      0.402      0.788      0.608      0.661 
All:          1     1.3003       7982       1839        366        249      0.119      0.405      0.789      0.609      0.664 
Test:          2     1.3041       1568        397         70         53      0.118      0.431      0.776      0.614      0.679 
Train:          2     1.3041       6386       1470        292        200      0.120      0.407      0.789      0.610      0.661 
All:          2     1.3041       7984       1837        364        251      0.120      0.408      0.789      0.611      0.664 
Test:          3     1.2664       1569        396         69         54      0.120      0.439      0.777      0.619      0.683 
Train:          3     1.2664       6392       1464        286        206      0.123      0.419      0.790      0.616      0.663 
All:          3     1.2664       7987       1834        361        254      0.122      0.413      0.790      0.613      0.668 
Test:          4     1.2667       1571        394         66         57      0.126      0.463      0.780      0.631      0.693 
Train:          4     1.2667       6409       1447        269        223      0.134      0.453      0.794      0.635      0.679 
All:          4     1.2667       8011       1810        337        278      0.133      0.452      0.794      0.634      0.682 
Test:          5     1.2577       1572        393         67         56      0.125      0.455      0.780      0.628      0.697 
Train:          5     1.2577       6413       1443        265        227      0.136      0.461      0.795      0.639      0.688 
All:          5     1.2577       8013       1808        335        280      0.134      0.455      0.795      0.636      0.690 
Test:          6     1.2382       1561        404         68         55      0.120      0.447      0.774      0.621      0.697 
Train:          6     1.2382       6411       1445        267        225      0.135      0.457      0.795      0.637      0.691 
All:          6     1.2382       8008       1813        340        275      0.132      0.447      0.794      0.631      0.692 
Test:          7     1.2271       1564        401         67         56      0.123      0.455      0.776      0.626      0.698 
Train:          7     1.2271       6412       1444        266        226      0.135      0.459      0.795      0.638      0.694 
All:          7     1.2271       8011       1810        337        278      0.133      0.452      0.794      0.634      0.695 
Test:          8     1.2281       1562        403         68         55      0.120      0.447      0.774      0.621      0.699 
Train:          8     1.2281       6412       1444        266        226      0.135      0.459      0.795      0.638      0.698 
All:          8     1.2281       8013       1808        335        280      0.134      0.455      0.795      0.636      0.698 
Test:          9     1.2182       1566        399         68         55      0.121      0.447      0.776      0.622      0.701 
Train:          9     1.2182       6414       1442        264        228      0.137      0.463      0.796      0.640      0.702 
All:          9     1.2182       8015       1806        333        282      0.135      0.459      0.795      0.637      0.702 
Test:         10     1.2114       1577        388         68         55      0.124      0.447      0.782      0.625      0.704 
Train:         10     1.2114       6418       1438        260        232      0.139      0.472      0.797      0.644      0.708 
All:         10     1.2114       8019       1802        329        286      0.137      0.465      0.796      0.641      0.707 
Test:         11     1.1964       1571        394         65         58      0.128      0.472      0.780      0.636      0.706 
Train:         11     1.1964       6420       1436        258        234      0.140      0.476      0.797      0.646      0.714 
All:         11     1.1964       8024       1797        324        291      0.139      0.473      0.797      0.645      0.712 
Test:         12     1.1968       1572        393         63         60      0.132      0.488      0.782      0.644      0.707 
Train:         12     1.1968       6420       1436        258        234      0.140      0.476      0.797      0.646      0.717 
All:         12     1.1968       8023       1798        325        290      0.139      0.472      0.797      0.644      0.715 
Test:         13     1.1875       1576        389         63         60      0.134      0.488      0.784      0.645      0.707 
Train:         13     1.1875       6416       1440        262        230      0.138      0.467      0.796      0.642      0.718 
All:         13     1.1875       8022       1799        326        289      0.138      0.470      0.796      0.643      0.716 
Test:         14     1.1835       1573        392         63         60      0.133      0.488      0.782      0.644      0.707 
Train:         14     1.1835       6417       1439        261        231      0.138      0.470      0.796      0.643      0.719 
All:         14     1.1835       8023       1798        325        290      0.139      0.472      0.797      0.644      0.716 
Test:         15     1.1807       1574        391         63         60      0.133      0.488      0.783      0.644      0.708 
Train:         15     1.1807       6418       1438        260        232      0.139      0.472      0.797      0.644      0.721 
All:         15     1.1807       8021       1800        327        288      0.138      0.468      0.796      0.643      0.718 
Test:         16      1.175       1574        391         61         62      0.137      0.504      0.784      0.653      0.710 
Train:         16      1.175       6417       1439        261        231      0.138      0.470      0.796      0.643      0.726 
All:         16      1.175       8024       1797        324        291      0.139      0.473      0.797      0.645      0.723 
Test:         17     1.1686       1572        393         59         64      0.140      0.520      0.784      0.660      0.712 
Train:         17     1.1686       6424       1432        254        238      0.143      0.484      0.798      0.651      0.731 
All:         17     1.1686       8032       1789        316        299      0.143      0.486      0.798      0.652      0.727 
Test:         18     1.1567       1577        388         59         64      0.142      0.520      0.786      0.661      0.713 
Train:         18     1.1567       6425       1431        253        239      0.143      0.486      0.798      0.652      0.733 
All:         18     1.1567       8034       1787        314        301      0.144      0.489      0.799      0.654      0.729 
Test:         19      1.163       1582        383         59         64      0.143      0.520      0.788      0.663      0.713 
Train:         19      1.163       6426       1430        252        240      0.144      0.488      0.799      0.653      0.733 
All:         19      1.163       8034       1787        314        301      0.144      0.489      0.799      0.654      0.729 
Test:         20     1.1555       1581        384         59         64      0.143      0.520      0.788      0.662      0.714 
Train:         20     1.1555       6423       1433        255        237      0.142      0.482      0.798      0.650      0.732 
All:         20     1.1555       8031       1790        317        298      0.143      0.485      0.798      0.651      0.729 
Test:         21     1.1476       1582        383         59         64      0.143      0.520      0.788      0.663      0.716 
Train:         21     1.1476       6424       1432        254        238      0.143      0.484      0.798      0.651      0.735 
All:         21     1.1476       8034       1787        314        301      0.144      0.489      0.799      0.654      0.731 
Test:         22     1.1675       1580        385         55         68      0.150      0.553      0.789      0.678      0.718 
Train:         22     1.1675       6427       1429        251        241      0.144      0.490      0.799      0.654      0.738 
All:         22     1.1675       8035       1786        313        302      0.145      0.491      0.799      0.655      0.734 
Test:         23     1.1551       1589        376         56         67      0.151      0.545      0.793      0.677      0.719 
Train:         23     1.1551       6426       1430        252        240      0.144      0.488      0.799      0.653      0.738 
All:         23     1.1551       8040       1781        308        307      0.147      0.499      0.800      0.659      0.735 
Test:         24     1.1573       1589        376         57         66      0.149      0.537      0.793      0.673      0.719 
Train:         24     1.1573       6428       1428        250        242      0.145      0.492      0.799      0.655      0.737 
All:         24     1.1573       8037       1784        311        304      0.146      0.494      0.799      0.656      0.734 
Test:         25      1.159       1589        376         58         65      0.147      0.528      0.792      0.669      0.720 
Train:         25      1.159       6425       1431        253        239      0.143      0.486      0.798      0.652      0.737 
All:         25      1.159       8034       1787        314        301      0.144      0.489      0.799      0.654      0.734 
Test:         26     1.1387       1590        375         56         67      0.152      0.545      0.794      0.677      0.721 
Train:         26     1.1387       6429       1427        249        243      0.146      0.494      0.799      0.656      0.738 
All:         26     1.1387       8039       1782        309        306      0.147      0.498      0.800      0.658      0.735 
Test:         27     1.1342       1595        370         58         65      0.149      0.528      0.795      0.670      0.722 
