# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: sage.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.4142       1591        374         87         36      0.088      0.293      0.779      0.551      0.577 
Train:          1     1.4142       6326       1530        352        140      0.084      0.285      0.775      0.545      0.543 
All:          1     1.4142       7911       1910        437        178      0.085      0.289      0.775      0.547      0.550 
Test:          2     1.3521       1602        363         90         33      0.083      0.268      0.783      0.542      0.558 
Train:          2     1.3521       6307       1549        371        121      0.072      0.246      0.770      0.524      0.529 
All:          2     1.3521       7891       1930        457        158      0.076      0.257      0.771      0.530      0.535 
Test:          3     1.3517       1600        365         89         34      0.085      0.276      0.783      0.545      0.564 
Train:          3     1.3517       6311       1545        367        125      0.075      0.254      0.771      0.529      0.540 
All:          3     1.3517       7893       1928        455        160      0.077      0.260      0.772      0.532      0.545 
Test:          4     1.3547       1600        365         87         36      0.090      0.293      0.784      0.553      0.586 
Train:          4     1.3547       6325       1531        353        139      0.083      0.283      0.774      0.544      0.565 
All:          4     1.3547       7909       1912        439        176      0.084      0.286      0.775      0.546      0.569 
Test:          5     1.3359       1593        372         83         40      0.097      0.325      0.782      0.568      0.618 
Train:          5     1.3359       6347       1509        331        161      0.096      0.327      0.780      0.568      0.598 
All:          5     1.3359       7935       1886        413        202      0.097      0.328      0.780      0.568      0.602 
Test:          6     1.2959       1599        366         77         46      0.112      0.374      0.788      0.594      0.649 
Train:          6     1.2959       6368       1488        310        182      0.109      0.370      0.785      0.590      0.628 
All:          6     1.2959       7962       1859        386        229      0.110      0.372      0.785      0.592      0.632 
Test:          7     1.3014       1598        367         76         47      0.114      0.382      0.788      0.598      0.668 
Train:          7     1.3014       6380       1476        298        194      0.116      0.394      0.787      0.603      0.650 
All:          7     1.3014       7975       1846        373        242      0.116      0.393      0.787      0.603      0.653 
Test:          8     1.2953       1595        370         74         49      0.117      0.398      0.787      0.605      0.678 
Train:          8     1.2953       6386       1470        292        200      0.120      0.407      0.789      0.610      0.662 
All:          8     1.2953       7982       1839        366        249      0.119      0.405      0.789      0.609      0.665 
Test:          9     1.2797       1609        356         71         52      0.127      0.423      0.795      0.621      0.681 
Train:          9     1.2797       6391       1465        287        205      0.123      0.417      0.790      0.615      0.667 
All:          9     1.2797       7990       1831        358        257      0.123      0.418      0.790      0.616      0.670 
Test:         10     1.2794       1608        357         67         56      0.136      0.455      0.797      0.637      0.680 
Train:         10     1.2794       6387       1469        291        201      0.120      0.409      0.789      0.611      0.668 
All:         10     1.2794       7991       1830        357        258      0.124      0.420      0.790      0.617      0.671 
Test:         11     1.2734       1610        355         65         58      0.140      0.472      0.799      0.645      0.676 
Train:         11     1.2734       6385       1471        293        199      0.119      0.404      0.789      0.609      0.667 
All:         11     1.2734       7991       1830        357        258      0.124      0.420      0.790      0.617      0.669 
Test:         12     1.2641       1620        345         67         56      0.140      0.455      0.803      0.640      0.672 
Train:         12     1.2641       6381       1475        297        195      0.117      0.396      0.788      0.604      0.665 
All:         12     1.2641       7984       1837        364        251      0.120      0.408      0.789      0.611      0.666 
Test:         13     1.2653       1620        345         69         54      0.135      0.439      0.802      0.632      0.669 
Train:         13     1.2653       6382       1474        296        196      0.117      0.398      0.788      0.605      0.663 
All:         13     1.2653       7984       1837        364        251      0.120      0.408      0.789      0.611      0.664 
Test:         14     1.2684       1620        345         69         54      0.135      0.439      0.802      0.632      0.669 
Train:         14     1.2684       6383       1473        295        197      0.118      0.400      0.788      0.606      0.665 
All:         14     1.2684       7985       1836        363        252      0.121      0.410      0.789      0.611      0.666 
Test:         15     1.2527       1614        351         71         52      0.129      0.423      0.798      0.622      0.671 
Train:         15     1.2527       6383       1473        295        197      0.118      0.400      0.788      0.606      0.670 
All:         15     1.2527       7982       1839        366        249      0.119      0.405      0.789      0.609      0.670 
Test:         16     1.2452       1619        346         69         54      0.135      0.439      0.801      0.631      0.679 
Train:         16     1.2452       6391       1465        287        205      0.123      0.417      0.790      0.615      0.678 
All:         16     1.2452       7992       1829        356        259      0.124      0.421      0.791      0.617      0.678 
Test:         17     1.2479       1628        337         70         53      0.136      0.431      0.805      0.630      0.688 
Train:         17     1.2479       6394       1462        284        208      0.125      0.423      0.791      0.618      0.688 
All:         17     1.2479       7997       1824        351        264      0.126      0.429      0.792      0.622      0.688 
Test:         18      1.231       1622        343         69         54      0.136      0.439      0.803      0.632      0.698 
Train:         18      1.231       6398       1458        280        212      0.127      0.431      0.792      0.623      0.698 
All:         18      1.231       8001       1820        347        268      0.128      0.436      0.792      0.625      0.698 
Test:         19     1.2314       1622        343         70         53      0.134      0.431      0.802      0.628      0.706 
Train:         19     1.2314       6402       1454        276        216      0.129      0.439      0.793      0.627      0.706 
All:         19     1.2314       8003       1818        345        270      0.129      0.439      0.793      0.627      0.706 
Test:         20     1.2206       1620        345         71         52      0.131      0.423      0.801      0.624      0.711 
Train:         20     1.2206       6401       1455        277        215      0.129      0.437      0.793      0.626      0.711 
All:         20     1.2206       8002       1819        346        269      0.129      0.437      0.793      0.626      0.711 
Test:         21     1.2277       1622        343         72         51      0.129      0.415      0.801      0.620      0.713 
Train:         21     1.2277       6403       1453        275        217      0.130      0.441      0.793      0.628      0.714 
All:         21     1.2277       8001       1820        347        268      0.128      0.436      0.792      0.625      0.714 
Test:         22     1.2398       1621        344         72         51      0.129      0.415      0.801      0.620      0.714 
Train:         22     1.2398       6402       1454        276        216      0.129      0.439      0.793      0.627      0.716 
All:         22     1.2398       8001       1820        347        268      0.128      0.436      0.792      0.625      0.715 
Test:         23     1.2209       1625        340         72         51      0.130      0.415      0.803      0.621      0.713 
Train:         23     1.2209       6401       1455        277        215      0.129      0.437      0.793      0.626      0.716 
All:         23     1.2209       7999       1822        349        266      0.127      0.433      0.792      0.623      0.716 
Test:         24     1.2136       1627        338         72         51      0.131      0.415      0.804      0.621      0.713 
Train:         24     1.2136       6402       1454        276        216      0.129      0.439      0.793      0.627      0.717 
All:         24     1.2136       8003       1818        345        270      0.129      0.439      0.793      0.627      0.716 
Test:         25     1.2332       1625        340         71         52      0.133      0.423      0.803      0.625      0.715 
Train:         25     1.2332       6403       1453        275        217      0.130      0.441      0.793      0.628      0.719 
All:         25     1.2332       8006       1815        342        273      0.131      0.444      0.793      0.630      0.718 
Test:         26     1.2215       1626        339         72         51      0.131      0.415      0.803      0.621      0.717 
Train:         26     1.2215       6408       1448        270        222      0.133      0.451      0.794      0.633      0.721 
All:         26     1.2215       8009       1812        339        276      0.132      0.449      0.794      0.632      0.720 
Test:         27     1.2109       1621        344         71         52      0.131      0.423      0.801      0.624      0.720 
