# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: gin.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.3443       1575        390         83         40      0.093      0.325      0.773      0.563      0.560 
Train:          1     1.3443       6321       1535        357        135      0.081      0.274      0.773      0.539      0.539 
All:          1     1.3443       7908       1913        440        175      0.084      0.285      0.775      0.545      0.543 
Test:          2     1.2942       1610        355         60         63      0.151      0.512      0.801      0.666      0.709 
Train:          2     1.2942       6405       1451        273        219      0.131      0.445      0.793      0.630      0.685 
All:          2     1.2942       8015       1806        333        282      0.135      0.459      0.795      0.637      0.690 
Test:          3     1.2818       1601        364         63         60      0.142      0.488      0.795      0.651      0.701 
Train:          3     1.2818       6396       1460        282        210      0.126      0.427      0.791      0.620      0.678 
All:          3     1.2818       8002       1819        346        269      0.129      0.437      0.793      0.626      0.683 
Test:          4     1.2714       1600        365         65         58      0.137      0.472      0.794      0.643      0.701 
Train:          4     1.2714       6398       1458        280        212      0.127      0.431      0.792      0.623      0.678 
All:          4     1.2714       8003       1818        345        270      0.129      0.439      0.793      0.627      0.682 
Test:          5     1.2591       1604        361         65         58      0.138      0.472      0.796      0.644      0.702 
Train:          5     1.2591       6399       1457        279        213      0.128      0.433      0.792      0.624      0.679 
All:          5     1.2591       8004       1817        344        271      0.130      0.441      0.793      0.628      0.684 
Test:          6     1.2477       1606        359         64         59      0.141      0.480      0.797      0.648      0.703 
Train:          6     1.2477       6398       1458        280        212      0.127      0.431      0.792      0.623      0.681 
All:          6     1.2477       8004       1817        344        271      0.130      0.441      0.793      0.628      0.685 
Test:          7     1.2382       1608        357         64         59      0.142      0.480      0.798      0.649      0.705 
Train:          7     1.2382       6397       1459        281        211      0.126      0.429      0.792      0.622      0.682 
All:          7     1.2382       8004       1817        344        271      0.130      0.441      0.793      0.628      0.687 
Test:          8     1.2289       1608        357         63         60      0.144      0.488      0.799      0.653      0.711 
Train:          8     1.2289       6399       1457        279        213      0.128      0.433      0.792      0.624      0.688 
All:          8     1.2289       8006       1815        342        273      0.131      0.444      0.793      0.630      0.692 
