# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: gcn.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.3094       1627        338         69         54      0.138      0.439      0.805      0.634      0.721 
Train:          1     1.3094       6405       1451        273        219      0.131      0.445      0.793      0.630      0.684 
All:          1     1.3094       8007       1814        341        274      0.131      0.446      0.794      0.630      0.691 
Test:          2     1.2636       1642        323         69         54      0.143      0.439      0.812      0.637      0.690 
Train:          2     1.2636       6397       1459        281        211      0.126      0.429      0.792      0.622      0.654 
All:          2     1.2636       8002       1819        346        269      0.129      0.437      0.793      0.626      0.661 
Test:          3     1.2769       1639        326         72         51      0.135      0.415      0.809      0.624      0.670 
Train:          3     1.2769       6376       1480        302        190      0.114      0.386      0.787      0.599      0.636 
All:          3     1.2769       7976       1845        372        243      0.116      0.395      0.788      0.604      0.643 
Test:          4     1.2748       1655        310         69         54      0.148      0.439      0.818      0.641      0.694 
Train:          4     1.2748       6390       1466        288        204      0.122      0.415      0.790      0.614      0.660 
All:          4     1.2748       7993       1828        355        260      0.125      0.423      0.791      0.618      0.667 
Test:          5     1.2692       1644        321         65         58      0.153      0.472      0.815      0.654      0.721 
Train:          5     1.2692       6400       1456        278        214      0.128      0.435      0.792      0.625      0.684 
All:          5     1.2692       8006       1815        342        273      0.131      0.444      0.793      0.630      0.691 
Test:          6     1.2569       1643        322         66         57      0.150      0.463      0.814      0.650      0.735 
Train:          6     1.2569       6405       1451        273        219      0.131      0.445      0.793      0.630      0.697 
All:          6     1.2569       8012       1809        336        279      0.134      0.454      0.794      0.635      0.705 
Test:          7     1.2437       1637        328         66         57      0.148      0.463      0.811      0.648      0.739 
Train:          7     1.2437       6408       1448        270        222      0.133      0.451      0.794      0.633      0.704 
All:          7     1.2437       8018       1803        330        285      0.136      0.463      0.796      0.640      0.711 
Test:          8     1.2433       1635        330         66         57      0.147      0.463      0.810      0.648      0.740 
Train:          8     1.2433       6411       1445        267        225      0.135      0.457      0.795      0.637      0.707 
All:          8     1.2433       8017       1804        331        284      0.136      0.462      0.795      0.639      0.713 
Test:          9     1.2431       1631        334         66         57      0.146      0.463      0.808      0.647      0.742 
Train:          9     1.2431       6413       1443        265        227      0.136      0.461      0.795      0.639      0.709 
All:          9     1.2431       8017       1804        331        284      0.136      0.462      0.795      0.639      0.716 
Test:         10     1.2428       1635        330         65         58      0.149      0.472      0.811      0.652      0.744 
Train:         10     1.2428       6411       1445        267        225      0.135      0.457      0.795      0.637      0.711 
All:         10     1.2428       8017       1804        331        284      0.136      0.462      0.795      0.639      0.717 
Test:         11     1.2361       1636        329         65         58      0.150      0.472      0.811      0.652      0.745 
Train:         11     1.2361       6410       1446        268        224      0.134      0.455      0.795      0.636      0.712 
All:         11     1.2361       8018       1803        330        285      0.136      0.463      0.796      0.640      0.719 
Test:         12     1.2278       1643        322         65         58      0.153      0.472      0.815      0.654      0.745 
Train:         12     1.2278       6411       1445        267        225      0.135      0.457      0.795      0.637      0.712 
All:         12     1.2278       8023       1798        325        290      0.139      0.472      0.797      0.644      0.718 
Test:         13      1.226       1648        317         60         63      0.166      0.512      0.819      0.675      0.744 
Train:         13      1.226       6404       1452        274        218      0.131      0.443      0.793      0.629      0.711 
All:         13      1.226       8019       1802        329        286      0.137      0.465      0.796      0.641      0.717 
