# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: sage.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.3832       1557        408         91         32      0.073      0.260      0.761      0.526      0.533 
Train:          1     1.3832       6299       1557        379        113      0.068      0.230      0.768      0.516      0.508 
All:          1     1.3832       7877       1944        471        144      0.069      0.234      0.769      0.518      0.513 
Test:          2     1.3633       1570        395         86         37      0.086      0.301      0.770      0.550      0.554 
Train:          2     1.3633       6314       1542        364        128      0.077      0.260      0.772      0.532      0.527 
All:          2     1.3633       7898       1923        450        165      0.079      0.268      0.773      0.536      0.532 
Test:          3      1.328       1579        386         81         42      0.098      0.341      0.776      0.573      0.589 
Train:          3      1.328       6348       1508        330        162      0.097      0.329      0.780      0.569      0.562 
All:          3      1.328       7936       1885        412        203      0.097      0.330      0.780      0.569      0.567 
Test:          4     1.3206       1576        389         77         46      0.106      0.374      0.777      0.588      0.619 
Train:          4     1.3206       6360       1496        318        174      0.104      0.354      0.783      0.582      0.597 
All:          4     1.3206       7953       1868        395        220      0.105      0.358      0.783      0.584      0.601 
Test:          5     1.3255       1576        389         72         51      0.116      0.415      0.779      0.608      0.635 
Train:          5     1.3255       6360       1496        318        174      0.104      0.354      0.783      0.582      0.619 
All:          5     1.3255       7956       1865        392        223      0.107      0.363      0.784      0.586      0.622 
Test:          6     1.2922       1575        390         73         50      0.114      0.407      0.778      0.604      0.643 
Train:          6     1.2922       6370       1486        308        184      0.110      0.374      0.785      0.592      0.631 
All:          6     1.2922       7964       1857        384        231      0.111      0.376      0.785      0.593      0.633 
Test:          7     1.2892       1587        378         73         50      0.117      0.407      0.784      0.607      0.650 
Train:          7     1.2892       6377       1479        301        191      0.114      0.388      0.787      0.600      0.642 
All:          7     1.2892       7973       1848        375        240      0.115      0.390      0.787      0.601      0.643 
Test:          8     1.2834       1590        375         73         50      0.118      0.407      0.785      0.608      0.660 
Train:          8     1.2834       6384       1472        294        198      0.119      0.402      0.788      0.608      0.654 
All:          8     1.2834       7980       1841        368        247      0.118      0.402      0.788      0.607      0.655 
Test:          9     1.2718       1588        377         71         52      0.121      0.423      0.785      0.615      0.671 
Train:          9     1.2718       6389       1467        289        203      0.122      0.413      0.790      0.613      0.668 
All:          9     1.2718       7986       1835        362        253      0.121      0.411      0.789      0.612      0.668 
Test:         10     1.2533       1588        377         72         51      0.119      0.415      0.785      0.611      0.680 
Train:         10     1.2533       6393       1463        285        207      0.124      0.421      0.791      0.617      0.682 
All:         10     1.2533       7988       1833        360        255      0.122      0.415      0.790      0.614      0.681 
Test:         11      1.264       1590        375         71         52      0.122      0.423      0.786      0.616      0.689 
Train:         11      1.264       6396       1460        282        210      0.126      0.427      0.791      0.620      0.695 
All:         11      1.264       7994       1827        354        261      0.125      0.424      0.791      0.619      0.694 
Test:         12      1.246       1587        378         68         55      0.127      0.447      0.786      0.627      0.698 
Train:         12      1.246       6405       1451        273        219      0.131      0.445      0.793      0.630      0.706 
All:         12      1.246       8003       1818        345        270      0.129      0.439      0.793      0.627      0.704 
Test:         13     1.2476       1590        375         68         55      0.128      0.447      0.788      0.628      0.704 
Train:         13     1.2476       6412       1444        266        226      0.135      0.459      0.795      0.638      0.712 
All:         13     1.2476       8011       1810        337        278      0.133      0.452      0.794      0.634      0.710 
Test:         14     1.2534       1590        375         69         54      0.126      0.439      0.787      0.624      0.708 
Train:         14     1.2534       6414       1442        264        228      0.137      0.463      0.796      0.640      0.716 
All:         14     1.2534       8014       1807        334        281      0.135      0.457      0.795      0.636      0.714 
Test:         15      1.258       1590        375         70         53      0.124      0.431      0.787      0.620      0.710 
Train:         15      1.258       6417       1439        261        231      0.138      0.470      0.796      0.643      0.718 
All:         15      1.258       8016       1805        332        283      0.136      0.460      0.795      0.638      0.716 
Test:         16     1.2461       1593        372         69         54      0.127      0.439      0.789      0.625      0.712 
Train:         16     1.2461       6418       1438        260        232      0.139      0.472      0.797      0.644      0.719 
All:         16     1.2461       8019       1802        329        286      0.137      0.465      0.796      0.641      0.718 
Test:         17     1.2323       1592        373         71         52      0.122      0.423      0.787      0.616      0.714 
Train:         17     1.2323       6420       1436        258        234      0.140      0.476      0.797      0.646      0.721 
All:         17     1.2323       8019       1802        329        286      0.137      0.465      0.796      0.641      0.720 
Test:         18     1.2418       1592        373         70         53      0.124      0.431      0.788      0.621      0.716 
Train:         18     1.2418       6422       1434        256        236      0.141      0.480      0.798      0.649      0.725 
All:         18     1.2418       8022       1799        326        289      0.138      0.470      0.796      0.643      0.723 
Test:         19     1.2098       1589        376         70         53      0.124      0.431      0.786      0.620      0.718 
Train:         19     1.2098       6422       1434        256        236      0.141      0.480      0.798      0.649      0.728 
All:         19     1.2098       8021       1800        327        288      0.138      0.468      0.796      0.643      0.726 
Test:         20     1.2077       1586        379         70         53      0.123      0.431      0.785      0.619      0.720 
Train:         20     1.2077       6422       1434        256        236      0.141      0.480      0.798      0.649      0.731 
All:         20     1.2077       8022       1799        326        289      0.138      0.470      0.796      0.643      0.729 
Test:         21     1.2151       1586        379         71         52      0.121      0.423      0.784      0.615      0.721 
Train:         21     1.2151       6425       1431        253        239      0.143      0.486      0.798      0.652      0.732 
All:         21     1.2151       8023       1798        325        290      0.139      0.472      0.797      0.644      0.730 
Test:         22     1.2218       1586        379         69         54      0.125      0.439      0.785      0.623      0.722 
Train:         22     1.2218       6425       1431        253        239      0.143      0.486      0.798      0.652      0.733 
All:         22     1.2218       8024       1797        324        291      0.139      0.473      0.797      0.645      0.730 
Test:         23     1.2176       1580        385         68         55      0.125      0.447      0.783      0.626      0.722 
Train:         23     1.2176       6429       1427        249        243      0.146      0.494      0.799      0.656      0.734 
All:         23     1.2176       8030       1791        318        297      0.142      0.483      0.798      0.650      0.731 
Test:         24     1.2037       1578        387         68         55      0.124      0.447      0.782      0.625      0.723 
Train:         24     1.2037       6429       1427        249        243      0.146      0.494      0.799      0.656      0.734 
All:         24     1.2037       8027       1794        321        294      0.141      0.478      0.797      0.648      0.732 
Test:         25     1.2126       1574        391         69         54      0.121      0.439      0.780      0.620      0.723 
Train:         25     1.2126       6426       1430        252        240      0.144      0.488      0.799      0.653      0.736 
All:         25     1.2126       8025       1796        323        292      0.140      0.475      0.797      0.646      0.733 
Test:         26      1.208       1571        394         70         53      0.119      0.431      0.778      0.615      0.724 
Train:         26      1.208       6424       1432        254        238      0.143      0.484      0.798      0.651      0.737 
All:         26      1.208       8023       1798        325        290      0.139      0.472      0.797      0.644      0.734 
Test:         27     1.2155       1567        398         69         54      0.119      0.439      0.776      0.618      0.725 
Train:         27     1.2155       6424       1432        254        238      0.143      0.484      0.798      0.651      0.739 
All:         27     1.2155       8024       1797        324        291      0.139      0.473      0.797      0.645      0.736 
Test:         28     1.1989       1573        392         69         54      0.121      0.439      0.779      0.620      0.725 
Train:         28     1.1989       6427       1429        251        241      0.144      0.490      0.799      0.654      0.741 
All:         28     1.1989       8027       1794        321        294      0.141      0.478      0.797      0.648      0.738 
Test:         29     1.2002       1575        390         68         55      0.124      0.447      0.781      0.624      0.725 
Train:         29     1.2002       6428       1428        250        242      0.145      0.492      0.799      0.655      0.742 
All:         29     1.2002       8026       1795        322        293      0.140      0.476      0.797      0.647      0.739 
Test:         30     1.1998       1571        394         67         56      0.124      0.455      0.779      0.627      0.725 
Train:         30     1.1998       6428       1428        250        242      0.145      0.492      0.799      0.655      0.743 
All:         30     1.1998       8028       1793        320        295      0.141      0.480      0.798      0.649      0.740 
Test:         31     1.2016       1578        387         68         55      0.124      0.447      0.782      0.625      0.726 
Train:         31     1.2016       6427       1429        251        241      0.144      0.490      0.799      0.654      0.744 
All:         31     1.2016       8029       1792        319        296      0.142      0.481      0.798      0.649      0.740 
Test:         32     1.2061       1582        383         66         57      0.130      0.463      0.785      0.634      0.726 
Train:         32     1.2061       6429       1427        249        243      0.146      0.494      0.799      0.656      0.744 
All:         32     1.2061       8031       1790        317        298      0.143      0.485      0.798      0.651      0.740 
Test:         33     1.1932       1579        386         66         57      0.129      0.463      0.784      0.633      0.727 
Train:         33     1.1932       6429       1427        249        243      0.146      0.494      0.799      0.656      0.744 
All:         33     1.1932       8033       1788        315        300      0.144      0.488      0.798      0.653      0.741 
Test:         34     1.1922       1581        384         65         58      0.131      0.472      0.785      0.638      0.727 
Train:         34     1.1922       6430       1426        248        244      0.146      0.496      0.799      0.657      0.745 
All:         34     1.1922       8032       1789        316        299      0.143      0.486      0.798      0.652      0.741 
Test:         35     1.2087       1577        388         66         57      0.128      0.463      0.783      0.633      0.727 
Train:         35     1.2087       6431       1425        247        245      0.147      0.498      0.800      0.658      0.746 
All:         35     1.2087       8035       1786        313        302      0.145      0.491      0.799      0.655      0.742 
Test:         36     1.1973       1577        388         65         58      0.130      0.472      0.783      0.637      0.728 
Train:         36     1.1973       6430       1426        248        244      0.146      0.496      0.799      0.657      0.746 
All:         36     1.1973       8034       1787        314        301      0.144      0.489      0.799      0.654      0.743 
Test:         37     1.1968       1576        389         65         58      0.130      0.472      0.783      0.637      0.729 
Train:         37     1.1968       6430       1426        248        244      0.146      0.496      0.799      0.657      0.747 
All:         37     1.1968       8032       1789        316        299      0.143      0.486      0.798      0.652      0.744 
Test:         38     1.1939       1576        389         67         56      0.126      0.455      0.782      0.629      0.729 
Train:         38     1.1939       6430       1426        248        244      0.146      0.496      0.799      0.657      0.748 
All:         38     1.1939       8033       1788        315        300      0.144      0.488      0.798      0.653      0.744 
Test:         39     1.1995       1576        389         66         57      0.128      0.463      0.782      0.633      0.730 
