# Number of nodes=10436; Number of edges=824342; Number of node features=5; Model: gcn2.
     epoch       loss         tn         fp         fn         tp       prec        rec        acc       bacc        auc 
Test:          1     1.9562       1591        374         73         50      0.118      0.407      0.786      0.608      0.662 
Train:          1     1.9562       6400       1456        278        214      0.128      0.435      0.792      0.625      0.684 
All:          1     1.9562       7997       1824        351        264      0.126      0.429      0.792      0.622      0.679 
Test:          2     1.3161       1582        383         71         52      0.120      0.423      0.783      0.614      0.664 
Train:          2     1.3161       6407       1449        271        221      0.132      0.449      0.794      0.632      0.687 
All:          2     1.3161       8002       1819        346        269      0.129      0.437      0.793      0.626      0.683 
Test:          3     1.5293       1580        385         71         52      0.119      0.423      0.782      0.613      0.668 
Train:          3     1.5293       6409       1447        269        223      0.134      0.453      0.794      0.635      0.689 
All:          3     1.5293       8006       1815        342        273      0.131      0.444      0.793      0.630      0.685 
Test:          4     1.5236       1583        382         71         52      0.120      0.423      0.783      0.614      0.674 
Train:          4     1.5236       6406       1450        272        220      0.132      0.447      0.794      0.631      0.693 
All:          4     1.5236       8005       1816        343        272      0.130      0.442      0.793      0.629      0.689 
Test:          5     1.3931       1587        378         74         49      0.115      0.398      0.784      0.603      0.687 
Train:          5     1.3931       6404       1452        274        218      0.131      0.443      0.793      0.629      0.700 
All:          5     1.3931       7998       1823        350        265      0.127      0.431      0.792      0.623      0.698 
Test:          6     1.2796       1593        372         71         52      0.123      0.423      0.788      0.617      0.707 
Train:          6     1.2796       6403       1453        275        217      0.130      0.441      0.793      0.628      0.707 
All:          6     1.2796       8000       1821        348        267      0.128      0.434      0.792      0.624      0.707 
Test:          7     1.2553       1612        353         72         51      0.126      0.415      0.796      0.617      0.668 
Train:          7     1.2553       6348       1508        330        162      0.097      0.329      0.780      0.569      0.629 
All:          7     1.2553       7951       1870        397        218      0.104      0.354      0.783      0.582      0.637 
Test:          8     1.3264       1589        376         97         26      0.065      0.211      0.773      0.510      0.559 
Train:          8     1.3264       6284       1572        394         98      0.059      0.199      0.764      0.500      0.525 
All:          8     1.3264       7859       1962        489        126      0.060      0.205      0.765      0.503      0.532 
Test:          9     1.3403       1598        367         95         28      0.071      0.228      0.779      0.520      0.576 
Train:          9     1.3403       6295       1561        383        109      0.065      0.222      0.767      0.511      0.541 
All:          9     1.3403       7871       1950        477        138      0.066      0.224      0.767      0.513      0.548 
Test:         10     1.3463       1624        341         71         52      0.132      0.423      0.803      0.625      0.674 
Train:         10     1.3463       6351       1505        327        165      0.099      0.335      0.781      0.572      0.633 
All:         10     1.3463       7953       1868        395        220      0.105      0.358      0.783      0.584      0.641 
Test:         11     1.2968       1602        363         68         55      0.132      0.447      0.794      0.631      0.713 
Train:         11     1.2968       6391       1465        287        205      0.123      0.417      0.790      0.615      0.697 
All:         11     1.2968       7993       1828        355        260      0.125      0.423      0.791      0.618      0.700 
Test:         12     1.2668       1594        371         67         56      0.131      0.455      0.790      0.633      0.714 
Train:         12     1.2668       6402       1454        276        216      0.129      0.439      0.793      0.627      0.713 
All:         12     1.2668       8005       1816        343        272      0.130      0.442      0.793      0.629      0.713 
Test:         13     1.2364       1594        371         68         55      0.129      0.447      0.790      0.629      0.708 
Train:         13     1.2364       6407       1449        271        221      0.132      0.449      0.794      0.632      0.713 
All:         13     1.2364       8008       1813        340        275      0.132      0.447      0.794      0.631      0.712 
Test:         14     1.2386       1587        378         71         52      0.121      0.423      0.785      0.615      0.703 
Train:         14     1.2386       6407       1449        271        221      0.132      0.449      0.794      0.632      0.712 
All:         14     1.2386       8006       1815        342        273      0.131      0.444      0.793      0.630      0.710 
Test:         15     1.2474       1592        373         72         51      0.120      0.415      0.787      0.612      0.701 
Train:         15     1.2474       6407       1449        271        221      0.132      0.449      0.794      0.632      0.711 
All:         15     1.2474       8005       1816        343        272      0.130      0.442      0.793      0.629      0.709 
Test:         16     1.2618       1592        373         72         51      0.120      0.415      0.787      0.612      0.701 
Train:         16     1.2618       6406       1450        272        220      0.132      0.447      0.794      0.631      0.712 
All:         16     1.2618       8004       1817        344        271      0.130      0.441      0.793      0.628      0.709 
Test:         17     1.2623       1586        379         70         53      0.123      0.431      0.785      0.619      0.704 
Train:         17     1.2623       6407       1449        271        221      0.132      0.449      0.794      0.632      0.713 
All:         17     1.2623       8006       1815        342        273      0.131      0.444      0.793      0.630      0.711 
Test:         18     1.2538       1591        374         68         55      0.128      0.447      0.788      0.628      0.709 
Train:         18     1.2538       6407       1449        271        221      0.132      0.449      0.794      0.632      0.715 
All:         18     1.2538       8008       1813        340        275      0.132      0.447      0.794      0.631      0.714 
Test:         19     1.2469       1587        378         66         57      0.131      0.463      0.787      0.636      0.715 
Train:         19     1.2469       6400       1456        278        214      0.128      0.435      0.792      0.625      0.717 
All:         19     1.2469       8004       1817        344        271      0.130      0.441      0.793      0.628      0.717 
Test:         20     1.2225       1582        383         66         57      0.130      0.463      0.785      0.634      0.719 
Train:         20     1.2225       6403       1453        275        217      0.130      0.441      0.793      0.628      0.717 
All:         20     1.2225       8006       1815        342        273      0.131      0.444      0.793      0.630      0.717 
Test:         21     1.2115       1587        378         64         59      0.135      0.480      0.788      0.644      0.720 
Train:         21     1.2115       6409       1447        269        223      0.134      0.453      0.794      0.635      0.714 
All:         21     1.2115       8012       1809        336        279      0.134      0.454      0.794      0.635      0.715 
Test:         22      1.223       1584        381         60         63      0.142      0.512      0.789      0.659      0.720 
Train:         22      1.223       6407       1449        271        221      0.132      0.449      0.794      0.632      0.708 
All:         22      1.223       8015       1806        333        282      0.135      0.459      0.795      0.637      0.710 
Test:         23     1.2229       1592        373         61         62      0.143      0.504      0.792      0.657      0.720 
Train:         23     1.2229       6407       1449        271        221      0.132      0.449      0.794      0.632      0.704 
All:         23     1.2229       8015       1806        333        282      0.135      0.459      0.795      0.637      0.707 
Test:         24     1.2206       1593        372         61         62      0.143      0.504      0.793      0.657      0.722 
Train:         24     1.2206       6409       1447        269        223      0.134      0.453      0.794      0.635      0.705 
All:         24     1.2206       8017       1804        331        284      0.136      0.462      0.795      0.639      0.709 
Test:         25     1.2191       1587        378         60         63      0.143      0.512      0.790      0.660      0.724 
Train:         25     1.2191       6414       1442        264        228      0.137      0.463      0.796      0.640      0.711 
All:         25     1.2191       8024       1797        324        291      0.139      0.473      0.797      0.645      0.714 
Test:         26     1.2173       1592        373         63         60      0.139      0.488      0.791      0.649      0.726 
Train:         26     1.2173       6417       1439        261        231      0.138      0.470      0.796      0.643      0.717 
All:         26     1.2173       8021       1800        327        288      0.138      0.468      0.796      0.643      0.719 
Test:         27     1.2023       1598        367         63         60      0.141      0.488      0.794      0.651      0.727 
